       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    582.78    577.99
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    575.21    582.20
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    585.84    586.53
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00    698.04    716.23
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    602.48    600.60
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    673.76    686.50
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    651.73    650.68
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    552.54    557.29
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    612.62    620.00
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    658.32    665.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    701.94    710.30
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    481.69    480.17
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    577.41    569.41
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    569.45    582.30
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    550.17    553.09
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1686.76   1771.18
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2135.94   2022.44
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2116.39   2155.08
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2126.69   2384.99
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2087.70   2184.32
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1869.74   1940.84
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1996.40   2003.75
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2434.49   2409.12
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1923.27   1931.32
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2246.18   2265.00
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1943.03   2043.35
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2055.07   2088.72
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1964.98   1859.61
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2208.37   2343.85
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1998.31   1951.02
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1988.89   2173.50
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1793.92   1867.24
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1997.91   1987.65
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1989.11   2022.97
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2199.91   2200.25
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2064.39   2031.51
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2141.93   2132.57
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1884.50   1822.12
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1937.72   1942.76
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1982.96   1928.11
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2109.81   2091.23
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1961.62   2187.58
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2231.84   2468.01
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1911.21   2009.81
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1804.01   1884.88
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2090.46   2012.86
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1926.82   1991.40
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1870.78   1867.51
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2738.35   2713.86
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1996.69   2029.77
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2016.16   1899.14
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1785.32   1837.90
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2133.27   2174.80
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2351.56   2419.88
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1965.40   1929.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1984.29   2018.12
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1738.98   1753.13
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2128.51   2126.91
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1903.63   1954.50
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2028.89   2066.31
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2055.11   1966.20
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1817.50   1875.42
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2002.69   2021.97
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1893.47   1920.60
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1999.63   2049.62
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1797.83   1807.64
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1957.06   2027.26
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2075.54   1922.38
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1942.48   1911.94
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2080.77   2055.18
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1883.59   1787.87
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1806.34   1702.00
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1819.76   1780.39
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2061.59   2280.97
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1945.84   1900.81
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1927.36   1887.12
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2271.44   2425.15
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1992.08   2062.65
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2088.54   1804.44
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2391.50   2448.42
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1806.04   1909.17
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1884.98   1756.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1994.76   1979.41
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1983.14   2107.15
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1821.32   1940.70
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1940.70   2109.43
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2135.36   2042.38
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   2106.30   2035.01
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1873.35   1827.55
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1921.82   1721.74
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2144.99   2116.27
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   2083.37   2156.50
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2239.37   2228.50
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1719.30   1661.61
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   1849.25   1805.03
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1974.93   2128.86
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2131.54   2054.33
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2122.26   2129.93
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1977.39   2058.80
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2040.71   2046.51
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1778.36   1792.34
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2102.11   2092.42
    0.00      0.00      0.00      0.00      0.00      0.00      0.72      0.00      0.00      0.00   1770.48   1633.94
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1832.38   1931.75
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1764.27   1677.81
