Linux 3.13.0-63-generic (dss-storage-3) 	10/27/2015 	_x86_64_	(24 CPU)

10:01:13 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:01:14 AM  all    1.52    0.00    1.48    0.00    0.00    0.17    0.00    0.00    0.00   96.83
10:01:15 AM  all    2.12    0.00    1.99    0.04    0.00    0.38    0.00    0.00    0.00   95.46
10:01:16 AM  all    1.36    0.00    1.53    0.30    0.00    0.25    0.00    0.00    0.00   96.56
10:01:17 AM  all    1.96    0.00    1.96    0.00    0.00    0.30    0.00    0.00    0.00   95.77
10:01:18 AM  all    1.94    0.00    2.19    0.04    0.00    0.38    0.00    0.00    0.00   95.44
10:01:19 AM  all    1.48    0.00    2.25    0.00    0.00    0.21    0.00    0.00    0.00   96.06
10:01:20 AM  all    2.08    0.00    2.33    0.00    0.00    0.34    0.00    0.00    0.00   95.26
10:01:21 AM  all    1.86    0.00    1.77    0.00    0.00    0.34    0.00    0.00    0.00   96.03
10:01:22 AM  all    1.91    0.00    2.04    0.00    0.00    0.30    0.00    0.00    0.00   95.76
10:01:23 AM  all    1.49    0.00    2.21    0.13    0.00    0.38    0.00    0.00    0.00   95.78
10:01:24 AM  all    2.07    0.00    2.11    0.00    0.00    0.34    0.00    0.00    0.00   95.48
10:01:25 AM  all    1.51    0.00    1.76    0.00    0.00    0.25    0.00    0.00    0.00   96.47
10:01:26 AM  all    1.35    0.00    2.03    0.00    0.00    0.34    0.00    0.00    0.00   96.28
10:01:27 AM  all    1.49    0.00    1.83    0.00    0.00    0.21    0.00    0.00    0.00   96.48
10:01:28 AM  all    1.47    0.00    2.36    0.00    0.00    0.38    0.00    0.00    0.00   95.79
10:01:29 AM  all   41.86    0.00   10.29    0.00    0.00    1.65    0.00    0.00    0.00   46.20
10:01:30 AM  all   47.67    0.00   10.60    0.00    0.00    1.16    0.00    0.00    0.00   40.56
10:01:31 AM  all   55.39    0.00   14.47    0.00    0.00    1.55    0.00    0.00    0.00   28.58
10:01:32 AM  all   53.52    0.00   11.55    0.00    0.00    1.34    0.00    0.00    0.00   33.59
10:01:33 AM  all   54.65    0.00   11.73    0.00    0.00    1.33    0.00    0.00    0.00   32.30
10:01:34 AM  all   49.57    0.00   10.06    0.00    0.00    1.08    0.00    0.00    0.00   39.29
10:01:35 AM  all   46.99    0.00    9.82    0.00    0.00    1.12    0.00    0.00    0.00   42.08
10:01:36 AM  all   50.22    0.00   11.82    0.00    0.00    0.98    0.00    0.00    0.00   36.98
10:01:37 AM  all   48.45    0.00    9.50    0.00    0.04    0.89    0.00    0.00    0.00   41.12
10:01:38 AM  all   52.84    0.00   11.55    0.00    0.00    1.71    0.00    0.00    0.00   33.90
10:01:39 AM  all   53.21    0.00   12.30    0.00    0.00    1.60    0.00    0.00    0.00   32.89
10:01:40 AM  all   54.90    0.00   10.68    0.00    0.00    1.15    0.00    0.00    0.00   33.27
10:01:41 AM  all   49.02    0.00   10.27    0.00    0.00    1.12    0.00    0.00    0.00   39.60
10:01:42 AM  all   54.85    0.00   11.42    0.00    0.00    1.81    0.00    0.00    0.00   31.92
10:01:43 AM  all   59.66    0.00   13.70    0.00    0.00    1.27    0.00    0.00    0.00   25.37
10:01:44 AM  all   51.19    0.00   10.40    0.00    0.00    1.15    0.00    0.00    0.00   37.26
10:01:45 AM  all   46.84    0.00   10.11    0.04    0.00    1.05    0.00    0.00    0.00   41.96
10:01:46 AM  all   42.79    0.00    7.97    0.00    0.00    0.81    0.00    0.00    0.00   48.42
10:01:47 AM  all   50.49    0.00   10.92    0.00    0.00    0.90    0.00    0.00    0.00   37.69
10:01:48 AM  all   62.13    0.00   13.60    0.00    0.00    1.43    0.00    0.00    0.00   22.83
10:01:49 AM  all   53.03    0.00   12.43    0.00    0.00    1.11    0.00    0.00    0.00   33.42
10:01:50 AM  all   56.29    0.00   12.54    0.00    0.00    1.39    0.00    0.00    0.00   29.78
10:01:51 AM  all   48.43    0.00    9.76    0.00    0.00    1.37    0.00    0.00    0.00   40.44
10:01:52 AM  all   52.06    0.00   10.44    0.04    0.00    1.34    0.00    0.00    0.00   36.11
10:01:53 AM  all   47.34    0.00    9.80    0.09    0.00    1.93    0.00    0.00    0.00   40.84
10:01:54 AM  all   51.89    0.00   11.09    0.00    0.04    1.07    0.00    0.00    0.00   35.90
10:01:55 AM  all   56.98    0.00   12.55    0.00    0.00    1.01    0.00    0.00    0.00   29.46
10:01:56 AM  all   57.10    0.00   13.57    0.00    0.00    1.34    0.00    0.00    0.00   27.99
10:01:57 AM  all   55.34    0.00   10.64    0.00    0.00    0.88    0.00    0.00    0.00   33.14
10:01:58 AM  all   50.90    0.00   10.51    0.00    0.00    1.10    0.00    0.00    0.00   37.49
10:01:59 AM  all   46.13    0.00   10.39    0.00    0.00    1.48    0.00    0.00    0.00   42.00
10:02:00 AM  all   48.78    0.00   10.19    0.00    0.00    1.06    0.00    0.00    0.00   39.96
10:02:01 AM  all   54.74    0.00   11.03    0.00    0.00    1.11    0.00    0.00    0.00   33.13
10:02:02 AM  all   63.34    0.00   11.22    0.00    0.00    1.16    0.00    0.00    0.00   24.28
10:02:03 AM  all   54.10    0.00   12.11    0.00    0.00    1.60    0.00    0.00    0.00   32.20
10:02:04 AM  all   58.49    0.00   11.15    0.00    0.00    0.98    0.00    0.00    0.00   29.38
10:02:05 AM  all   50.18    0.00    9.49    0.00    0.00    0.58    0.00    0.00    0.00   39.76
10:02:06 AM  all   57.74    0.00   12.26    0.00    0.04    1.38    0.00    0.00    0.00   28.58
10:02:07 AM  all   56.46    0.00   12.52    0.04    0.00    2.17    0.00    0.00    0.00   28.81
10:02:08 AM  all   56.18    0.00    9.56    0.00    0.00    1.47    0.00    0.00    0.00   32.78
10:02:09 AM  all   56.65    0.00   11.01    0.00    0.00    1.37    0.00    0.00    0.00   30.97
10:02:10 AM  all   45.98    0.00    8.67    0.00    0.00    1.03    0.00    0.00    0.00   44.31
10:02:11 AM  all   54.55    0.00   12.24    0.00    0.00    1.03    0.00    0.00    0.00   32.18
10:02:12 AM  all   47.24    0.00    9.26    0.00    0.00    1.21    0.00    0.00    0.00   42.29
10:02:13 AM  all   57.18    0.00   10.98    0.00    0.00    1.60    0.00    0.00    0.00   30.24
10:02:14 AM  all   56.44    0.00   10.32    0.00    0.00    1.70    0.00    0.00    0.00   31.54
10:02:15 AM  all   43.08    0.00    8.43    0.00    0.00    0.72    0.00    0.00    0.00   47.77
10:02:16 AM  all   55.50    0.00    9.96    0.00    0.00    1.26    0.00    0.00    0.00   33.27
10:02:17 AM  all   47.53    0.00    8.89    0.00    0.00    0.63    0.00    0.00    0.00   42.95
10:02:18 AM  all   55.19    0.00   11.42    0.04    0.00    1.44    0.00    0.00    0.00   31.91
10:02:19 AM  all   48.34    0.00    8.72    0.00    0.00    0.76    0.00    0.00    0.00   42.18
10:02:20 AM  all   52.86    0.00    9.61    0.00    0.00    1.47    0.00    0.00    0.00   36.06
10:02:21 AM  all   52.41    0.00   10.08    0.00    0.00    1.00    0.00    0.00    0.00   36.51
10:02:22 AM  all   51.54    0.00    9.22    0.00    0.00    0.89    0.00    0.00    0.00   38.34
10:02:23 AM  all   55.27    0.00   10.68    0.00    0.00    1.66    0.00    0.00    0.00   32.39
10:02:24 AM  all   53.16    0.00   11.06    0.00    0.00    1.03    0.00    0.00    0.00   34.75
10:02:25 AM  all   44.20    0.00    7.99    0.00    0.00    0.95    0.00    0.00    0.00   46.86
10:02:26 AM  all   44.81    0.00    8.75    0.00    0.00    1.13    0.00    0.00    0.00   45.31
10:02:27 AM  all   57.46    0.00   11.03    0.00    0.00    1.39    0.00    0.00    0.00   30.12
10:02:28 AM  all   56.51    0.00   10.80    0.04    0.00    1.29    0.00    0.00    0.00   31.36
10:02:29 AM  all   49.89    0.00    9.83    0.00    0.00    0.98    0.00    0.00    0.00   39.30
10:02:30 AM  all   67.77    0.00   12.34    0.00    0.00    1.18    0.00    0.00    0.00   18.71
10:02:31 AM  all   50.18    0.00    9.59    0.00    0.00    1.04    0.00    0.00    0.00   39.19
10:02:32 AM  all   47.93    0.00    9.43    0.00    0.00    1.21    0.00    0.00    0.00   41.42
10:02:33 AM  all   52.91    0.00   10.88    0.00    0.04    1.03    0.00    0.00    0.00   35.14
10:02:34 AM  all   52.16    0.00    9.54    0.00    0.00    0.90    0.00    0.00    0.00   37.40
10:02:35 AM  all   46.10    0.00    7.85    0.00    0.00    0.41    0.00    0.00    0.00   45.65
10:02:36 AM  all   50.29    0.00   10.07    0.00    0.00    1.39    0.00    0.00    0.00   38.26
10:02:37 AM  all   55.28    0.00   11.14    0.00    0.00    1.11    0.00    0.00    0.00   32.47
10:02:38 AM  all   47.04    0.00    8.95    0.00    0.00    1.22    0.00    0.00    0.00   42.79
10:02:39 AM  all   58.33    0.00   10.18    0.00    0.00    1.03    0.00    0.00    0.00   30.46
10:02:40 AM  all   48.82    0.00   10.24    0.00    0.00    0.94    0.00    0.00    0.00   40.00
10:02:41 AM  all   54.37    0.00   11.90    0.00    0.00    1.49    0.00    0.00    0.00   32.24
10:02:42 AM  all   51.68    0.00    9.46    0.00    0.00    0.90    0.00    0.00    0.00   37.97
