       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1367.46  140095.3
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1445.20  132419.8
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1655.06  125090.2
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1370.96  120405.4
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1480.61  120549.0
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1426.30  132079.3
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1500.30  118191.6
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1408.27  129391.2
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1503.80  131815.8
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1363.34  136453.1
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1461.61  132457.2
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1645.43  116890.9
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1263.79  145790.1
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1389.54  114003.9
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2051.66  170774.1
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1443.71  131220.4
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1413.58  117352.7
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1399.50  118808.1
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1361.04  119291.2
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1459.81  137872.7
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1559.78  138620.6
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1508.40  111783.6
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1410.09  132276.9
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00   1391.95  128104.3
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00   1544.06  134300.0
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   1237.00  128735.0
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   1498.63  129159.2
