       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2400.47   2265.93
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2524.93   2502.34
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2287.46   2340.57
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2209.25   2042.62
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2199.68   2076.34
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2571.46   2527.24
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2374.39   2223.78
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2413.75   2541.75
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2439.63   2394.56
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   3167.37   3023.95
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2468.97   2262.94
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2491.85   2441.14
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2402.05   2307.40
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2630.99   2444.81
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2364.41   2381.70
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2271.65   2105.63
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2358.52   2293.78
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2659.95   2570.83
    0.00      0.00      0.00      0.00      0.00      0.00      0.18      0.00      0.00      0.00   2459.35   2210.61
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2330.18   2163.85
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2375.55   2247.10
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2144.09   2054.15
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2263.82   2116.46
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2224.58   2153.66
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2288.28   2166.25
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2481.48   2321.71
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2352.46   2235.44
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2488.20   2337.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2483.41   2421.61
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   2612.72   2527.00
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2523.38   2408.34
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2437.62   2162.56
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2544.86   2414.23
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2300.06   2207.77
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2442.11   2272.45
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2810.80   2687.33
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2387.32   2334.04
    0.00      0.00      0.00      0.00      0.00      0.00      0.78      0.00      0.00      0.00   2454.11   2326.32
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2447.42   2380.20
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2515.13   2347.50
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2476.26   2300.36
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2366.74   2257.97
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2490.19   2330.18
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2296.76   2277.40
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2220.60   2146.30
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2280.86   2196.73
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1956.63   1992.99
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2090.88   1973.83
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2325.22   2241.70
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2435.99   2279.77
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2268.97   2114.97
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   2387.75   2385.42
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2268.25   2124.55
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   2369.85   2211.82
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2375.77   2222.71
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2162.11   1969.21
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1915.92   1814.62
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2379.19   2373.70
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1996.62   2000.21
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2236.04   2150.11
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2143.13   1971.85
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2346.11   2232.40
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2879.53   2806.62
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2488.80   2338.23
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2455.88   2334.46
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2095.05   2020.35
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2339.15   2389.67
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   2169.46   2158.16
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2288.60   2178.90
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2212.79   2046.77
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2068.67   1850.13
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2138.90   2138.10
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2399.49   2352.45
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2385.34   2238.79
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2289.97   2220.71
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2116.32   2096.69
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2203.92   2195.80
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2214.61   2110.30
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2211.64   2105.97
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2173.90   2117.03
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2326.14   2104.22
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2029.75   2004.51
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   2259.75   2152.86
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1997.23   2003.63
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2409.53   2310.19
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2073.72   1928.55
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2140.39   1968.23
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2303.88   2271.37
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2842.26   2756.97
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2177.95   2186.67
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2232.85   2163.28
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2257.89   2336.51
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2169.25   2016.39
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2186.83   2060.51
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2392.48   2436.97
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2027.57   1950.72
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2047.46   2062.96
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2117.90   1984.04
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2173.89   2136.67
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2162.74   2009.75
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2143.80   1916.99
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   2170.40   2193.40
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   2290.68   2207.71
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1923.23   1842.44
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2102.46   2112.69
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2047.57   1884.56
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2082.14   2009.91
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2219.84   2189.91
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2189.89   2020.60
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2052.78   1876.27
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2091.21   1876.89
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1625.84   1635.46
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2141.38   2095.57
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   2250.28   2195.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2127.41   2011.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   2671.93   2465.88
