       p2p2       
 KB/s in  KB/s out
  879.56    846.61
  623.88    625.51
  800.46    752.29
  555.21    471.92
  748.76    707.73
  830.58    767.04
  736.85    676.95
  948.43    870.92
  809.61    762.85
  735.01    722.64
  600.41    553.37
  646.12    649.50
  737.67    674.76
  791.54    717.90
  794.18    750.50
  677.27    633.13
  434.11    387.54
  909.09    826.85
  811.12    755.06
  727.32    714.33
  890.81    827.06
  466.86    449.12
       p2p2       
 KB/s in  KB/s out
  636.12    591.25
  711.27    665.98
  825.58    790.29
 1373.75    833.97
 1575.96   1412.70
 1737.25   1287.45
 1446.08    920.79
 1668.89   1855.05
 1560.66   1531.98
 1912.55   1484.20
 1858.11   1897.89
 1687.79   1245.06
 1706.72   1416.35
 1449.87   1466.08
 1803.67   1191.22
 1654.75   1168.46
 1864.03   1307.20
 1674.93   1115.56
 1653.15   1418.79
 1638.09   1032.13
 1723.27   1194.71
 1645.60   1467.64
       p2p2       
 KB/s in  KB/s out
 1951.84   1894.93
 1704.95   1298.78
 1419.51    901.51
 1801.02   1919.63
 1524.72   1003.07
 1452.23   1187.05
 1515.08   1053.53
 1537.92   1583.81
 1827.17   1378.51
 1828.84   1643.52
 1372.30   1251.99
 1769.78   1643.71
 1685.10   1508.11
 1698.83   1179.81
 1661.50   1412.02
 1628.98   1095.20
 1821.02   1195.44
 1870.85   1807.53
 1791.38   1193.14
 1523.79   1082.24
 1500.95   1100.12
 1877.87   1728.58
       p2p2       
 KB/s in  KB/s out
 1575.65   1006.36
 1933.30   2039.58
 1751.73   1549.74
 1650.55   1145.04
 1826.65   1448.47
 1449.99    997.36
 1665.31   1094.59
 1709.18   1396.25
 1551.17   1018.62
 2012.24   2097.16
 1629.10   1242.82
 1860.31   1846.51
 1636.13   1242.80
 1685.91   1255.74
 1869.57   1997.43
 1457.37   1090.71
 1787.76   1705.55
 1857.75   1415.74
 1410.64    892.14
 1403.61    858.02
 1719.92   1480.87
 1542.33   1173.72
       p2p2       
 KB/s in  KB/s out
 1509.79    984.65
 1608.38   1618.05
