Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,160,160000,746.34,746.34,1.34,1339.52,100%
write,write,155,155000,768.9,768.9,1.3,1300.24,100%
write,write,159,159000,753.01,753.01,1.33,1327.61,100%
write,write,161,161000,743.43,743.43,1.34,1344.84,100%
write,write,161,161000,743.15,743.15,1.35,1345.33,100%
write,write,159,159000,749.21,749.21,1.33,1334.28,100%
write,write,157,157000,761.5,761.49,1.31,1312.93,100%
write,write,159,159000,752.38,752.38,1.33,1328.82,100%
write,write,159,159000,753.96,753.96,1.33,1326.15,100%
write,write,161,161000,744.42,744.41,1.34,1343.07,100%
write,write,161,161000,740.29,740.29,1.35,1350.5,100%
write,write,162,162000,740.24,740.24,1.35,1350.66,100%
write,write,159,159000,750.97,750.97,1.33,1331.31,100%
write,write,160,160000,748.1,748.1,1.34,1336.35,100%
write,write,157,157000,759.31,759.31,1.32,1316.55,100%
write,write,158,158000,757.05,757.05,1.32,1320.61,100%
write,write,160,160000,749.5,749.5,1.33,1333.94,100%
write,write,158,158000,759.15,759.15,1.32,1316.92,100%
write,write,158,158000,759.01,759.01,1.32,1317.22,100%
write,write,157,157000,760.54,760.54,1.31,1314.49,100%
write,write,158,158000,756.3,756.3,1.32,1321.89,100%
write,write,158,158000,754.58,754.58,1.32,1324.86,100%
write,write,162,162000,737.7,737.7,1.36,1355.23,100%
write,write,158,158000,755.14,755.14,1.32,1323.92,100%
write,write,158,158000,759.01,759.01,1.32,1317.27,100%
write,write,154,154000,773.45,773.45,1.29,1292.71,100%
write,write,158,158000,758.49,758.49,1.32,1318.12,100%
write,write,158,158000,754.66,754.66,1.32,1324.76,100%
write,write,158,158000,756.11,756.11,1.32,1322.29,100%
write,write,159,159000,754.04,754.04,1.33,1325.87,100%
write,write,161,161000,744.17,744.17,1.34,1343.56,100%
write,write,160,160000,748.3,748.29,1.34,1336.03,100%
write,write,162,162000,736.28,736.28,1.36,1357.81,100%
write,write,160,160000,749.29,749.29,1.33,1334.4,100%
write,write,162,162000,738.75,738.75,1.35,1353.3,100%
write,write,158,158000,754.36,754.35,1.33,1325.29,100%
write,write,155,155000,770.12,770.12,1.3,1298.23,100%
write,write,160,160000,741.39,741.39,1.35,1348.59,100%
write,write,161,161000,744.75,744.75,1.34,1342.3,100%
write,write,161,161000,744.12,744.12,1.34,1343.67,100%
write,write,160,160000,746.38,746.38,1.34,1339.61,100%
write,write,159,159000,752.75,752.75,1.33,1328.14,100%
write,write,159,159000,750.11,750.11,1.33,1332.84,100%
write,write,162,162000,737.54,737.54,1.36,1355.64,100%
write,write,159,159000,754.03,754.03,1.33,1325.97,100%
write,write,159,159000,750.49,750.49,1.33,1332.17,100%
write,write,161,161000,740.96,740.96,1.35,1349.36,100%
write,write,160,160000,749.79,749.79,1.33,1333.48,100%
write,write,161,161000,743.27,743.27,1.35,1345.11,100%
write,write,155,155000,773.88,773.88,1.29,1291.93,100%
write,write,158,158000,754.48,754.47,1.33,1325,100%
write,write,160,160000,746.09,746.09,1.34,1339.92,100%
write,write,161,161000,740.43,740.43,1.35,1350.2,100%
write,write,160,160000,744.58,744.58,1.34,1342.74,100%
write,write,159,159000,753.6,753.6,1.33,1326.6,100%
