Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,75,75000,1597.2,1597.2,0.63,626.02,100%
write,write,75,75000,1583.41,1583.41,0.63,631.48,100%
write,write,80,80000,1498.28,1498.28,0.67,667.35,100%
write,write,80,80000,1495.62,1495.62,0.67,668.55,100%
write,write,79,79000,1510.42,1510.42,0.66,661.99,100%
write,write,81,81000,1477.93,1477.93,0.68,676.54,100%
write,write,78,78000,1519.76,1519.76,0.66,657.91,100%
write,write,79,79000,1516.49,1516.49,0.66,659.32,100%
write,write,78,78000,1518.64,1518.64,0.66,658.37,100%
write,write,75,75000,1590.49,1590.49,0.63,628.71,100%
write,write,76,76000,1554.5,1554.5,0.64,643.23,100%
write,write,78,78000,1524.83,1524.83,0.66,655.72,100%
write,write,78,78000,1535.59,1535.59,0.65,651.11,100%
write,write,78,78000,1529.5,1529.5,0.65,653.71,100%
write,write,80,80000,1495.4,1495.4,0.67,668.67,100%
write,write,77,77000,1557.14,1557.14,0.64,642.13,100%
write,write,80,80000,1493.22,1493.22,0.67,669.63,100%
write,write,77,77000,1546.13,1546.13,0.65,646.72,100%
write,write,73,73000,1636.96,1636.96,0.61,610.85,100%
write,write,77,77000,1527.56,1527.56,0.65,654.54,100%
write,write,78,78000,1536.82,1536.82,0.65,650.61,100%
write,write,77,77000,1556.51,1556.51,0.64,642.38,100%
write,write,76,76000,1571.55,1571.55,0.64,636.25,100%
write,write,76,76000,1565.22,1565.22,0.64,638.81,100%
write,write,77,77000,1554.12,1554.12,0.64,643.38,100%
write,write,79,79000,1515.57,1515.57,0.66,659.76,100%
write,write,76,76000,1566.25,1566.25,0.64,638.4,100%
write,write,78,78000,1524.86,1524.86,0.66,655.74,100%
write,write,76,76000,1560.32,1560.32,0.64,640.83,100%
write,write,77,77000,1539.22,1539.22,0.65,649.62,100%
write,write,76,76000,1566.88,1566.88,0.64,638.06,100%
write,write,77,77000,1555.64,1555.64,0.64,642.79,100%
write,write,79,79000,1504.84,1504.84,0.66,664.46,100%
write,write,77,77000,1558.18,1558.18,0.64,641.68,100%
