Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,39,39000,3040.92,3040.92,0.33,328.83,100%
write,write,38,38000,3152.26,3152.26,0.32,317.22,100%
write,write,40,40000,2949.22,2949.22,0.34,339.05,100%
write,write,37,37000,3217.22,3217.22,0.31,310.81,100%
write,write,38,38000,3156.92,3156.92,0.32,316.74,100%
write,write,39,39000,2987.26,2987.26,0.33,334.73,100%
write,write,40,40000,2981.3,2981.3,0.34,335.4,100%
write,write,34,34000,3500.94,3500.94,0.29,285.63,100%
write,write,40,40000,2961.55,2961.55,0.34,337.64,100%
write,write,39,39000,2991.72,2991.72,0.33,334.24,100%
write,write,37,37000,3186.16,3186.16,0.31,313.85,100%
write,write,40,40000,2993.28,2993.28,0.33,334.05,100%
write,write,40,40000,2980.32,2980.32,0.34,335.51,100%
write,write,41,41000,2911.66,2911.66,0.34,343.43,100%
write,write,39,39000,3048.1,3048.1,0.33,328.05,100%
write,write,40,40000,2969.1,2969.1,0.34,336.79,100%
write,write,39,39000,3018.72,3018.72,0.33,331.25,100%
write,write,39,39000,3049.15,3049.15,0.33,327.94,100%
write,write,39,39000,3064.67,3064.67,0.33,326.29,100%
write,write,38,38000,3088.03,3088.03,0.32,323.81,100%
write,write,35,35000,3360.94,3360.94,0.3,297.53,100%
write,write,36,36000,3310.58,3310.58,0.3,302.05,100%
write,write,37,37000,3236.38,3236.38,0.31,308.97,100%
write,write,36,36000,3258.69,3258.69,0.31,306.85,100%
write,write,36,36000,3250.67,3250.67,0.31,307.61,100%
write,write,39,39000,3022.9,3022.9,0.33,330.8,100%
write,write,38,38000,3118.58,3118.58,0.32,320.65,100%
write,write,39,39000,3044.46,3044.46,0.33,328.45,100%
write,write,38,38000,3120.05,3120.05,0.32,320.48,100%
write,write,39,39000,3001.97,3001.97,0.33,333.1,100%
write,write,38,38000,3114.21,3114.21,0.32,321.08,100%
write,write,39,39000,3066.05,3066.05,0.33,326.12,100%
write,write,37,37000,3200.76,3200.76,0.31,312.41,100%
write,write,39,39000,3045.28,3045.28,0.33,328.36,100%
write,write,39,39000,3072.62,3072.62,0.33,325.43,100%
write,write,40,40000,2957.32,2957.32,0.34,338.11,100%
write,write,38,38000,3133.45,3133.45,0.32,319.12,100%
write,write,38,38000,3122.29,3122.29,0.32,320.26,100%
write,write,38,38000,3124.55,3124.55,0.32,320.03,100%
write,write,37,37000,3186.95,3186.95,0.31,313.77,100%
write,write,35,35000,3361.57,3361.57,0.3,297.47,100%
