Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,23,23552000,5088.09,5079.87,0.2,201245.82,100%
write,write,16,16384000,5258.75,5249.88,0.19,194706.88,100%
write,write,20,20480000,5419.7,5410.75,0.18,188928.15,100%
write,write,21,21504000,5592.48,5584.62,0.18,183098.47,100%
write,write,23,23552000,5136.13,5128.35,0.19,199360.07,100%
write,write,21,21504000,5577.29,5568.05,0.18,183595.58,100%
write,write,22,22528000,5149.41,5140.55,0.19,198856.01,100%
write,write,18,18432000,6619.39,6611.28,0.15,154690.57,100%
write,write,20,20480000,5682.15,5673.2,0.18,180208.72,100%
write,write,21,21504000,5637.38,5629.1,0.18,181640.03,100%
write,write,20,20480000,5797.6,5789.25,0.17,176623.29,100%
write,write,18,18432000,6010.72,6002.56,0.17,170360.65,100%
write,write,22,22528000,5332.23,5324.55,0.19,192036.55,100%
write,write,18,18432000,5756.67,5747.78,0.17,177875.57,100%
write,write,19,19456000,5310.84,5301.84,0.19,192809.29,100%
write,write,20,20480000,4934.15,4925.45,0.2,207524.8,100%
write,write,23,23552000,5205.96,5197.17,0.19,196686.26,100%
write,write,22,22528000,5408,5399.73,0.18,189345.93,100%
write,write,22,22528000,5330.77,5322.32,0.19,192088.95,100%
write,write,22,22528000,5370.09,5361.41,0.19,190682.56,100%
write,write,23,23552000,5064.22,5055.83,0.2,202197.8,100%
write,write,22,22528000,5311.09,5303.18,0.19,192800.78,100%
write,write,18,18432000,4942.06,4933.78,0.2,207196.57,100%
write,write,20,20480000,5995.05,5986.65,0.17,170797.61,100%
write,write,21,21504000,5711.76,5703.38,0.18,179273.2,100%
write,write,21,21504000,5656.19,5647.81,0.18,181034.48,100%
write,write,18,18432000,5990.94,5983,0.17,170919.88,100%
write,write,14,14336000,7074.29,7065.57,0.14,144745.21,100%
write,write,24,24576000,4875.42,4866.79,0.21,210027.95,100%
write,write,19,19456000,5160.74,5153.11,0.19,198419.25,100%
write,write,23,23552000,5049.7,5042.09,0.2,202781.01,100%
write,write,23,23552000,5069.17,5060.91,0.2,201996.64,100%
write,write,20,20480000,5825.35,5817.65,0.17,175775.89,100%
write,write,17,17408000,7039.47,7030.65,0.14,145463.05,100%
write,write,15,15360000,5845.6,5837.33,0.17,175168.5,100%
write,write,19,19456000,4842.74,4834.37,0.21,211443.79,100%
write,write,16,16384000,6840,6831.69,0.15,149704.87,100%
write,write,23,23552000,4906.61,4898.74,0.2,208687.02,100%
write,write,20,20480000,5500.35,5492.35,0.18,186163.2,100%
write,write,21,21504000,5514.38,5506.57,0.18,185689.86,100%
write,write,24,24576000,4881.83,4873.79,0.2,209750.1,100%
write,write,18,18432000,6521.28,6513.5,0.15,157021.77,100%
write,write,21,21504000,5510.67,5503,0.18,185818.23,100%
write,write,18,18432000,6133.44,6125.67,0.16,166945.94,100%
write,write,18,18432000,6482.22,6473.17,0.15,157962.39,100%
write,write,22,22528000,5377.36,5369.41,0.19,190426.28,100%
write,write,23,23552000,5089.43,5081.61,0.2,201199.41,100%
write,write,20,20480000,5853.3,5844.85,0.17,174938.07,100%
write,write,22,22528000,5370.64,5362.59,0.19,190659.96,100%
write,write,21,21504000,5459.71,5451.81,0.18,187552.33,100%
write,write,20,20480000,5855.75,5847.15,0.17,174870.85,100%
write,write,24,24576000,4926.17,4914.71,0.2,207860.75,100%
write,write,22,22528000,5316.82,5308.86,0.19,192594.75,100%
write,write,19,19456000,6186.47,6178.53,0.16,165516.77,100%
write,write,15,15360000,7298.73,7290.93,0.14,140291.91,100%
write,write,22,22528000,5420.95,5412.95,0.18,188890.29,100%
write,write,19,19456000,6233.74,6225.53,0.16,164261.89,100%
write,write,20,20480000,5958.9,5951.05,0.17,171840.91,100%
write,write,18,18432000,6653.17,6645.78,0.15,153907.82,100%
write,write,21,21504000,5588.29,5579.48,0.18,183234.21,100%
write,write,23,23552000,5065.17,5056.57,0.2,202156.15,100%
write,write,18,18432000,6508.44,6499.89,0.15,157328.69,100%
write,write,21,21504000,5590.95,5582.76,0.18,183151.49,100%
write,write,19,19456000,5470.84,5463.84,0.18,187166.91,100%
write,write,20,20480000,5118.7,5110.3,0.2,200044.93,100%
write,write,24,24576000,4897.79,4890.67,0.2,209063.15,100%
write,write,16,16384000,5825.81,5818.19,0.17,175765.7,100%
write,write,19,19456000,6198.68,6190.63,0.16,165192.14,100%
write,write,15,15360000,5159,5150.93,0.19,198480.38,100%
write,write,22,22528000,5195.68,5187.14,0.19,197081.57,100%
write,write,21,21504000,5520,5512.14,0.18,185505.65,100%
write,write,17,17408000,6849.82,6841.53,0.15,149472.36,100%
write,write,23,23552000,5035.43,5027.48,0.2,203325.45,100%
write,write,19,19456000,6218.79,6210.05,0.16,164653.91,100%
write,write,21,21504000,5572.71,5564.81,0.18,183746.19,100%
write,write,21,21504000,5557.76,5549.1,0.18,184242.09,100%
write,write,18,18432000,5572.33,5563.94,0.18,183761.37,100%
write,write,16,16384000,6464,6456.06,0.15,158409.71,100%
write,write,14,14336000,8298.29,8289.93,0.12,123395.79,100%
write,write,21,21504000,5330.24,5321.48,0.19,192104.63,100%
write,write,22,22528000,5247.05,5238.82,0.19,195152.38,100%
write,write,19,19456000,5354.42,5346.37,0.19,191238.19,100%
write,write,23,23552000,5157.96,5149.52,0.19,198524.89,100%
write,write,18,18432000,6500.61,6492.33,0.15,157519.61,100%
write,write,21,21504000,5491.24,5482.76,0.18,186472.42,100%
write,write,17,17408000,6261.71,6250.06,0.16,163533.71,100%
write,write,17,17408000,6262.41,6255.29,0.16,163513.74,100%
write,write,19,19456000,6191.16,6183.11,0.16,165392.95,100%
write,write,17,17408000,6060.59,6052.41,0.16,168955.58,100%
write,write,19,19456000,5751.74,5742.89,0.17,178025.03,100%
write,write,16,16384000,7327.44,7319.12,0.14,139746.33,100%
write,write,17,17408000,6939,6930.53,0.14,147560.44,100%
write,write,19,19456000,5388.26,5378.58,0.19,190035.26,100%
write,write,19,19456000,6014.79,6003.95,0.17,170242.55,100%
write,write,21,21504000,5547.86,5537.67,0.18,184571.02,100%
write,write,16,16384000,6766.44,6759.31,0.15,151330.98,100%
write,write,17,17408000,6074.47,6064.06,0.16,168569.46,100%
write,write,21,21504000,5705.1,5698.14,0.18,179485.68,100%
write,write,21,21504000,5683.14,5675.14,0.18,180177.46,100%
write,write,22,22528000,5288.5,5279.86,0.19,193622.69,100%
