Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,743,760832000,160.9,151.97,6.21,6359451.01,100%
write,write,740,757760000,161.09,152.14,6.2,6351878.09,100%
write,write,743,760832000,160.59,151.8,6.22,6371326.89,100%
write,write,735,752640000,162.19,153.21,6.16,6308431.19,100%
write,write,744,761856000,160.43,151.36,6.23,6377712.3,100%
write,write,755,773120000,158.72,149.81,6.3,6446534.59,100%
write,write,748,765952000,160.27,150.6,6.23,6383571.69,100%
write,write,742,759808000,161.56,152.6,6.18,6333105.51,100%
write,write,742,759808000,161.58,152.48,6.18,6332788.8,100%
write,write,752,770048000,159.33,150.23,6.27,6421990.19,100%
write,write,735,752640000,163.1,153.76,6.13,6273829.87,100%
write,write,731,748544000,164,155,6.09,6239582.55,100%
write,write,743,760832000,161.19,152.22,6.2,6347990.05,100%
write,write,747,764928000,160.47,151.26,6.23,6376684.98,100%
write,write,741,758784000,161.11,152.21,6.2,6351091.88,100%
write,write,745,762880000,160.45,150.94,6.23,6377475.53,100%
