Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,667,42688000,179.54,178.68,5.56,356104.28,100%
write,write,674,43136000,177.72,176.83,5.62,359808.48,100%
write,write,677,43328000,176.8,175.9,5.65,361645.3,100%
write,write,679,43456000,176.56,175.68,5.66,362169.55,100%
write,write,672,43008000,178.26,177.38,5.6,358671.99,100%
write,write,669,42816000,178.98,178.09,5.58,357273.39,100%
write,write,676,43264000,177.19,176.3,5.64,360882.19,100%
write,write,665,42560000,180.16,179.27,5.55,354897.35,100%
write,write,673,43072000,178.01,177.13,5.61,359130.86,100%
write,write,667,42688000,179.56,178.66,5.56,356101.3,100%
write,write,671,42944000,178.47,177.59,5.6,358281.68,100%
write,write,666,42624000,179.77,178.9,5.56,355647.52,100%
write,write,669,42816000,178.75,177.84,5.59,357694.24,100%
write,write,663,42432000,180.55,179.65,5.53,354075.05,100%
write,write,676,43264000,177.13,176.22,5.64,360948.42,100%
write,write,681,43584000,175.97,175.06,5.68,363378.66,100%
write,write,662,42368000,180.9,180.01,5.52,353458.42,100%
write,write,665,42560000,180.07,179.19,5.55,355086.85,100%
write,write,686,43904000,174.69,173.82,5.72,366031.38,100%
write,write,677,43328000,176.94,176.06,5.65,361319.59,100%
write,write,683,43712000,175.41,174.55,5.7,364503.59,100%
write,write,676,43264000,177.25,176.38,5.64,360707.68,100%
write,write,666,42624000,179.78,178.9,5.56,355629.72,100%
write,write,672,43008000,178.17,177.28,5.61,358887.49,100%
write,write,674,43136000,177.26,176.39,5.64,360686.99,100%
write,write,673,43072000,177.95,177.07,5.61,359229.7,100%
write,write,656,41984000,182.51,181.63,5.47,350342.55,100%
write,write,673,43072000,178.01,177.1,5.61,359217.71,100%
write,write,676,43264000,176.92,176.02,5.65,361433.91,100%
write,write,675,43200000,177.53,176.66,5.63,360171.08,100%
write,write,673,43072000,177.97,177.08,5.61,359271.65,100%
write,write,667,42688000,179.55,178.67,5.56,356074.57,100%
