Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,write,write,write,write,write,write,write,Min-Version,Version,Max-Version
22:39:15,429,429000,46.66,46.66,85.36,85357.61,100%,0,0,0
22:39:20,450,450000,44.44,44.44,89.67,89671.46,100%,1,1,1
22:39:25,454,454000,44.11,44.11,90.34,90340.15,100%,2,2,2
22:39:30,426,426000,46.94,46.94,84.74,84740.49,100%,3,3,3
22:39:35,442,442000,45.17,45.17,88.25,88245.64,100%,4,4,4
22:39:40,321,321000,46.94,46.94,63.74,63744.96,100%,5,5,5
22:39:45,369,369000,54.66,54.66,91.51,91506.76,100%,6,6,6
22:39:50,385,385000,51.9,51.9,76.79,76794.68,100%,7,7,7
22:39:55,298,298000,50.6,50.6,59.09,59090.07,100%,8,8,8
22:40:00,299,299000,52.8,52.8,73.49,73485.19,100%,9,9,9
22:40:05,321,321000,46.99,46.99,85.02,85017.83,100%,10,10,10
22:40:10,421,421000,47.53,47.53,105.15,105149.53,100%,11,11,11
22:40:15,396,396000,50.77,50.77,78.53,78532.4,100%,12,12,12
22:40:20,335,335000,60.02,60.02,66.46,66461.47,100%,13,13,13
22:40:25,388,388000,51.55,51.55,77.33,77326.79,100%,14,14,14
22:40:30,413,413000,48.49,48.49,82.21,82212.98,100%,15,15,15
22:40:35,401,401000,49.9,49.9,79.91,79914.09,100%,16,16,16
22:40:40,420,420000,47.68,47.68,83.57,83574.64,100%,17,17,17
22:40:45,383,383000,52.43,52.43,76.07,76071.68,100%,18,18,18
22:40:50,383,383000,52.42,52.42,76.09,76085.27,100%,19,19,19
22:40:55,400,400000,50.14,50.14,79.55,79551.09,100%,20,20,20
22:41:00,417,417000,47.94,47.94,83.11,83109.27,100%,21,21,21
22:41:05,400,400000,50.02,50.02,79.72,79720.26,100%,22,22,22
22:41:10,305,305000,53.3,53.3,74.8,74798.34,100%,23,23,23
