Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,1499,1499000,79.86,79.86,12.5,12495.42,100%
write,write,1479,1479000,80.96,80.96,12.33,12325.82,100%
write,write,1449,1449000,82.62,82.62,12.08,12081.14,100%
write,write,1505,1505000,79.57,79.57,12.54,12542.4,100%
write,write,1472,1472000,81.32,81.31,12.27,12273.83,100%
write,write,1505,1505000,79.53,79.53,12.55,12550.35,100%
write,write,1460,1460000,82.02,82.02,12.17,12170.32,100%
write,write,1480,1480000,80.87,80.87,12.34,12340.53,100%
write,write,1501,1501000,79.75,79.75,12.51,12513.13,100%
write,write,1500,1500000,79.81,79.81,12.5,12504.69,100%
write,write,1490,1490000,80.34,80.34,12.42,12422.67,100%
write,write,1454,1454000,82.33,82.33,12.12,12121.11,100%
write,write,1479,1479000,80.95,80.95,12.33,12329.62,100%
write,write,1533,1533000,78.09,78.09,12.78,12780.22,100%
write,write,1464,1464000,81.75,81.75,12.2,12204.58,100%
write,write,1489,1489000,80.39,80.39,12.41,12413.61,100%
