Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,10,655360000,10899.7,5098.1,0.09,6012587.39,100%
write,write,13,851968000,8753.46,4244.46,0.11,7486603.57,100%
write,write,13,851968000,8999.31,4463.15,0.11,7282088.98,100%
write,write,13,851968000,8727.08,4925.69,0.11,7509104.69,100%
write,write,13,851968000,9118.69,4187.08,0.11,7186995.44,100%
write,write,12,786432000,9824.83,4813,0.1,6670330.79,100%
write,write,12,786432000,9539.67,4464.92,0.1,6869781.7,100%
write,write,13,851968000,8576.38,3803.15,0.12,7641242.74,100%
write,write,11,720896000,10380.18,5487.64,0.1,6313458.98,100%
write,write,14,917504000,8507.71,4031.14,0.12,7703061.9,100%
write,write,12,786432000,9579.25,5210.17,0.1,6841394.67,100%
write,write,14,917504000,8379.43,4203.5,0.12,7820991.71,100%
write,write,10,655360000,11759,5403.6,0.09,5573168.24,100%
write,write,15,983040000,7945.13,3800.13,0.13,8248502.24,100%
write,write,13,851968000,8737.08,4052.62,0.11,7500906.83,100%
write,write,13,851968000,9019.23,4780.77,0.11,7266065.69,100%
write,write,13,851968000,8530.54,4193.62,0.12,7682446.93,100%
write,write,13,851968000,8731.38,5021.31,0.11,7505796.95,100%
write,write,11,720896000,10269.82,6001.82,0.1,6381361.26,100%
write,write,12,786432000,9452,4471,0.11,6933436.78,100%
write,write,12,786432000,9144,4379.67,0.11,7166973.48,100%
write,write,13,851968000,9187.62,4485.62,0.11,7133020.76,100%
write,write,13,851968000,9200.31,4824.62,0.11,7123180.47,100%
write,write,14,917504000,8502.57,4705.36,0.12,7707785.88,100%
write,write,12,786432000,9890.17,4592.17,0.1,6626268.07,100%
write,write,11,720896000,10527.09,5026.09,0.09,6225407.82,100%
write,write,13,851968000,8961.15,4893.08,0.11,7313155.59,100%
write,write,13,851968000,8794.62,4088.77,0.11,7451832.41,100%
write,write,13,851968000,8712.08,4156.69,0.11,7522364.87,100%
write,write,13,851968000,8545,4813,0.12,7669445.29,100%
write,write,12,786432000,9119.83,6078.92,0.11,7186030.57,100%
write,write,10,655360000,11587.8,7488.8,0.09,5655603.31,100%
write,write,11,720896000,10660.27,5426.45,0.09,6147632.69,100%
write,write,12,786432000,9778.33,5483.83,0.1,6702050.42,100%
write,write,13,851968000,9029.15,4217.46,0.11,7257894.96,100%
write,write,12,786432000,9535.75,4259.5,0.1,6872663.4,100%
write,write,13,851968000,8699.31,3761.85,0.11,7533339.82,100%
write,write,13,851968000,9215.38,4742.62,0.11,7111407.89,100%
write,write,13,851968000,9085.38,4213.08,0.11,7213221.35,100%
write,write,13,851968000,8733.46,4674.69,0.11,7504011.98,100%
write,write,12,786432000,9847.92,4879.58,0.1,6654752.23,100%
write,write,13,851968000,8741.38,4233.85,0.11,7497144.47,100%
write,write,12,786432000,9711.25,4646.67,0.1,6748403.93,100%
write,write,13,851968000,8899.85,5122.31,0.11,7363722.8,100%
write,write,11,720896000,10177.82,5234.09,0.1,6438986.05,100%
write,write,11,720896000,10072.73,4294.55,0.1,6506222.87,100%
write,write,13,851968000,8770.77,3467.62,0.11,7471961.55,100%
write,write,13,851968000,9214.69,5176.77,0.11,7112120.28,100%
write,write,13,851968000,9000.08,4901.38,0.11,7281591.07,100%
write,write,12,786432000,9934.67,5875.67,0.1,6596643.1,100%
write,write,13,851968000,8836,3958.77,0.11,7416801.6,100%
write,write,14,917504000,7995,3455.64,0.13,8196757.05,100%
write,write,14,917504000,8128.14,3771.36,0.12,8062637.86,100%
write,write,14,917504000,8346.29,4370.36,0.12,7852048.37,100%
write,write,13,851968000,8694.38,4332.15,0.12,7537672.08,100%
write,write,13,851968000,8955.08,3723.46,0.11,7318181.04,100%
write,write,14,917504000,7926.71,4162.14,0.13,8267440.39,100%
write,write,10,655360000,11346.5,5094.5,0.09,5775827.12,100%
write,write,11,720896000,10313.09,4801.45,0.1,6354585.92,100%
write,write,10,655360000,11353,5047.1,0.09,5772571.13,100%
write,write,13,851968000,8717.15,3742.85,0.11,7517983.83,100%
write,write,14,917504000,8096.29,4592.21,0.12,8094361.76,100%
write,write,11,720896000,10303.36,5034.91,0.1,6360585.15,100%
write,write,13,851968000,8790,3355.77,0.11,7455614.67,100%
