Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,120,122880000,999.26,989.78,1,1024657.49,100%
write,write,135,138240000,885.41,876.29,1.13,1156355.61,100%
write,write,136,139264000,880.99,871.35,1.13,1162170.06,100%
write,write,115,117760000,1040.17,1031.03,0.96,984352.01,100%
write,write,126,129024000,949.04,939.74,1.05,1078850.11,100%
write,write,133,136192000,899.83,890.56,1.11,1137834.81,100%
write,write,125,128000000,956.37,946.88,1.05,1070520.54,100%
write,write,134,137216000,888.03,878.84,1.13,1152920.62,100%
write,write,126,129024000,951.95,942.71,1.05,1075504.73,100%
write,write,114,116736000,1048.52,1039.07,0.95,976461.73,100%
write,write,134,137216000,893.45,884.04,1.12,1145968.7,100%
write,write,110,112640000,1089.48,1079.93,0.92,939739.54,100%
write,write,115,117760000,1034.88,1025.16,0.97,989405.23,100%
write,write,111,113664000,1078.13,1068.58,0.93,949700.88,100%
write,write,148,151552000,804.01,794.72,1.24,1273428.51,100%
write,write,137,140288000,873.66,864.25,1.14,1171849.81,100%
write,write,127,130048000,941.6,932.24,1.06,1087421.5,100%
write,write,112,114688000,1062.47,1052.89,0.94,963667.53,100%
write,write,133,136192000,895.86,886.26,1.12,1142837.96,100%
write,write,135,138240000,887.65,878.32,1.13,1153461.05,100%
write,write,126,129024000,946.96,937.36,1.06,1081209.72,100%
write,write,112,114688000,1066.29,1056.97,0.94,960246.49,100%
write,write,116,118784000,1031.11,1021.66,0.97,993002.9,100%
write,write,136,139264000,867.72,858.07,1.15,1180013.39,100%
write,write,116,118784000,1012.89,1003.71,0.99,1010850.23,100%
write,write,136,139264000,878.23,869.16,1.14,1165789.1,100%
write,write,129,132096000,925.72,916.29,1.08,1106016.71,100%
write,write,132,135168000,907.48,898.3,1.1,1128195.71,100%
write,write,123,125952000,972.11,962.8,1.03,1053172.01,100%
write,write,117,119808000,1021.52,1012.47,0.98,1002317.39,100%
write,write,136,139264000,878.35,868.65,1.14,1165632.98,100%
write,write,135,138240000,885.88,876.54,1.13,1155804.52,100%
write,write,125,128000000,957.31,948.1,1.04,1069563.4,100%
write,write,133,136192000,902.06,892.71,1.11,1134971.17,100%
write,write,115,117760000,1021.98,1012.73,0.98,1001820.56,100%
write,write,134,137216000,892.12,882.36,1.12,1147636.41,100%
write,write,136,139264000,881.52,872.33,1.13,1161423.76,100%
write,write,134,137216000,891.3,881.88,1.12,1148741.3,100%
write,write,122,124928000,980.44,970.92,1.02,1044321.47,100%
write,write,150,153600000,797.58,788.03,1.25,1283733.53,100%
write,write,116,118784000,1032.66,1023.18,0.97,991469.54,100%
write,write,122,124928000,981.99,972.58,1.02,1042639.31,100%
write,write,122,124928000,980.73,971.34,1.02,1043972.39,100%
write,write,122,124928000,978.9,969.46,1.02,1045947.76,100%
write,write,135,138240000,886.01,876.7,1.13,1155505.03,100%
write,write,135,138240000,884.67,875.27,1.13,1157381.83,100%
write,write,132,135168000,901.86,892.52,1.11,1135331.27,100%
write,write,139,142336000,862.12,852.96,1.16,1187548.5,100%
write,write,112,114688000,1069.78,1060.22,0.93,957073.24,100%
write,write,130,133120000,921.82,911.92,1.08,1110684.67,100%
write,write,112,114688000,1066.14,1056.54,0.94,960310.81,100%
write,write,128,131072000,935.25,926.14,1.07,1094775.53,100%
write,write,131,134144000,911.11,901.92,1.1,1123766.44,100%
write,write,146,149504000,818.8,809.27,1.22,1250388.91,100%
write,write,152,155648000,786.6,776.93,1.27,1301655,100%
write,write,129,132096000,925.82,916.54,1.08,1105877.82,100%
write,write,114,116736000,1050.25,1040.63,0.95,974847.18,100%
write,write,117,119808000,1021.21,1011.92,0.98,1002627.75,100%
write,write,135,138240000,887.84,878.87,1.13,1153143.53,100%
write,write,128,131072000,932.84,923.1,1.07,1097599.17,100%
write,write,138,141312000,868.12,858.6,1.15,1179339.53,100%
write,write,111,113664000,1078.45,1069.12,0.93,949407.37,100%
write,write,123,125952000,970.76,960.9,1.03,1054671.21,100%
write,write,135,138240000,885.91,876.02,1.13,1155688.57,100%
write,write,111,113664000,1079.69,1070.32,0.93,948243.07,100%
write,write,133,136192000,899.11,889.2,1.11,1138691.01,100%
write,write,137,140288000,872.15,862.84,1.15,1173948.34,100%
write,write,138,141312000,869.09,859.67,1.15,1178100.69,100%
write,write,104,106496000,1149.3,1139.7,0.87,890933.88,100%
write,write,124,126976000,954.5,944.75,1.05,1072695.17,100%
write,write,119,121856000,1007.09,997.79,0.99,1016686.69,100%
write,write,115,117760000,1041.89,1032.07,0.96,982717.33,100%
write,write,128,131072000,927.72,918.23,1.08,1103606.22,100%
write,write,133,136192000,900.08,891.02,1.11,1137587.7,100%
write,write,133,136192000,900.2,891.56,1.11,1137350.2,100%
write,write,149,152576000,803.39,793.6,1.24,1274291.35,100%
write,write,132,135168000,905.99,897.02,1.1,1130148.33,100%
write,write,121,123904000,987.02,977.98,1.01,1037313.62,100%
write,write,115,117760000,1041.62,1032.29,0.96,982963.41,100%
write,write,109,111616000,1095.94,1086.52,0.91,934244.01,100%
write,write,125,128000000,957.54,948.26,1.04,1069223.89,100%
write,write,151,154624000,792.44,782.91,1.26,1291989.4,100%
write,write,140,143360000,856.61,847.44,1.17,1195264.3,100%
write,write,125,128000000,957.1,947.49,1.04,1069742.18,100%
write,write,132,135168000,904.89,895.63,1.11,1131529.6,100%
write,write,130,133120000,921.62,912.18,1.08,1110907.12,100%
write,write,152,155648000,785.64,775.93,1.27,1303060.75,100%
write,write,133,136192000,882.42,872.98,1.13,1160226.27,100%
write,write,137,140288000,871.81,862.12,1.15,1174351.25,100%
write,write,140,143360000,854.31,845.1,1.17,1198471.81,100%
write,write,149,152576000,802.8,792.92,1.25,1275324.52,100%
write,write,117,119808000,1021.61,1012.37,0.98,1002132.95,100%
write,write,144,147456000,830.49,820.78,1.2,1232827.24,100%
write,write,143,146432000,838.33,829.24,1.19,1221253.85,100%
write,write,117,119808000,1024.36,1015.32,0.98,999516.13,100%
write,write,130,133120000,921.02,911.66,1.09,1111612.14,100%
write,write,134,137216000,894.49,885.32,1.12,1144639.92,100%
write,write,118,120832000,958.97,949.86,1.04,1067712.89,100%
write,write,141,144384000,849.7,839.9,1.18,1204957.23,100%
write,write,124,126976000,962.89,953.52,1.04,1063317,100%
