Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,153,9792000,763.26,762.39,1.31,83828.44,100%
write,write,194,12416000,605.71,604.82,1.65,105636.62,100%
write,write,157,10048000,763.36,762.52,1.31,83825.54,100%
write,write,200,12800000,599.74,598.89,1.67,106677.33,100%
write,write,173,11072000,691.69,690.81,1.45,92500.23,100%
write,write,189,12096000,632.77,631.89,1.58,101115.14,100%
write,write,194,12416000,618.19,617.27,1.62,103503.76,100%
write,write,159,10176000,728.25,727.36,1.37,87866.54,100%
write,write,170,10880000,705.69,704.85,1.42,90671.2,100%
write,write,164,10496000,730.25,729.39,1.37,87621.46,100%
write,write,199,12736000,602.2,601.29,1.66,106256.41,100%
write,write,171,10944000,686.67,685.78,1.46,93181.66,100%
write,write,126,8064000,917.15,916.25,1.09,69771.06,100%
write,write,143,9152000,767.83,766.97,1.3,83332.57,100%
write,write,208,13312000,575.57,574.73,1.74,111162.14,100%
write,write,180,11520000,658.06,657.15,1.52,97230.78,100%
write,write,206,13184000,581.58,580.68,1.72,110015.19,100%
write,write,184,11776000,650.03,649.15,1.54,98433.56,100%
write,write,167,10688000,716.85,715.93,1.39,89259.32,100%
write,write,184,11776000,650.08,649.2,1.54,98428.62,100%
write,write,162,10368000,709.29,708.4,1.41,90210.65,100%
write,write,203,12992000,549.32,548.42,1.82,116473.17,100%
write,write,137,8768000,874.74,873.86,1.14,73151.4,100%
write,write,141,9024000,850.52,849.63,1.18,75230.09,100%
write,write,142,9088000,777.44,776.57,1.29,82299.46,100%
write,write,188,12032000,633.86,633,1.58,100947.22,100%
write,write,158,10112000,729.96,729.09,1.37,87652.99,100%
write,write,165,10560000,725.78,724.87,1.38,88167.52,100%
write,write,176,11264000,681.04,680.19,1.47,93952.01,100%
write,write,207,13248000,570.2,569.33,1.75,112214.13,100%
write,write,211,13504000,559.43,558.56,1.79,114376.7,100%
