Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,write,write,write,write,write,write,write,Min-Version,Version,Max-Version
22:53:52,810,51840000,99.38,98.52,160.72,10285872.86,100%,0,0,0
22:53:57,797,51008000,101.33,100.48,157.66,10090118.76,100%,1,1,1
22:54:02,788,50432000,102.45,101.53,155.91,9978206.69,100%,2,2,2
22:54:07,489,31296000,102.7,101.86,97.23,6222710.81,100%,3,3,3
22:54:12,538,34432000,103.15,102.26,165,10560208,100%,4,4,4
22:54:17,586,37504000,103.68,102.83,163.88,10488242.53,100%,5,5,5
22:54:22,722,46208000,104.9,104.05,180.57,11556382.37,100%,6,6,6
22:54:27,760,48640000,106.17,105.3,159.89,10233215.32,100%,7,7,7
22:54:32,776,49664000,103.91,103.04,153.74,9839230.23,100%,8,8,8
22:54:37,790,50560000,102.18,101.31,156.35,10006659.21,100%,9,9,9
22:54:42,789,50496000,102.43,101.54,155.95,9980701.62,100%,10,10,10
22:54:47,775,49600000,104.16,103.28,153.35,9814638.09,100%,11,11,11
22:54:52,756,48384000,106.83,105.95,149.52,9569263.7,100%,12,12,12
22:54:57,777,49728000,103.71,102.81,154.02,9857588.17,100%,13,13,13
22:55:02,781,49984000,103.24,102.36,154.73,9902455.75,100%,14,14,14
22:55:07,768,49152000,105.25,104.38,151.78,9714038.61,100%,15,15,15
22:55:12,776,49664000,104.08,103.19,153.46,9821630.01,100%,16,16,16
22:55:17,783,50112000,103.32,102.44,154.58,9893255.62,100%,17,17,17
22:55:22,778,49792000,103.56,102.69,154.3,9875295.03,100%,18,18,18
22:55:27,781,49984000,103.33,102.44,154.59,9893751.3,100%,19,19,19
22:55:32,769,49216000,104.99,104.11,152.16,9738198.59,100%,20,20,20
22:55:37,784,50176000,103.06,102.17,154.94,9916114.45,100%,21,21,21
22:55:42,777,49728000,103.81,102.92,153.87,9847864.17,100%,22,22,22
22:55:47,593,37952000,102.83,101.93,155.39,9944779.23,100%,23,23,23
