Linux 3.19.0-25-generic (dss-storage-1) 	10/27/2015 	_x86_64_	(24 CPU)

12:38:13 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:39:34 AM  all   29.46    0.00    8.05   39.96    0.00    1.52    0.00    0.00    0.00   21.01
12:39:35 AM  all   27.14    0.00    7.78   41.95    0.04    1.51    0.00    0.00    0.00   21.57
12:39:36 AM  all   24.76    0.00    7.64   46.84    0.00    1.16    0.00    0.00    0.00   19.60
12:39:37 AM  all   32.47    0.00    9.93   38.84    0.00    2.00    0.00    0.00    0.00   16.75
12:39:38 AM  all   27.75    0.00    7.31   42.09    0.00    1.20    0.00    0.00    0.00   21.65
12:39:39 AM  all   34.51    0.00   15.92   33.91    0.00    1.73    0.00    0.00    0.00   13.93
12:39:40 AM  all   28.89    0.00    7.55   41.41    0.00    1.24    0.00    0.00    0.00   20.91
12:39:41 AM  all   28.55    0.00   15.86   35.43    0.00    1.30    0.00    0.00    0.00   18.86
12:39:42 AM  all   32.60    0.00   11.48   32.96    0.00    1.35    0.00    0.00    0.00   21.61
12:39:43 AM  all   28.55    0.00   13.33   40.96    0.00    1.58    0.00    0.00    0.00   15.57
12:39:44 AM  all   19.41    0.00    5.94   52.77    0.00    0.84    0.00    0.00    0.00   21.04
12:39:45 AM  all   33.54    0.00   20.28   30.05    0.00    1.31    0.00    0.00    0.00   14.83
12:39:46 AM  all   31.85    0.00   30.94   23.80    0.00    1.52    0.00    0.00    0.00   11.88
12:39:47 AM  all   37.02    0.00   10.67   33.21    0.00    1.70    0.00    0.00    0.00   17.39
12:39:48 AM  all   35.33    0.00   13.26   32.73    0.00    1.50    0.00    0.00    0.00   17.18
12:39:49 AM  all   27.48    0.00   15.27   34.71    0.00    1.35    0.00    0.00    0.00   21.19
12:39:50 AM  all   26.55    0.00    9.40   42.33    0.00    1.20    0.00    0.00    0.00   20.52
12:39:51 AM  all   27.95    0.00   21.00   36.96    0.00    1.75    0.00    0.00    0.00   12.34
12:39:52 AM  all   19.49    0.00    7.40   48.96    0.00    1.11    0.00    0.00    0.00   23.04
12:39:53 AM  all   12.84    0.00    4.98   50.98    0.00    0.58    0.00    0.00    0.00   30.62
12:39:54 AM  all   20.85    0.00   16.84   42.93    0.00    1.37    0.00    0.00    0.00   18.03
12:39:55 AM  all   29.80    0.00   17.86   37.11    0.00    1.58    0.00    0.00    0.00   13.65
12:39:56 AM  all   27.76    0.00    8.34   42.77    0.00    1.26    0.00    0.00    0.00   19.87
12:39:57 AM  all   33.00    0.00   13.70   31.53    0.00    1.52    0.00    0.00    0.00   20.24
12:39:58 AM  all   31.88    0.00   17.25   29.70    0.00    1.42    0.00    0.00    0.00   19.74
12:39:59 AM  all   34.59    0.00    9.59   33.24    0.00    1.35    0.00    0.00    0.00   21.22
12:40:00 AM  all   34.98    0.00   11.42   36.95    0.00    1.16    0.00    0.00    0.00   15.49
12:40:01 AM  all   27.49    0.00   11.13   44.35    0.00    1.92    0.00    0.00    0.00   15.11
12:40:02 AM  all   20.79    0.00    8.57   49.54    0.00    1.05    0.00    0.00    0.00   20.04
12:40:03 AM  all   31.83    0.00    9.40   41.19    0.00    1.68    0.00    0.00    0.00   15.89
12:40:04 AM  all   32.41    0.00    9.50   39.55    0.00    1.69    0.00    0.00    0.00   16.85
12:40:05 AM  all   30.68    0.00   11.03   36.73    0.00    1.33    0.00    0.00    0.00   20.23
12:40:06 AM  all   32.74    0.00   12.58   33.94    0.00    1.47    0.00    0.00    0.00   19.27
12:40:07 AM  all   33.94    0.00   27.65   25.00    0.00    1.52    0.00    0.00    0.00   11.89
12:40:08 AM  all   24.14    0.00    7.62   41.97    0.00    1.23    0.00    0.00    0.00   25.05
12:40:09 AM  all   29.26    0.00    8.17   38.42    0.00    1.22    0.00    0.00    0.00   22.93
12:40:10 AM  all   18.02    0.00    8.43   52.06    0.00    1.46    0.00    0.00    0.00   20.02
12:40:11 AM  all   26.96    0.00   20.84   33.77    0.00    1.18    0.00    0.00    0.00   17.26
12:40:12 AM  all   41.53    0.00   12.05   28.58    0.00    1.70    0.00    0.00    0.00   16.13
12:40:13 AM  all   38.94    0.00   34.18   15.30    0.00    1.43    0.00    0.00    0.00   10.16
12:40:14 AM  all   27.83    0.00    7.96   40.06    0.00    1.33    0.00    0.00    0.00   22.81
12:40:15 AM  all   26.98    0.00    7.44   46.21    0.00    1.12    0.00    0.00    0.00   18.24
12:40:16 AM  all   28.55    0.00    8.20   39.87    0.00    1.20    0.00    0.00    0.00   22.18
12:40:17 AM  all   25.45    0.00   24.33   34.07    0.00    1.26    0.00    0.00    0.00   14.89
12:40:18 AM  all   33.54    0.00    8.65   34.30    0.00    1.35    0.00    0.00    0.00   22.15
12:40:19 AM  all   46.34    0.00   23.06   19.16    0.00    1.47    0.00    0.00    0.00    9.97
12:40:20 AM  all   26.94    0.00   22.47   35.70    0.00    1.53    0.00    0.00    0.00   13.36
12:40:21 AM  all   27.02    0.00    8.44   47.02    0.04    0.98    0.00    0.00    0.00   16.49
12:40:22 AM  all   28.44    0.00    8.60   43.38    0.00    1.24    0.00    0.00    0.00   18.34
12:40:23 AM  all   36.66    0.00   26.95   24.35    0.00    1.32    0.00    0.00    0.00   10.73
12:40:24 AM  all   34.77    0.00    8.55   36.87    0.00    1.42    0.00    0.00    0.00   18.39
12:40:25 AM  all   34.91    0.00    8.50   34.77    0.00    0.91    0.00    0.00    0.00   20.91
12:40:26 AM  all   29.92    0.00   20.28   28.15    0.00    1.33    0.00    0.00    0.00   20.32
12:40:27 AM  all   31.63    0.00    7.72   34.99    0.00    1.08    0.00    0.00    0.00   24.59
12:40:28 AM  all   37.75    0.00   14.46   30.73    0.00    1.37    0.00    0.00    0.00   15.69
12:40:29 AM  all   33.42    0.00   38.65   17.51    0.00    1.47    0.00    0.00    0.00    8.95
12:40:30 AM  all   21.72    0.00    6.66   42.91    0.00    0.98    0.00    0.00    0.00   27.72
12:40:31 AM  all   34.57    0.00    7.93   32.74    0.00    1.30    0.00    0.00    0.00   23.47
12:40:32 AM  all   35.28    0.00    9.78   31.96    0.00    1.12    0.00    0.00    0.00   21.86
12:40:33 AM  all   46.90    0.00   18.80   21.12    0.00    1.58    0.00    0.00    0.00   11.59
12:40:34 AM  all   39.76    0.00    9.51   30.39    0.00    1.55    0.00    0.00    0.00   18.79
12:40:35 AM  all   36.68    0.00    9.99   30.94    0.00    1.21    0.00    0.00    0.00   21.18
12:40:36 AM  all   43.47    0.00   17.28   23.99    0.00    1.32    0.00    0.00    0.00   13.93
12:40:37 AM  all   26.03    0.00   10.66   36.19    0.00    1.18    0.00    0.00    0.00   25.94
12:40:38 AM  all   21.26    0.00    6.13   48.21    0.00    0.94    0.00    0.00    0.00   23.46
12:40:39 AM  all   21.25    0.00    7.40   48.95    0.00    0.85    0.00    0.00    0.00   21.56
12:40:40 AM  all   33.96    0.00   13.00   34.58    0.00    1.60    0.00    0.00    0.00   16.87
12:40:41 AM  all   21.15    0.00    9.95   44.51    0.00    0.89    0.00    0.00    0.00   23.50
12:40:42 AM  all   28.56    0.00   11.19   37.32    0.00    1.26    0.00    0.00    0.00   21.66
12:40:43 AM  all   24.83    0.00   10.13   40.43    0.00    0.76    0.00    0.00    0.00   23.85
12:40:44 AM  all   29.40    0.00    9.41   40.74    0.00    1.08    0.00    0.00    0.00   19.36
12:40:45 AM  all   33.44    0.00    9.82   37.83    0.00    1.21    0.00    0.00    0.00   17.71
12:40:46 AM  all   42.11    0.00   15.51   25.90    0.00    1.81    0.00    0.00    0.00   14.67
12:40:47 AM  all   26.87    0.00    8.41   44.00    0.00    0.89    0.00    0.00    0.00   19.83
12:40:48 AM  all   29.64    0.00    9.47   35.56    0.00    1.38    0.00    0.00    0.00   23.96
12:40:49 AM  all   43.24    0.00   20.25   18.83    0.00    1.41    0.00    0.00    0.00   16.27
12:40:50 AM  all   34.81    0.00   12.08   29.80    0.00    1.17    0.00    0.00    0.00   22.14
12:40:51 AM  all   47.63    0.00   19.05   19.36    0.00    2.17    0.00    0.00    0.00   11.79
12:40:52 AM  all   36.53    0.00   11.29   30.36    0.00    1.69    0.00    0.00    0.00   20.13
12:40:53 AM  all   40.09    0.00   23.50   20.00    0.00    1.28    0.00    0.00    0.00   15.13
12:40:54 AM  all   30.46    0.00   12.63   34.02    0.00    1.33    0.00    0.00    0.00   21.57
12:40:55 AM  all   35.73    0.00   25.86   20.28    0.00    1.67    0.00    0.00    0.00   16.46
12:40:56 AM  all   29.01    0.00   15.24   33.53    0.00    1.34    0.00    0.00    0.00   20.88
12:40:57 AM  all   32.11    0.00   11.79   30.04    0.00    1.54    0.00    0.00    0.00   24.53
12:40:58 AM  all   44.10    0.00   21.46   18.87    0.00    1.62    0.00    0.00    0.00   13.95
12:40:59 AM  all   30.44    0.00   22.29   30.79    0.00    1.41    0.00    0.00    0.00   15.07
12:41:00 AM  all   26.96    0.00   26.92   29.09    0.00    1.69    0.00    0.00    0.00   15.34
12:41:01 AM  all   37.08    0.00    9.27   32.81    0.00    1.44    0.00    0.00    0.00   19.40
12:41:02 AM  all   33.79    0.00    9.24   34.28    0.00    1.31    0.00    0.00    0.00   21.38
12:41:03 AM  all   33.45    0.00   18.43   28.22    0.04    1.48    0.00    0.00    0.00   18.38
12:41:04 AM  all   29.43    0.00   10.82   33.81    0.00    1.25    0.00    0.00    0.00   24.69
12:41:05 AM  all   36.75    0.00   14.06   26.33    0.00    1.53    0.00    0.00    0.00   21.34
12:41:06 AM  all   37.85    0.00   20.22   23.58    0.00    1.70    0.00    0.00    0.00   16.64
12:41:07 AM  all   32.50    0.00   12.32   28.98    0.00    1.19    0.00    0.00    0.00   25.01
12:41:08 AM  all   19.55    0.00   11.61   42.94    0.00    1.28    0.00    0.00    0.00   24.62
12:41:09 AM  all   40.89    0.00   12.24   26.18    0.00    1.80    0.00    0.00    0.00   18.89
12:41:10 AM  all   44.47    0.00   20.31   21.06    0.00    1.79    0.00    0.00    0.00   12.36
12:41:11 AM  all   35.60    0.00   28.58   19.86    0.00    1.75    0.00    0.00    0.00   14.20
12:41:12 AM  all   29.31    0.00    9.24   39.88    0.00    1.24    0.00    0.00    0.00   20.34
12:41:13 AM  all   29.37    0.00    9.37   39.01    0.00    0.90    0.00    0.00    0.00   21.35
12:41:14 AM  all   26.13    0.00   16.14   37.00    0.00    1.37    0.00    0.00    0.00   19.36
12:41:15 AM  all   41.92    0.00   10.60   30.22    0.00    1.31    0.00    0.00    0.00   15.94
12:41:16 AM  all   36.05    0.00   38.15   15.72    0.00    1.79    0.00    0.00    0.00    8.29
12:41:17 AM  all   34.20    0.00   11.34   38.08    0.00    2.07    0.00    0.00    0.00   14.30
12:41:18 AM  all   23.80    0.00    6.84   48.62    0.00    1.02    0.00    0.00    0.00   19.72
12:41:19 AM  all   18.74    0.00    7.05   55.91    0.00    1.28    0.00    0.00    0.00   17.02
12:41:20 AM  all   27.29    0.00    8.71   44.71    0.00    1.33    0.00    0.00    0.00   17.96
12:41:21 AM  all   29.46    0.00   16.23   35.27    0.00    1.45    0.00    0.00    0.00   17.59
12:41:22 AM  all   28.99    0.00    8.45   39.33    0.00    1.72    0.00    0.00    0.00   21.51
12:41:23 AM  all   36.43    0.00   11.73   32.14    0.00    1.42    0.00    0.00    0.00   18.28
12:41:24 AM  all   37.54    0.00   38.52   14.24    0.00    2.49    0.00    0.00    0.00    7.21
12:41:25 AM  all   32.18    0.00    8.89   33.29    0.00    1.34    0.00    0.00    0.00   24.31
12:41:26 AM  all   27.86    0.00    7.76   39.26    0.00    1.51    0.00    0.00    0.00   23.60
12:41:27 AM  all   16.10    0.00    5.91   48.64    0.00    0.84    0.00    0.00    0.00   28.50
12:41:28 AM  all   25.91    0.00    8.20   35.01    0.00    1.08    0.00    0.00    0.00   29.81
12:41:29 AM  all   20.20    0.00   29.44   29.05    0.00    1.50    0.00    0.00    0.00   19.81
12:41:30 AM  all   29.55    0.00    8.60   34.66    0.00    1.22    0.00    0.00    0.00   25.97
12:41:31 AM  all   51.54    0.00   12.57   19.44    0.00    2.07    0.00    0.00    0.00   14.37
12:41:32 AM  all   47.68    0.00   10.73   24.00    0.00    1.65    0.00    0.00    0.00   15.94
12:41:33 AM  all   47.79    0.00   10.98   17.46    0.00    1.71    0.00    0.00    0.00   22.05
12:41:34 AM  all   59.64    0.00   16.56   11.33    0.00    1.62    0.00    0.00    0.00   10.85
12:41:35 AM  all   41.39    0.00   10.97   24.71    0.00    1.29    0.00    0.00    0.00   21.63
12:41:36 AM  all   41.47    0.00   12.18   22.17    0.00    1.84    0.00    0.00    0.00   22.35
12:41:37 AM  all   51.00    0.00   13.60   17.61    0.00    1.87    0.00    0.00    0.00   15.92
12:41:38 AM  all   40.73    0.00   15.29   27.68    0.00    1.85    0.00    0.00    0.00   14.46
12:41:39 AM  all   43.42    0.00   12.98   24.62    0.00    1.48    0.00    0.00    0.00   17.50
12:41:40 AM  all   27.09    0.00   11.69   39.27    0.00    1.12    0.00    0.00    0.00   20.84
12:41:41 AM  all   37.08    0.00   10.93   31.17    0.00    1.75    0.00    0.00    0.00   19.08
12:41:42 AM  all   40.99    0.00   15.64   24.90    0.00    1.30    0.00    0.00    0.00   17.17
12:41:43 AM  all   21.53    0.00   11.61   45.73    0.00    0.98    0.00    0.00    0.00   20.14
12:41:44 AM  all   35.94    0.00   13.50   29.15    0.00    1.48    0.00    0.00    0.00   19.93
12:41:45 AM  all   34.53    0.00   14.43   33.60    0.00    1.15    0.00    0.00    0.00   16.29
12:41:46 AM  all   38.08    0.00    9.42   27.41    0.00    1.16    0.00    0.00    0.00   23.93
12:41:47 AM  all   54.61    0.00   14.25   11.65    0.00    1.30    0.00    0.00    0.00   18.19
12:41:48 AM  all   44.22    0.00   14.67   18.98    0.00    1.51    0.00    0.00    0.00   20.62
12:41:49 AM  all   46.62    0.00   17.66   18.02    0.00    1.88    0.00    0.00    0.00   15.82
12:41:50 AM  all   42.23    0.00   17.12   24.80    0.00    1.39    0.00    0.00    0.00   14.47
12:41:51 AM  all   38.27    0.00   10.81   35.25    0.00    1.29    0.00    0.00    0.00   14.37
12:41:52 AM  all   31.73    0.00   20.88   31.34    0.00    1.53    0.00    0.00    0.00   14.52
12:41:53 AM  all   35.47    0.00   10.63   38.69    0.00    1.46    0.00    0.00    0.00   13.76
12:41:54 AM  all   35.55    0.00   40.69   15.59    0.00    1.93    0.00    0.00    0.00    6.25
12:41:55 AM  all   22.91    0.00    5.98   47.72    0.00    0.84    0.00    0.00    0.00   22.55
12:41:56 AM  all   21.79    0.00    6.18   47.46    0.00    1.01    0.00    0.00    0.00   23.56
12:41:57 AM  all   33.36    0.00    8.39   36.07    0.00    1.49    0.00    0.00    0.00   20.69
12:41:58 AM  all   27.95    0.00    9.12   35.21    0.00    1.13    0.00    0.00    0.00   26.59
12:41:59 AM  all   25.60    0.00    6.46   40.79    0.00    1.00    0.00    0.00    0.00   26.15
12:42:00 AM  all   26.51    0.00    7.34   37.52    0.00    1.36    0.00    0.00    0.00   27.28
12:42:01 AM  all   36.31    0.00    9.84   33.06    0.05    1.42    0.00    0.00    0.00   19.32
12:42:02 AM  all   36.62    0.00   26.71   25.58    0.00    1.30    0.00    0.00    0.00    9.79
12:42:03 AM  all   27.36    0.00    8.55   41.16    0.00    1.16    0.00    0.00    0.00   21.76
12:42:04 AM  all   29.44    0.00   11.47   39.35    0.00    1.20    0.00    0.00    0.00   18.54
