       p2p2       
 KB/s in  KB/s out
  882.73   1236.80
 1343.18   1580.61
 1825.80   1881.97
 1635.54   1204.78
  994.81   1360.61
 1109.65   1495.29
 1455.76   1591.79
 2135.39   1545.79
       p2p2       
 KB/s in  KB/s out
 1018.42   1432.10
 1079.10   1448.54
 1071.60   1422.14
 1411.50   1672.07
 1860.92   1706.08
 1579.01   1257.46
  835.15   1237.45
 1067.27   1415.05
 1143.06   1509.02
 1564.14   1574.68
 1882.26   1278.63
  974.92   1313.18
  954.52   1359.85
 1298.16   1553.27
 2264.35   1713.12
 1149.21   1345.71
 1069.24   1431.99
  882.85   1278.74
 1130.74   1432.49
 1728.35   1675.70
 1693.23   1253.34
 1096.80   1451.27
       p2p2       
 KB/s in  KB/s out
 1002.33   1358.69
 1162.51   1375.38
 2177.95   1657.46
 1261.50   1450.52
  852.85   1216.90
  870.97   1228.17
 1316.88   1590.93
 1789.22   1725.27
 1462.72   1067.82
 1084.57   1429.43
 1036.17   1505.03
 1208.96   1476.06
 2248.09   1717.13
 1267.07   1397.67
  905.54   1328.38
 1129.88   1543.57
 1143.29   1461.45
 1878.70   1804.81
 1659.09   1254.75
 1054.34   1507.54
  955.44   1318.34
 1158.06   1612.74
       p2p2       
 KB/s in  KB/s out
 1824.63   1844.81
 1718.32   1102.47
  960.47   1342.10
  816.91   1244.28
 1373.56   1639.32
 2242.34   1710.47
 1144.28   1291.44
  871.57   1183.30
 1078.31   1501.58
 1248.90   1512.94
 1968.44   1898.76
 1501.13   1151.43
  876.65   1281.73
  984.30   1314.08
 1398.36   1536.31
 1725.37   1745.81
 1616.73   1440.40
  741.21   1111.23
 1093.37   1512.87
 1242.63   1449.82
 2169.82   1719.60
 1100.21   1206.61
       p2p2       
 KB/s in  KB/s out
 1088.41   1394.57
 1087.21   1513.86
 1050.92   1404.65
 1986.77   2035.13
 1759.70   1323.96
  882.42   1165.09
  527.54    516.65
 1005.54    844.94
 1496.65    738.34
  994.72    877.62
 1056.17   1352.59
 1104.61   1429.76
  984.79   1396.34
 1428.09   1492.87
 1577.86   1231.43
 1070.71   1510.92
  953.89   1379.76
 1512.97   1736.23
 2115.68   1564.20
 1109.79   1285.24
  999.85   1372.63
 1042.58   1366.54
       p2p2       
 KB/s in  KB/s out
 1037.70   1414.84
 1878.49   1818.25
 1858.55   1430.77
 1228.72   1611.94
  787.10   1179.05
 1633.38   1553.00
 1286.89   1866.09
 1892.16   1291.00
  999.99   1384.23
 1057.90   1349.81
 1177.33   1493.27
 2281.46   1814.28
 1346.88   1347.46
 1070.37   1411.52
 1185.57   1454.24
 1219.41   1435.83
 1498.82   1968.95
 1973.29   1398.86
  851.91   1227.30
 1051.76   1406.06
 1186.61   1386.17
 2255.27   1753.00
       p2p2       
 KB/s in  KB/s out
 1245.75   1409.01
 1171.31   1531.61
 1068.07   1410.09
 1176.39   1558.39
 1648.28   1531.48
 1574.39   1212.66
  843.52   1353.26
 1068.37   1397.27
 1427.40   1598.05
 2261.74   1685.05
  937.01   1177.79
 1061.65   1516.58
 1375.50   1710.03
 1106.11   1440.01
 1592.49   1564.06
 1901.39   1421.89
  675.85   1029.48
 1018.92   1448.16
 1453.44   1451.28
 1771.55   1741.33
 1569.31   1423.35
  764.80   1168.16
       p2p2       
 KB/s in  KB/s out
 1050.96   1344.21
 1192.07   1515.30
 2217.37   1742.59
 1358.80   1466.30
  884.24   1288.84
 1037.62   1327.65
 1277.45   1410.46
 1210.24   1462.88
 1923.96   1515.57
 1126.58   1462.56
  986.85   1375.62
 1157.70   1417.09
 2295.84   1778.88
 1330.12   1459.20
  853.08   1212.82
 1093.50   1292.08
 1296.76   1471.14
 1140.14   1479.01
 2061.00   1528.37
  843.90   1201.25
 1143.58   1514.76
 1537.97   1681.65
       p2p2       
 KB/s in  KB/s out
 2173.17   1671.78
 1089.15   1242.98
  957.77   1328.38
 1000.37   1373.19
 1076.46   1410.45
 1748.66   1807.25
 1716.80   1383.55
 1001.65   1337.73
 1151.94   1605.45
 1668.89   1648.52
 1498.06   1541.49
 1367.12   1215.50
  788.47   1106.38
 1128.97   1502.57
 1101.44   1349.47
 2297.16   1717.85
 1210.03   1320.78
  893.09   1260.90
 1100.30   1395.08
 1232.41   1631.93
 1594.49   1506.84
 1762.85   1394.57
       p2p2       
 KB/s in  KB/s out
  896.99   1383.62
  970.35   1388.45
 1514.04   1570.08
 1733.19   1723.45
 1486.60   1316.11
 1050.66   1419.09
 1087.21   1572.21
 1120.48   1404.83
 2368.84   1827.45
 1269.07   1264.58
  927.95   1433.63
  994.90   1325.85
 1360.42   1463.08
 1410.60   1720.18
 1908.86   1352.24
 1071.27   1333.64
  870.87   1271.08
 1375.44   1631.69
 2289.25   1715.87
 1356.21   1437.40
 1013.64   1338.95
 1169.93   1463.15
       p2p2       
 KB/s in  KB/s out
 1448.41   1670.87
 1502.36   1794.92
 1836.14   1367.32
  969.58   1326.71
  973.99   1403.86
 1372.58   1682.01
 2518.08   1933.48
 1206.91   1325.37
  842.31   1142.90
 1074.14   1439.92
 1098.35   1361.05
 2109.07   1700.84
 1372.81   1374.22
  950.62   1317.90
 1061.18   1274.67
 1444.16   1636.48
 1461.07   1586.78
 1661.34   1267.10
  991.00   1395.05
 1047.46   1505.53
 1670.15   1817.06
 2120.66   1521.94
       p2p2       
 KB/s in  KB/s out
  942.65   1244.56
  883.32   1289.71
  900.48   1225.71
 1331.25   1615.59
 2308.80   1706.17
  966.31   1082.53
  928.95   1304.07
 1254.51   1531.77
 1302.67   1450.62
 1384.34   1548.22
 1504.52   1179.92
  778.40   1204.47
 1270.29   1616.04
 1388.50   1344.92
 2033.06   1519.10
 1001.08   1372.47
  900.41   1376.22
  700.71   1011.19
 1396.20   1726.54
 2058.19   1493.90
 1260.18   1364.21
 1114.72   1461.22
       p2p2       
 KB/s in  KB/s out
  998.18   1298.27
 1476.41   1644.88
 1204.97   1431.47
 1689.95   1306.54
