Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,417,417000,718.56,680.38,1.39,1391.66,100%
read,read,417,417000,718.5,680.37,1.39,1391.77,100%
read,read,418,418000,717.35,679.38,1.39,1394,100%
read,read,417,417000,718.32,680.38,1.39,1392.14,100%
read,read,418,418000,717.19,679.16,1.39,1394.33,100%
read,read,417,417000,718.06,679.97,1.39,1392.63,100%
read,read,417,417000,719.06,681,1.39,1390.6,100%
read,read,417,417000,718.44,680.45,1.39,1391.9,100%
read,read,417,417000,718.42,680.37,1.39,1391.92,100%
read,read,416,416000,720.86,682.88,1.39,1387.22,100%
read,read,416,416000,719.85,682.01,1.39,1389.16,100%
read,read,416,416000,719.97,681.95,1.39,1388.94,100%
read,read,418,418000,716.76,678.76,1.4,1395.17,100%
read,read,419,419000,715.89,677.98,1.4,1396.85,100%
read,read,417,417000,718.18,680.1,1.39,1392.41,100%
read,read,416,416000,720.04,681.91,1.39,1388.81,100%
read,read,417,417000,718.41,680.29,1.39,1391.96,100%
read,read,417,417000,718.11,680.27,1.39,1392.54,100%
read,read,418,418000,717.28,679.23,1.39,1394.17,100%
read,read,417,417000,719.2,681.27,1.39,1390.42,100%
read,read,415,415000,721.6,683.55,1.39,1385.8,100%
read,read,417,417000,719.07,681.07,1.39,1390.68,100%
read,read,417,417000,718.89,680.9,1.39,1391.02,100%
read,read,416,416000,720.17,682.1,1.39,1388.54,100%
read,read,417,417000,718.66,680.64,1.39,1391.48,100%
read,read,416,416000,720.14,682.16,1.39,1388.61,100%
read,read,415,415000,721.63,683.63,1.39,1385.75,100%
read,read,418,418000,717.59,679.46,1.39,1393.52,100%
read,read,417,417000,719.17,681,1.39,1390.49,100%
read,read,416,416000,719.98,682.11,1.39,1388.93,100%
read,read,417,417000,718.23,680.12,1.39,1392.31,100%
read,read,418,418000,717.34,679.3,1.39,1394.03,100%
read,read,416,416000,719.74,681.76,1.39,1389.38,100%
read,read,417,417000,718.84,680.76,1.39,1391.12,100%
read,read,417,417000,719.02,680.96,1.39,1390.77,100%
read,read,416,416000,719.86,681.8,1.39,1389.16,100%
read,read,418,418000,717.19,679.24,1.39,1394.33,100%
read,read,416,416000,720.12,682.12,1.39,1388.66,100%
read,read,416,416000,720.96,682.83,1.39,1387.03,100%
read,read,417,417000,718.57,680.48,1.39,1391.64,100%
read,read,417,417000,718.42,680.4,1.39,1391.94,100%
read,read,416,416000,720.12,682.21,1.39,1388.66,100%
read,read,416,416000,721.07,683.13,1.39,1386.81,100%
read,read,415,415000,721.71,683.75,1.39,1385.6,100%
read,read,416,416000,720.5,682.51,1.39,1387.91,100%
read,read,416,416000,719.89,681.89,1.39,1389.1,100%
read,read,418,418000,717.05,679.13,1.39,1394.61,100%
read,read,418,418000,717.42,679.44,1.39,1393.88,100%
read,read,416,416000,719.78,681.75,1.39,1389.31,100%
read,read,418,418000,717.33,679.27,1.39,1394.05,100%
read,read,418,418000,716.71,678.56,1.4,1395.24,100%
read,read,417,417000,719.25,681.12,1.39,1390.33,100%
read,read,417,417000,719.11,680.97,1.39,1390.61,100%
read,read,417,417000,718.91,680.84,1.39,1390.98,100%
read,read,416,416000,720.95,682.93,1.39,1387.05,100%
read,read,417,417000,719.03,680.91,1.39,1390.76,100%
read,read,416,416000,719.82,681.82,1.39,1389.24,100%
read,read,418,418000,716.36,678.29,1.4,1395.93,100%
read,read,418,418000,716.71,678.78,1.4,1395.26,100%
