Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,836,836000,358.65,320.54,2.79,2788.18,100%
read,read,836,836000,358.49,320.41,2.79,2789.37,100%
read,read,836,836000,358.82,320.87,2.79,2786.84,100%
read,read,838,838000,357.94,319.92,2.79,2793.7,100%
read,read,837,837000,358.05,319.96,2.79,2792.78,100%
read,read,834,834000,359.45,321.45,2.78,2782.04,100%
read,read,836,836000,358.83,320.73,2.79,2786.78,100%
read,read,837,837000,358.11,320.01,2.79,2792.38,100%
read,read,836,836000,358.81,320.75,2.79,2786.93,100%
read,read,836,836000,358.82,320.72,2.79,2786.82,100%
read,read,835,835000,359.08,321.01,2.78,2784.79,100%
read,read,836,836000,358.64,320.55,2.79,2788.24,100%
read,read,836,836000,358.83,320.79,2.79,2786.79,100%
read,read,837,837000,358.26,320.2,2.79,2791.2,100%
read,read,837,837000,358.19,320.06,2.79,2791.8,100%
read,read,836,836000,358.76,320.72,2.79,2787.31,100%
read,read,836,836000,358.58,320.55,2.79,2788.61,100%
read,read,837,837000,358.12,320.07,2.79,2792.32,100%
read,read,837,837000,358.2,320.04,2.79,2791.65,100%
read,read,837,837000,358.14,320.16,2.79,2792.17,100%
read,read,836,836000,358.4,320.35,2.79,2790.06,100%
read,read,837,837000,358.31,320.25,2.79,2790.84,100%
read,read,836,836000,358.61,320.6,2.79,2788.43,100%
read,read,838,838000,357.9,319.84,2.79,2794.02,100%
read,read,837,837000,358.38,320.3,2.79,2790.28,100%
read,read,836,836000,358.8,320.73,2.79,2786.98,100%
read,read,835,835000,359.09,320.94,2.78,2784.8,100%
read,read,837,837000,358.15,320.26,2.79,2792.14,100%
read,read,836,836000,358.82,320.85,2.79,2786.91,100%
read,read,835,835000,359.26,321.29,2.78,2783.43,100%
read,read,836,836000,358.34,320.38,2.79,2789.55,100%
read,read,835,835000,359.2,321.05,2.78,2783.91,100%
read,read,837,837000,358.39,320.28,2.79,2790.17,100%
read,read,836,836000,358.74,320.62,2.79,2787.54,100%
read,read,836,836000,358.58,320.52,2.79,2788.73,100%
read,read,837,837000,358.38,320.27,2.79,2790.24,100%
read,read,837,837000,358.31,320.36,2.79,2790.79,100%
read,read,836,836000,358.54,320.43,2.79,2789.03,100%
read,read,836,836000,358.48,320.35,2.79,2789.51,100%
read,read,837,837000,358.35,320.23,2.79,2790.5,100%
read,read,836,836000,358.69,320.69,2.79,2786.69,100%
read,read,836,836000,358.56,320.54,2.79,2788.88,100%
read,read,835,835000,359.03,321.06,2.79,2785.17,100%
read,read,837,837000,358.3,320.19,2.79,2790.87,100%
read,read,837,837000,358.37,320.34,2.79,2790.32,100%
read,read,836,836000,358.81,320.84,2.79,2786.91,100%
read,read,836,836000,358.77,320.69,2.79,2787.24,100%
read,read,837,837000,358.36,320.36,2.79,2790.46,100%
read,read,835,835000,359.21,321.23,2.78,2783.79,100%
read,read,835,835000,358.97,320.95,2.79,2785.65,100%
read,read,837,837000,358.28,320.25,2.79,2790.91,100%
read,read,835,835000,358.95,320.97,2.79,2785.84,100%
read,read,835,835000,359.02,320.94,2.79,2785.28,100%
read,read,834,834000,359.56,321.58,2.78,2781.06,100%
read,read,836,836000,358.46,320.52,2.79,2789.6,100%
read,read,834,834000,359.37,321.35,2.78,2782.59,100%
read,read,836,836000,358.48,320.35,2.79,2789.52,100%
read,read,835,835000,358.94,320.84,2.79,2785.96,100%
read,read,836,836000,358.8,320.81,2.79,2787.07,100%
read,read,836,836000,358.62,320.48,2.79,2788.37,100%
read,read,836,836000,358.64,320.51,2.79,2788.14,100%
read,read,837,837000,358.28,320.24,2.79,2791.03,100%
read,read,835,835000,359.17,321.14,2.78,2784.18,100%
read,read,835,835000,359.1,321.04,2.78,2784.7,100%
read,read,836,836000,358.48,320.48,2.79,2789.52,100%
read,read,837,837000,358.39,320.35,2.79,2790.18,100%
read,read,834,834000,359.62,321.53,2.78,2780.7,100%
read,read,836,836000,358.63,320.54,2.79,2788.33,100%
read,read,834,834000,359.36,321.41,2.78,2782.66,100%
read,read,835,835000,358.98,320.83,2.79,2785.63,100%
read,read,835,835000,359.05,320.92,2.79,2785.07,100%
read,read,837,837000,358.39,320.33,2.79,2790.18,100%
read,read,836,836000,358.64,320.54,2.79,2788.26,100%
read,read,835,835000,358.99,320.98,2.79,2785.4,100%
read,read,836,836000,358.65,320.56,2.79,2788.22,100%
read,read,836,836000,358.56,320.58,2.79,2788.93,100%
read,read,837,837000,358.35,320.36,2.79,2790.55,100%
read,read,836,836000,358.64,320.56,2.79,2788.26,100%
read,read,835,835000,359.16,321.09,2.78,2784.25,100%
read,read,838,838000,357.76,319.74,2.8,2795.11,100%
read,read,837,837000,358.32,320.31,2.79,2790.77,100%
read,read,836,836000,358.63,320.57,2.79,2788.33,100%
read,read,835,835000,358.95,320.91,2.79,2785.85,100%
read,read,836,836000,358.8,320.69,2.79,2787.03,100%
read,read,835,835000,358.93,320.91,2.79,2786,100%
read,read,836,836000,358.7,320.62,2.79,2787.51,100%
read,read,835,835000,358.96,320.91,2.79,2785.78,100%
read,read,836,836000,358.56,320.5,2.79,2788.89,100%
read,read,837,837000,358.38,320.31,2.79,2790.1,100%
read,read,837,837000,358.33,320.28,2.79,2790.62,100%
read,read,836,836000,358.81,320.79,2.79,2786.81,100%
read,read,836,836000,358.46,320.38,2.79,2788.81,100%
read,read,837,837000,358.18,320.18,2.79,2791.81,100%
read,read,836,836000,358.74,320.75,2.79,2787.51,100%
read,read,838,838000,357.81,319.68,2.79,2794.78,100%
read,read,836,836000,358.56,320.45,2.79,2788.93,100%
read,read,835,835000,358.91,320.83,2.79,2786.11,100%
read,read,835,835000,359.19,321.15,2.78,2783.96,100%
read,read,836,836000,358.61,320.54,2.79,2788.49,100%
read,read,837,837000,358.39,320.41,2.79,2790.26,100%
read,read,837,837000,358.35,320.25,2.79,2790.56,100%
read,read,835,835000,358.85,320.73,2.79,2786.16,100%
read,read,836,836000,358.64,320.47,2.79,2788.23,100%
read,read,836,836000,358.78,320.68,2.79,2787.22,100%
read,read,835,835000,359.07,321.04,2.78,2784.97,100%
read,read,835,835000,359.08,321.07,2.78,2784.87,100%
read,read,835,835000,359.2,321.09,2.78,2783.97,100%
read,read,834,834000,359.41,321.37,2.78,2782.31,100%
read,read,836,836000,358.72,320.67,2.79,2787.64,100%
read,read,836,836000,358.56,320.56,2.79,2788.72,100%
read,read,837,837000,358.36,320.29,2.79,2790.31,100%
read,read,836,836000,358.62,320.61,2.79,2788.42,100%
read,read,836,836000,358.56,320.47,2.79,2788.87,100%
read,read,836,836000,358.76,320.69,2.79,2787.31,100%
read,read,833,833000,359.89,321.83,2.78,2778.53,100%
read,read,834,834000,359.63,321.57,2.78,2780.57,100%
read,read,836,836000,358.76,320.72,2.79,2787.31,100%
read,read,837,837000,358.34,320.29,2.79,2790.53,100%
read,read,836,836000,358.68,320.67,2.79,2787.98,100%
read,read,836,836000,358.78,320.76,2.79,2787.15,100%
read,read,835,835000,359.13,321.1,2.78,2784.49,100%
read,read,835,835000,359.02,320.96,2.78,2784.64,100%
read,read,835,835000,359.24,321.22,2.78,2783.64,100%
read,read,835,835000,359.07,320.96,2.78,2784.9,100%
