Linux 3.19.0-25-generic (dss-storage-2) 	10/25/2015 	_x86_64_	(24 CPU)

12:24:49 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:24:50 AM  all    0.62    0.00    1.41    0.35    0.00    0.18    0.00    0.00    0.00   97.44
12:24:51 AM  all    1.25    0.00    1.12    0.00    0.00    0.36    0.00    0.00    0.00   97.27
12:24:52 AM  all    1.19    0.00    0.92    0.31    0.00    0.13    0.00    0.00    0.00   97.45
12:24:53 AM  all    1.36    0.00    1.27    2.50    0.00    0.18    0.00    0.00    0.00   94.69
12:24:54 AM  all    1.03    0.00    1.70    0.54    0.00    0.22    0.00    0.00    0.00   96.51
12:24:55 AM  all    1.36    0.00    1.32    0.57    0.00    0.18    0.00    0.00    0.00   96.57
12:24:56 AM  all    1.03    0.00    0.99    0.67    0.00    0.18    0.00    0.00    0.00   97.13
12:24:57 AM  all    1.15    0.00    1.59    0.62    0.04    0.27    0.00    0.00    0.00   96.33
12:24:58 AM  all    1.41    0.00    1.81    1.55    0.00    0.18    0.00    0.00    0.00   95.05
12:24:59 AM  all    1.18    0.00    1.35    0.52    0.00    0.35    0.00    0.00    0.00   96.60
12:25:00 AM  all    1.15    0.00    0.84    0.13    0.00    0.13    0.00    0.00    0.00   97.75
12:25:01 AM  all    1.41    0.00    1.68    0.57    0.00    0.40    0.00    0.00    0.00   95.94
12:25:02 AM  all    1.27    0.00    1.10    0.53    0.00    0.22    0.00    0.00    0.00   96.89
12:25:03 AM  all    1.54    0.00    1.50    2.25    0.00    0.13    0.00    0.00    0.00   94.58
12:25:04 AM  all    1.28    0.00    1.10    1.59    0.04    0.18    0.00    0.00    0.00   95.81
12:25:05 AM  all    1.13    0.00    1.05    0.35    0.00    0.22    0.00    0.00    0.00   97.25
12:25:06 AM  all    1.26    0.00    1.84    0.31    0.00    0.40    0.00    0.00    0.00   96.18
12:25:07 AM  all    0.83    0.00    0.92    0.61    0.00    0.13    0.00    0.00    0.00   97.50
12:25:08 AM  all    1.19    0.00    1.46    0.53    0.00    0.27    0.00    0.00    0.00   96.55
12:25:09 AM  all    1.88    0.00    2.15    1.30    0.00    0.27    0.00    0.00    0.00   94.39
12:25:10 AM  all    1.49    0.00    1.67    0.32    0.00    0.36    0.00    0.00    0.00   96.17
12:25:11 AM  all    1.10    0.00    1.19    0.66    0.00    0.13    0.00    0.00    0.00   96.92
12:25:12 AM  all    0.99    0.00    0.99    0.52    0.00    0.13    0.00    0.00    0.00   97.36
12:25:13 AM  all    1.48    0.00    1.43    2.11    0.00    0.31    0.00    0.00    0.00   94.67
12:25:14 AM  all    1.35    0.00    1.48    3.30    0.00    0.09    0.00    0.00    0.00   93.79
12:25:15 AM  all    1.45    0.00    1.41    2.82    0.00    0.09    0.00    0.00    0.00   94.23
12:25:16 AM  all    1.19    0.00    1.27    0.31    0.00    0.09    0.00    0.00    0.00   97.15
12:25:17 AM  all    1.74    0.00    1.92    0.58    0.00    0.31    0.00    0.00    0.00   95.44
12:25:18 AM  all    1.27    0.00    1.53    0.26    0.00    0.13    0.00    0.00    0.00   96.80
12:25:19 AM  all    1.57    0.00    1.61    0.35    0.00    0.22    0.00    0.00    0.00   96.25
12:25:20 AM  all    1.34    0.00    2.41    0.76    0.00    0.36    0.00    0.00    0.00   95.14
12:25:21 AM  all    1.51    0.00    1.33    0.58    0.00    0.18    0.00    0.00    0.00   96.41
12:25:22 AM  all    1.00    0.00    1.18    0.44    0.00    0.04    0.00    0.00    0.00   97.34
12:25:23 AM  all    1.48    0.00    2.28    0.54    0.00    0.22    0.00    0.00    0.00   95.48
12:25:24 AM  all    1.19    0.00    1.86    0.35    0.00    0.18    0.00    0.00    0.00   96.42
12:25:25 AM  all    0.94    0.00    1.48    0.58    0.00    0.22    0.00    0.00    0.00   96.77
12:25:26 AM  all    1.26    0.00    1.39    0.30    0.00    0.22    0.00    0.00    0.00   96.82
12:25:27 AM  all    1.14    0.00    1.35    0.13    0.04    0.22    0.00    0.00    0.00   97.12
12:25:28 AM  all    1.72    0.00    2.39    0.57    0.00    0.22    0.00    0.00    0.00   95.09
