       p2p2       
 KB/s in  KB/s out
 1840.56   2573.00
 1848.38   2528.79
 1852.80   2612.28
 1697.13   2374.45
 1842.45   2669.50
 2091.82   2770.08
 1702.93   2369.24
 1903.10   2523.91
 1707.80   2413.60
 1846.93   2492.53
 1750.84   2424.46
 1734.51   2489.24
 1682.44   2387.89
 1945.46   2521.92
 1590.12   2296.74
 1717.79   2386.04
 1859.79   2561.76
 1766.29   2461.22
 1943.23   2592.05
 1673.48   2288.51
 1863.22   2571.27
 1591.33   2276.07
       p2p2       
 KB/s in  KB/s out
 1672.53   2350.61
 1721.92   2483.98
 1702.20   2303.58
 1628.37   2367.01
 1772.50   2499.16
 1796.28   2505.10
 1584.79   2322.37
 1698.62   2424.95
 1846.48   2507.80
 1712.99   2406.12
 1770.54   2487.64
 1669.04   2406.43
 1656.98   2330.22
 1848.32   2603.95
 1598.76   2196.65
 1656.83   2362.64
 1678.49   2427.79
 1593.89   2192.02
 1791.86   2476.94
 1735.06   2402.64
 1806.26   2522.85
 1581.43   2270.05
       p2p2       
 KB/s in  KB/s out
 1774.27   2427.70
 1659.00   2356.57
 1909.15   2475.50
 1500.11   2189.01
 1806.37   2466.49
 1637.21   2238.90
 1732.49   2407.65
 1656.24   2286.37
 1561.88   2254.21
 1580.92   2275.09
 1599.57   2247.59
 1749.71   2442.76
 1601.93   2256.80
 1853.60   2484.13
 1633.72   2410.40
 1743.49   2449.04
 1590.12   2141.00
 1605.86   2253.26
 1706.40   2459.95
 1738.72   2421.55
 1687.12   2368.62
 1675.07   2333.01
       p2p2       
 KB/s in  KB/s out
 1582.85   2244.11
 1588.12   2242.09
 1681.82   2289.13
 1846.72   2463.64
 1484.02   2203.65
 1741.24   2403.48
 1779.68   2375.43
 1530.75   2141.39
 1910.78   2456.98
 1695.00   2270.75
 1759.65   2347.15
 1481.95   2136.68
 1604.94   2267.86
 1645.13   2219.10
 1836.25   2588.59
 1694.53   2366.87
 1511.16   2113.90
 1593.69   2320.83
 1736.21   2452.03
 1801.41   2530.18
 1564.48   2204.36
 1837.43   2585.51
       p2p2       
 KB/s in  KB/s out
 1678.11   2300.91
 1580.44   2262.28
 1713.09   2333.17
 1649.49   2384.54
 1682.87   2282.59
 1507.81   2204.86
 1660.59   2242.53
 1706.81   2338.81
 1593.82   2269.47
 1844.24   2543.99
 1537.55   2185.81
 1545.20   2247.20
 1685.75   2316.75
 1708.02   2333.13
 1678.86   2346.10
 1771.35   2411.75
 1628.92   2188.68
 1571.62   2308.02
 1709.35   2309.94
 1519.60   2189.53
 1826.86   2481.41
 1594.77   2284.58
       p2p2       
 KB/s in  KB/s out
 1690.97   2334.79
 1560.32   2209.25
 1677.72   2335.30
 1710.73   2287.91
 1592.67   2321.00
 1689.03   2321.82
 1617.85   2349.43
 1711.02   2282.58
 1723.76   2384.20
 1773.79   2449.46
 1606.80   2266.61
 1650.33   2237.70
 1728.88   2310.87
 1606.59   2256.75
 1565.49   2178.72
 1552.49   2152.51
 1703.37   2328.42
 1747.58   2394.03
 1711.48   2327.87
 1829.13   2597.45
 1787.69   2422.23
 1708.45   2356.22
       p2p2       
 KB/s in  KB/s out
 1642.75   2340.03
 1819.89   2438.80
 1594.27   2191.43
 1700.97   2354.97
 1758.89   2340.93
 1660.76   2311.20
 1585.71   2294.97
 1683.42   2412.53
 1665.79   2248.16
 1604.05   2262.39
 1925.54   2546.74
 1634.89   2290.39
 1807.16   2380.77
 1723.92   2450.58
 1761.46   2317.12
 1519.04   2126.84
 1843.43   2474.54
 1609.42   2280.28
 1527.22   2178.47
