Linux 3.19.0-25-generic (dss-storage-1) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.07    0.00    3.56    2.08    0.00   84.29

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdn               0.00    20.00    7.00   56.00    56.00 51660.00  1641.78    12.28  213.40  144.00  222.07  15.81  99.60
sdp               0.00    14.00    0.00   46.00     0.00 42732.00  1857.91     3.09   69.65    0.00   69.65  21.65  99.60
sdr               0.00     8.00    0.00   20.00     0.00 16964.00  1696.40     2.71  131.00    0.00  131.00  49.60  99.20
sds               0.00    63.00    1.00  565.00     8.00 111156.50   392.81    60.03   99.68 1384.00   97.41   1.76  99.60
sdt               0.00    14.00    0.00   58.00     0.00 47248.00  1629.24     8.45  134.69    0.00  134.69  17.17  99.60
sdq               0.00     5.00    0.00   53.00     0.00 54304.00  2049.21     6.86  348.53    0.00  348.53  13.28  70.40
sdv               0.00   119.00    8.00  923.00    64.00 41739.50    89.80     6.94    7.58   98.50    6.79   1.07  99.20
sdw               0.00    15.00    0.00  160.00     0.00 101989.50  1274.87    88.69  350.02    0.00  350.02   6.23  99.60
sdu               0.00     4.00    5.00   21.00    40.00 15208.00  1172.92     2.97  116.62  188.80   99.43  38.31  99.60
sdy               0.00    18.00    0.00   29.00     0.00 39936.00  2754.21     1.45   58.76    0.00   58.76  33.52  97.20
sdx               0.00     0.00    0.00   63.00     0.00 110548.00  3509.46    73.73  516.83    0.00  516.83  15.81  99.60
sdz               0.00    10.00    0.00    6.00     0.00   160.00    53.33     0.06   10.00    0.00   10.00  10.00   6.00
dm-0              0.00     0.00    0.00   16.00     0.00   160.00    20.00     0.14    8.75    0.00    8.75   3.75   6.00
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          19.23    0.00   11.81   23.54    0.00   45.42

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     4.00    0.00   55.00     0.00 109592.00  3985.16    55.22 1586.25    0.00 1586.25  18.18 100.00
sdb               0.00     8.00    0.00   25.00     0.00 20156.00  1612.48     8.94  121.92    0.00  121.92  40.00 100.00
sdc               0.00     0.00    0.00   30.00     0.00 13272.00   884.80     3.55   21.47    0.00   21.47  33.33 100.00
sdd               0.00   105.00    8.00  685.00    64.00 27784.50    80.37     7.85    3.28   47.00    2.77   1.44 100.00
sde               0.00     5.00    8.00   23.00    64.00 20124.00  1302.45     2.12   75.61  159.00   46.61  32.26 100.00
sdf               0.00     0.00    0.00   51.00     0.00 104448.00  4096.00    68.97 1457.57    0.00 1457.57  19.61 100.00
sdg               0.00    14.00    0.00   44.00     0.00 39936.00  1815.27     6.73   79.73    0.00   79.73  22.73 100.00
sdh               0.00    13.00    0.00   40.00     0.00 35820.00  1791.00     6.08   50.70    0.00   50.70  24.90  99.60
sdi               0.00     2.00    0.00   60.00     0.00 103756.00  3458.53    32.66 1343.47    0.00 1343.47  16.67 100.00
sdl               0.00     2.00    0.00   16.00     0.00 10080.00  1260.00     3.84   70.50    0.00   70.50  62.50 100.00
sdj               0.00     8.00    0.00   16.00     0.00  9300.00  1162.50     8.67  225.75    0.00  225.75  62.50 100.00
sdk               0.00    11.00    0.00   37.00     0.00 31628.00  1709.62     6.78   34.27    0.00   34.27  26.92  99.60
sdm               0.00     4.00    0.00   12.00     0.00 10528.00  1754.67     5.77  111.33    0.00  111.33  83.33 100.00
sdo               0.00     0.00    0.00    8.00     0.00  6184.00  1546.00     6.10  393.00    0.00  393.00 125.00 100.00
sdn               0.00    52.00    2.00  589.00    16.00  9226.00    31.28     3.62    1.96   70.00    1.73   1.64  97.20
sdp               0.00    15.00    0.00   55.00     0.00 44472.00  1617.16     5.34   37.82    0.00   37.82  18.18 100.00
sdr               0.00    11.00    1.00   40.00     8.00 34580.00  1687.22     5.77   75.71   24.00   77.00  24.39 100.00
sds               0.00    29.00    0.00  197.00     0.00 64375.00   653.55    17.99  289.44    0.00  289.44   5.08 100.00
sdt               0.00     7.00    0.00   42.00     0.00 28476.00  1356.00     7.75   90.29    0.00   90.29  23.81 100.00
sdq               0.00     4.00    1.00   43.00     8.00 26028.00  1183.45     6.06   54.18   76.00   53.67  21.36  94.00
sdv               0.00     8.00    0.00   30.00     0.00 28528.00  1901.87     6.07   45.20    0.00   45.20  33.20  99.60
sdw               0.00     2.00    0.00   40.00     0.00 67404.00  3370.20    20.94 1298.20    0.00 1298.20  25.00 100.00
sdu               0.00    40.00    3.00  179.00    24.00 11959.50   131.69     4.24    9.27  166.67    6.64   5.49 100.00
sdy               0.00    12.00    0.00   47.00     0.00 42156.00  1793.87     2.80   35.66    0.00   35.66  21.19  99.60
sdx               0.00     6.00    1.00   47.00     8.00 86824.00  3618.00    26.33 1466.25 1656.00 1462.21  20.83 100.00
sdz               0.00    18.00    0.00   12.00     0.00   580.00    96.67     0.13   10.67    0.00   10.67  10.67  12.80
dm-0              0.00     0.00    0.00   30.00     0.00   580.00    38.67     0.31   10.27    0.00   10.27   4.27  12.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          22.41    0.00   13.88   26.23    0.00   37.48

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    19.00    2.00   43.00    16.00 58700.00  2609.60    79.10 1302.13 1256.00 1304.28  22.22 100.00
sdb               0.00    35.00    1.00   19.00     4.00 16324.00  1632.80     9.90  586.80  596.00  586.32  50.00 100.00
sdc               0.00     8.00    0.00   21.00     0.00 18896.00  1799.62    10.90  466.10    0.00  466.10  47.62 100.00
sdd               0.00    15.00    0.00   23.00     0.00 19696.00  1712.70     9.33  530.43    0.00  530.43  43.48 100.00
sde               0.00    52.00    2.00  163.00    16.00  1901.50    23.24    86.78  195.22  496.00  191.53   6.06 100.00
sdf               0.00    18.00    1.00   41.00     8.00 75568.00  3598.86    63.96 2211.33 2124.00 2213.46  23.81 100.00
sdg               0.00    12.00    1.00   23.00     8.00 18932.00  1578.33    11.30  449.17  208.00  459.65  41.67 100.00
sdh               0.00   132.00    0.00   21.00     0.00 18664.00  1777.52    20.59  498.10    0.00  498.10  47.62 100.00
sdi               0.00    11.00    0.00   24.00     0.00 18776.00  1564.67    10.84  454.67    0.00  454.67  41.67 100.00
sdl               0.00     7.00    0.00   19.00     0.00 15800.00  1663.16     9.50  489.47    0.00  489.47  52.63 100.00
sdj               0.00     7.00    0.00   21.00     0.00 18164.00  1729.90    10.79  625.52    0.00  625.52  47.62 100.00
sdk               0.00    97.00    1.00   28.00     4.00 21264.00  1466.76    30.29  471.72  232.00  480.29  34.48 100.00
sdm               0.00    85.00    0.00   51.00     0.00 69248.00  2715.61    55.45  467.22    0.00  467.22  19.61 100.00
sdo               0.00    61.00    0.00   37.00     0.00 50528.00  2731.24    33.78  391.57    0.00  391.57  27.03 100.00
sdn               0.00     5.00    2.00   38.00    16.00  6361.50   318.88    11.52  283.10  658.00  263.37  25.10 100.40
sdp               0.00    27.00    0.00   21.00     0.00 17624.00  1678.48    10.28  461.14    0.00  461.14  47.81 100.40
sdr               0.00   105.00    0.00   40.00     0.00 49564.00  2478.20    61.73  400.70    0.00  400.70  25.10 100.40
sds               0.00     9.00    0.00   24.00     0.00 19512.00  1626.00    12.53  508.00    0.00  508.00  41.83 100.40
sdt               0.00   157.00    0.00   30.00     0.00 25688.00  1712.53    53.46  426.40    0.00  426.40  33.47 100.40
sdq               0.00     9.00    0.00   26.00     0.00 21836.00  1679.69    11.37  436.00    0.00  436.00  38.62 100.40
sdv               0.00     8.00    0.00   18.00     0.00 16056.00  1784.00     8.95  606.44    0.00  606.44  55.78 100.40
sdw               0.00     9.00    1.00   19.00     8.00 14588.00  1459.60     8.80  532.00  476.00  534.95  50.20 100.40
sdu               0.00    10.00    1.00   22.00     8.00 20480.00  1781.57    10.89  440.52  468.00  439.27  43.65 100.40
sdy               0.00    41.00    1.00   30.00     8.00 49972.00  3224.52    28.01  469.16  564.00  466.00  32.39 100.40
sdx               0.00     9.00    2.00   21.00    16.00 20028.00  1742.96    12.40  504.17  462.00  508.19  43.65 100.40
sdz               0.00    18.00    0.00   12.00     0.00   884.00   147.33     0.12   10.33    0.00   10.33  10.33  12.40
dm-0              0.00     0.00    0.00   30.00     0.00   884.00    58.93     0.29    9.60    0.00    9.60   4.13  12.40
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           3.77    0.00    4.50   50.11    0.00   41.62

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     6.00    0.00  159.00     0.00   946.00    11.90   157.79 1353.31    0.00 1353.31   6.29 100.00
sdb               0.00    87.00    0.00    7.00     0.00  6696.00  1913.14   121.24 1350.86    0.00 1350.86 142.86 100.00
sdc               0.00    88.00    0.00    5.00     0.00  2600.00  1040.00    74.24 1313.60    0.00 1313.60 200.00 100.00
sdd               0.00    99.00    0.00    0.00     0.00     0.00     0.00    76.85    0.00    0.00    0.00   0.00 100.00
sde               0.00     0.00    0.00    0.00     0.00     0.00     0.00   167.00    0.00    0.00    0.00   0.00 100.00
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00   169.64    0.00    0.00    0.00   0.00 100.00
sdg               0.00   131.00    0.00    1.00     0.00     8.00    16.00    47.21 1352.00    0.00 1352.00 1000.00 100.00
sdh               0.00     0.00    0.00    0.00     0.00     0.00     0.00   136.00    0.00    0.00    0.00   0.00 100.00
sdi               0.00     2.00    0.00    5.00     0.00  2600.00  1040.00    10.63 1267.20    0.00 1267.20 200.00 100.00
sdl               0.00     6.00    0.00    2.00     0.00  2604.00  2604.00     8.21 1344.00    0.00 1344.00 500.00 100.00
sdj               0.00     2.00    0.00    1.00     0.00   256.00   512.00     9.20 1256.00    0.00 1256.00 1000.00 100.00
sdk               0.00     3.00    0.00    0.00     0.00     0.00     0.00    95.64    0.00    0.00    0.00   0.00 100.00
sdm               0.00     2.00    0.00   55.00     0.00 104008.00  3782.11    31.00 1113.67    0.00 1113.67  18.18 100.00
sdo               0.00     3.00    0.00   36.00     0.00 74256.00  4125.33    20.48  895.33    0.00  895.33  27.78 100.00
sdn               0.00     0.00    0.00    0.00     0.00     0.00     0.00     8.96    0.00    0.00    0.00   0.00  99.60
sdp               0.00    58.00    0.00    0.00     0.00     0.00     0.00    90.12    0.00    0.00    0.00   0.00  99.60
sdr               0.00     2.00    0.00   52.00     0.00 104968.00  4037.23    63.38 1062.85    0.00 1062.85  19.15  99.60
sds               0.00    17.00    0.00    3.00     0.00  1296.00   864.00    17.65 1281.33    0.00 1281.33 332.00  99.60
sdt               0.00     0.00    0.00    2.00     0.00  1560.00  1560.00   155.30 1390.00    0.00 1390.00 498.00  99.60
sdq               0.00     5.00    0.00    4.00     0.00  2084.00  1042.00     9.96 1274.00    0.00 1274.00 249.00  99.60
sdv               0.00   113.00    0.00    0.00     0.00     0.00     0.00    73.84    0.00    0.00    0.00   0.00  99.60
sdw               0.00     0.00    0.00    0.00     0.00     0.00     0.00     9.96    0.00    0.00    0.00   0.00  99.60
sdu               0.00     0.00    0.00    0.00     0.00     0.00     0.00     9.96    0.00    0.00    0.00   0.00  99.60
sdy               0.00     1.00    1.00   19.00     8.00 31772.00  3178.00    13.65  842.40  600.00  855.16  49.80  99.60
sdx               0.00     2.00    0.00    1.00     0.00   520.00  1040.00    11.95 1244.00    0.00 1244.00 996.00  99.60
sdz               0.00    17.00    0.00   12.00     0.00   180.00    30.00     0.12   10.00    0.00   10.00  10.00  12.00
dm-0              0.00     0.00    0.00   29.00     0.00   180.00    12.41     0.29   10.07    0.00   10.07   4.14  12.00
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           5.89    0.00    4.94   52.73    0.00   36.44

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    1.00     0.00     4.00     8.00   129.00 1436.00    0.00 1436.00 1000.00 100.00
sdb               0.00     4.00    0.00   16.00     0.00 30220.00  3777.50   117.12 1821.50    0.00 1821.50  62.50 100.00
sdc               0.00     7.00    0.00   19.00     0.00 22888.00  2409.26    97.02 1725.89    0.00 1725.89  52.63 100.00
sdd               0.00    10.00    0.00   19.00     0.00 29744.00  3130.95   113.57 1705.05    0.00 1705.05  52.63 100.00
sde               0.00     8.00    0.00  167.00     0.00  5538.00    66.32    77.86 1615.02    0.00 1615.02   5.99 100.00
sdf               0.00    18.00    0.00  170.00     0.00 10762.50   126.62   154.65 1864.54    0.00 1864.54   5.88 100.00
sdg               0.00     9.00    1.00   13.00     8.00 11120.00  1589.71   138.37 1526.00 1916.00 1496.00  71.43 100.00
sdh               0.00     9.00    0.00   28.00     0.00 40196.00  2871.14   128.82 1850.57    0.00 1850.57  35.71 100.00
sdi               0.00    18.00    0.00    7.00     0.00  7556.00  2158.86    23.02 1781.14    0.00 1781.14 142.86 100.00
sdl               0.00     1.00    0.00    6.00     0.00  2340.00   780.00    10.00 1576.00    0.00 1576.00 166.67 100.00
sdj               0.00     6.00    0.00   10.00     0.00 13980.00  2796.00     7.15 1697.20    0.00 1697.20 100.00 100.00
sdk               0.00     2.00    0.00   27.00     0.00 44452.00  3292.74    90.76 2026.37    0.00 2026.37  37.04 100.00
sdm               0.00     5.00    0.00    6.00     0.00  7016.00  2338.67     9.32 1435.33    0.00 1435.33 166.67 100.00
sdo               0.00     2.00    0.00    8.00     0.00  6520.00  1630.00     8.59 1628.00    0.00 1628.00 125.00 100.00
sdn               0.00     9.00    0.00    9.00     0.00  6768.00  1504.00     8.89 1859.11    0.00 1859.11 111.11 100.00
sdp               0.00     9.00    0.00   24.00     0.00 30800.00  2566.67    86.78 1825.00    0.00 1825.00  41.67 100.00
sdr               0.00     4.00    0.00   38.00     0.00 61780.00  3251.58    15.65 1766.53    0.00 1766.53  26.32 100.00
sds               0.00     8.00    0.00   12.00     0.00  8576.00  1429.33    26.38 1481.67    0.00 1481.67  83.33 100.00
sdt               0.00     1.00    0.00   50.00     0.00 88208.00  3528.32   134.76 1870.24    0.00 1870.24  20.00 100.00
sdq               0.00     4.00    0.00    7.00     0.00  5424.00  1549.71    10.20 1609.14    0.00 1609.14 142.86 100.00
sdv               0.00    10.00    0.00   16.00     0.00 19612.00  2451.50   123.73 1689.25    0.00 1689.25  62.50 100.00
sdw               0.00    18.00    0.00   10.00     0.00 10148.00  2029.60    16.59 1440.40    0.00 1440.40 100.00 100.00
sdu               0.00     8.00    0.00   10.00     0.00  9100.00  1820.00     7.09 1600.40    0.00 1600.40 100.00 100.00
sdy               0.00     3.00    1.00    9.00     8.00  6756.00  1352.80     8.26 1763.20 1740.00 1765.78 100.00 100.00
sdx               0.00    19.00    1.00   11.00     8.00  9624.00  1605.33    25.22 1428.33 1636.00 1409.45  83.33 100.00
sdz               0.00    17.00    0.00    9.00     0.00   168.00    37.33     0.09   10.22    0.00   10.22  10.22   9.20
dm-0              0.00     0.00    0.00   26.00     0.00   168.00    12.92     0.27   10.31    0.00   10.31   3.54   9.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           4.06    0.00    3.98   51.84    0.00   40.12

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     3.00    0.00   56.00     0.00   316.00    11.29   137.66 1461.43    0.00 1461.43  17.86 100.00
sdb               0.00     0.00    0.00   54.00     0.00 103424.00  3830.52    75.70 2444.15    0.00 2444.15  18.52 100.00
sdc               0.00     0.00    0.00   52.00     0.00 93344.00  3590.15    61.03 2241.85    0.00 2241.85  19.23 100.00
sdd               0.00     0.00    0.00   50.00     0.00 96256.00  3850.24    80.02 2187.20    0.00 2187.20  20.00 100.00
sde               0.00     9.00    0.00   43.00     0.00  6197.00   288.23    19.32 1093.86    0.00 1093.86  23.26 100.00
sdf               0.00     6.00    0.00   26.00     0.00   653.00    50.23   137.08  908.77    0.00  908.77  38.46 100.00
sdg               0.00     0.00    1.00   43.00     8.00 83456.00  3793.82   115.60 1823.09 1184.00 1837.95  22.73 100.00
sdh               0.00     0.00    0.00   62.00     0.00 122880.00  3963.87    80.29 2554.06    0.00 2554.06  16.13 100.00
sdi               0.00     2.00    0.00   19.00     0.00 24616.00  2591.16    13.34 1382.11    0.00 1382.11  52.63 100.00
sdl               0.00     5.00    0.00   10.00     0.00 11936.00  2387.20     7.99 1223.60    0.00 1223.60 100.00 100.00
sdj               0.00     0.00    0.00    2.00     0.00  6772.00  6772.00     3.34  962.00    0.00  962.00 500.00 100.00
sdk               0.00     0.00    0.00   58.00     0.00 111880.00  3857.93    41.49 2627.31    0.00 2627.31  17.24 100.00
sdm               0.00     3.00    0.00    7.00     0.00  7540.00  2154.29    11.96 1236.57    0.00 1236.57 142.86 100.00
sdo               0.00     4.00    0.00    8.00     0.00  7544.00  1886.00     9.32 1188.50    0.00 1188.50 125.00 100.00
sdn               0.00     5.00    0.00    9.00     0.00 10400.00  2311.11     8.96  914.22    0.00  914.22 111.11 100.00
sdp               0.00     0.00    0.00   59.00     0.00 109476.00  3711.05    44.31 2444.88    0.00 2444.88  16.95 100.00
sdr               0.00     0.00    0.00    9.00     0.00  9360.00  2080.00     6.55 1026.22    0.00 1026.22 111.11 100.00
sds               0.00     4.00    0.00   25.00     0.00 34424.00  2753.92    14.07 1457.12    0.00 1457.12  40.00 100.00
sdt               0.00     3.00    0.00   65.00     0.00 114084.00  3510.28    77.60 2548.55    0.00 2548.55  15.38 100.00
sdq               0.00     3.00    0.00   10.00     0.00 10924.00  2184.80     9.28 1140.40    0.00 1140.40 100.00 100.00
sdv               0.00     0.00    0.00   43.00     0.00 84480.00  3929.30    96.14 2145.77    0.00 2145.77  23.26 100.00
sdw               0.00     2.00    0.00   17.00     0.00 25760.00  3030.59    11.83 1382.59    0.00 1382.59  58.82 100.00
sdu               0.00     0.00    0.00    8.00     0.00 11384.00  2846.00     5.09 1026.50    0.00 1026.50 125.00 100.00
sdy               0.00     2.00    0.00    3.00     0.00  4168.00  2778.67     8.48 1008.00    0.00 1008.00 333.33 100.00
sdx               0.00     4.00    1.00   24.00     8.00 26728.00  2138.88    16.87 1368.16 1224.00 1374.17  40.00 100.00
sdz               0.00     5.00    0.00    3.00     0.00    60.00    40.00     0.03    9.33    0.00    9.33   9.33   2.80
dm-0              0.00     0.00    0.00    8.00     0.00    60.00    15.00     0.09   11.00    0.00   11.00   3.50   2.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           8.20    0.00    7.38   39.11    0.00   45.31

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    20.00    0.00  265.00     0.00  1763.00    13.31   133.89 1196.41    0.00 1196.41   3.79 100.40
sdb               0.00     2.00    0.00   54.00     0.00 102072.00  3780.44    23.86 3166.74    0.00 3166.74  18.59 100.40
sdc               0.00     4.00    0.00   35.00     0.00 63132.00  3607.54    16.68 2693.60    0.00 2693.60  28.69 100.40
sdd               0.00     0.00    0.00   46.00     0.00 87296.00  3795.48    29.28 3094.26    0.00 3094.26  21.83 100.40
sde               0.00     8.00    0.00   15.00     0.00 15632.00  2084.27     7.38  657.07    0.00  657.07  66.93 100.40
sdf               0.00    13.00    1.00  196.00     8.00 16580.00   168.41    94.63 1323.43 1560.00 1322.22   5.10 100.40
sdg               0.00     0.00    0.00   61.00     0.00 114296.00  3747.41    63.10 2750.10    0.00 2750.10  16.46 100.40
sdh               0.00     0.00    0.00   45.00     0.00 90368.00  4016.36    28.17 3519.64    0.00 3519.64  22.31 100.40
sdi               0.00     5.00    0.00   15.00     0.00 15356.00  2047.47     8.39  892.00    0.00  892.00  66.93 100.40
sdl               0.00     4.00    1.00   11.00     8.00 12712.00  2120.00     9.30  855.33 1140.00  829.45  83.67 100.40
sdj               0.00     4.00    0.00    8.00     0.00  5920.00  1480.00     6.16  831.00    0.00  831.00 125.50 100.40
sdk               0.00     6.00    0.00   26.00     0.00 37100.00  2853.85    10.10 2033.85    0.00 2033.85  38.62 100.40
sdm               0.00    14.00    0.00   26.00     0.00 17872.00  1374.77    18.46  838.77    0.00  838.77  38.62 100.40
sdo               0.00    11.00    0.00   14.00     0.00 10148.00  1449.71     7.69  916.00    0.00  916.00  71.71 100.40
sdn               0.00     1.00    0.00   12.00     0.00 10124.00  1687.33     6.23  841.67    0.00  841.67  83.67 100.40
sdp               0.00     8.00    0.00   27.00     0.00 39732.00  2943.11    10.67 1745.48    0.00 1745.48  37.19 100.40
sdr               0.00     6.00    0.00    8.00     0.00  2352.00   588.00     6.86  793.50    0.00  793.50 125.50 100.40
sds               0.00     8.00    0.00   20.00     0.00 16652.00  1665.20    10.32  759.00    0.00  759.00  50.20 100.40
sdt               0.00     5.00    0.00   58.00     0.00 100992.00  3482.48    27.96 3081.38    0.00 3081.38  17.31 100.40
sdq               0.00     2.00    0.00   19.00     0.00 15284.00  1608.84    10.71  813.89    0.00  813.89  52.84 100.40
sdv               0.00     2.00    0.00   53.00     0.00 106376.00  4014.19    46.82 3026.26    0.00 3026.26  18.94 100.40
sdw               0.00     8.00    0.00   20.00     0.00 14052.00  1405.20    10.41  704.80    0.00  704.80  50.20 100.40
sdu               0.00     2.00    0.00    5.00     0.00  5392.00  2156.80     2.54  774.40    0.00  774.40 200.80 100.40
sdy               0.00     8.00    2.00   20.00    16.00 13708.00  1247.64    12.83  809.82 1104.00  780.40  45.64 100.40
sdx               0.00     6.00    2.00   18.00    16.00 16384.00  1640.00    11.88  789.40  724.00  796.67  50.20 100.40
sdz               0.00    21.00    0.00   12.00     0.00   364.00    60.67     0.13   10.67    0.00   10.67  10.67  12.80
dm-0              0.00     0.00    0.00   33.00     0.00   364.00    22.06     0.34   10.18    0.00   10.18   3.88  12.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          31.67    0.00   18.53   15.33    0.00   34.47

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    36.00    2.00  252.00    16.00 37689.50   296.89    54.01  196.08  260.00  195.57   3.92  99.60
sdb               0.00    12.00    0.00   30.00     0.00 24736.00  1649.07    11.86  329.47    0.00  329.47  33.20  99.60
sdc               0.00    26.00    0.00   50.00     0.00 49148.00  1965.92    13.66  317.52    0.00  317.52  19.92  99.60
sdd               0.00    36.00    0.00   34.00     0.00 40204.00  2364.94    10.81  789.65    0.00  789.65  29.29  99.60
sde               0.00    11.00    0.00   36.00     0.00 32704.00  1816.89     9.44  271.00    0.00  271.00  27.67  99.60
sdf               0.00    14.00    0.00   41.00     0.00 34500.00  1682.93    10.14  296.59    0.00  296.59  24.29  99.60
sdg               0.00    10.00    3.00   46.00    24.00 77456.00  3162.45    15.42 2289.14  697.33 2392.96  20.33  99.60
sdh               0.00    34.00    0.00   42.00     0.00 40796.00  1942.67    12.71  695.33    0.00  695.33  23.71  99.60
sdi               0.00    13.00    0.00   36.00     0.00 33528.00  1862.67     7.99  242.00    0.00  242.00  27.67  99.60
sdl               0.00     1.00    0.00   22.00     0.00 11908.00  1082.55     3.30  316.00    0.00  316.00  45.27  99.60
sdj               0.00     5.00    0.00   29.00     0.00 21720.00  1497.93     6.89  292.14    0.00  292.14  34.48 100.00
sdk               0.00    15.00    0.00   39.00     0.00 36356.00  1864.41    10.82  274.97    0.00  274.97  25.64 100.00
sdm               0.00     5.00    0.00   29.00     0.00 34580.00  2384.83     5.62  419.59    0.00  419.59  28.55  82.80
sdo               0.00     0.00    0.00   27.00     0.00 28264.00  2093.63     5.82  265.19    0.00  265.19  33.33  90.00
sdn               0.00    13.00    1.00   40.00     8.00 25164.00  1227.90    11.37  281.46  172.00  284.20  24.39 100.00
sdp               0.00    18.00    0.00   44.00     0.00 41632.00  1892.36    10.39  242.36    0.00  242.36  22.73 100.00
sdr               0.00     4.00    0.00   37.00     0.00 28948.00  1564.76     8.83  313.95    0.00  313.95  27.03 100.00
sds               0.00     7.00    0.00   25.00     0.00 16868.00  1349.44     4.70  199.04    0.00  199.04  40.00 100.00
sdt               0.00    31.00    0.00   57.00     0.00 44980.00  1578.25    20.74  306.46    0.00  306.46  17.54 100.00
sdq               0.00    10.00    0.00   28.00     0.00 23812.00  1700.86     6.99  258.86    0.00  258.86  35.71 100.00
sdv               0.00    25.00    0.00   52.00     0.00 62136.00  2389.85    12.26 1452.85    0.00 1452.85  19.23 100.00
sdw               0.00    20.00    0.00   43.00     0.00 36120.00  1680.00    10.84  251.63    0.00  251.63  23.26 100.00
sdu               0.00     5.00    0.00   23.00     0.00 13980.00  1215.65     5.69  225.22    0.00  225.22  43.30  99.60
sdy               0.00     0.00    4.00   12.00    32.00 10808.00  1355.00     3.50  339.50  241.00  372.33  62.50 100.00
sdx               0.00    17.00    4.00   48.00    32.00 36144.00  1391.38    12.39  263.85  253.00  264.75  19.23 100.00
sdz               0.00    17.00    0.00   12.00     0.00   544.00    90.67     0.14   11.67    0.00   11.67  11.67  14.00
dm-0              0.00     0.00    0.00   29.00     0.00   544.00    37.52     0.36   12.28    0.00   12.28   4.83  14.00
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          37.73    0.00   18.18   12.65    0.00   31.45

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    23.00    0.00  246.00     0.00 34634.00   281.58    31.67  183.95    0.00  183.95   4.08 100.40
sdb               0.00     7.00    0.00   34.00     0.00 28760.00  1691.76     7.35  275.65    0.00  275.65  29.53 100.40
