       p2p2       
 KB/s in  KB/s out
161567.9  115129.4
168020.0  121756.5
146319.7  101887.3
157580.3  110262.8
148521.8  107317.8
151457.0  102407.1
127939.3  76439.42
148919.4  93373.36
143517.0  83015.08
157153.0  90232.77
127499.2  90307.47
139921.9  89543.21
       p2p2       
 KB/s in  KB/s out
124387.4  81435.51
162072.9  110903.1
159313.6  111641.3
171343.9  115419.4
183906.7  100462.4
140050.3  84213.98
158823.4  98299.82
162107.8  98431.23
154253.8  114126.0
140451.5  101535.7
158328.4  103147.1
128352.7  82082.43
118526.2  83548.50
176879.1  128385.2
133986.5  86675.22
173515.4  109741.7
149211.5  100148.5
144462.8  103318.7
164722.8  112052.7
125348.6  82882.44
131381.9  88936.11
117361.1  69041.31
       p2p2       
 KB/s in  KB/s out
164424.2  114958.5
154792.6  98833.43
156961.0  116612.8
168902.2  110748.3
139838.8  78327.47
130981.2  77745.67
174954.3  106231.0
161247.5  122882.5
143250.9  86604.22
178060.7  119702.5
150760.3  106320.6
145651.1  91160.25
189572.6  112777.4
154578.0  97033.40
137700.9  106040.2
148933.7  101942.6
151543.5  94705.86
157394.2  97437.00
145940.0  85534.71
154664.7  113316.4
137881.6  89024.98
128922.2  79352.22
       p2p2       
 KB/s in  KB/s out
123256.9  77112.30
141530.9  87989.06
131138.5  103291.1
29095.14  17926.96
109361.9  68743.50
120132.0  77214.61
105145.2  68092.89
118805.6  79126.50
119324.1  84457.71
134559.4  87104.79
175991.8  134079.7
177736.9  115088.5
159611.5  125689.8
126369.2  82806.83
147359.9  97565.91
165682.6  107476.0
162138.8  98822.83
154998.9  114369.5
147880.2  88397.31
175562.3  111436.5
166256.2  117848.0
166497.9  108178.3
       p2p2       
 KB/s in  KB/s out
143041.7  105603.4
179359.8  129156.4
144603.8  98907.53
174903.6  114866.3
163026.8  103854.5
161439.1  105693.8
151984.0  96503.40
175724.3  113355.9
127490.8  83704.67
144898.6  115958.3
113016.4  81825.09
114425.3  80981.76
104379.9  67124.39
92832.15  54680.57
134377.2  90193.53
131801.8  89493.54
158679.2  100042.6
154115.8  112860.2
125094.0  80868.21
147726.2  99506.07
45744.91  29048.08
92755.52  52066.83
       p2p2       
 KB/s in  KB/s out
160925.4  117784.9
164970.4  118796.1
134671.8  76742.49
130792.7  87102.81
170670.0  122541.7
147619.0  106583.4
145947.8  105343.1
134882.4  93835.88
158736.6  96692.61
137085.3  96282.41
139280.5  89697.75
140930.7  94088.14
143977.2  115940.8
146554.0  106376.9
143683.3  99199.62
126479.1  86149.48
28682.46  23230.86
70855.99  45589.46
121553.2  89627.32
66225.88  42406.72
32703.00  21215.91
37863.43  21133.60
       p2p2       
 KB/s in  KB/s out
35401.27  26307.09
37351.69  17967.99
45359.04  29650.47
35194.94  15779.44
21118.34   8429.06
  843.26    751.69
  562.23    407.92
  438.93    371.04
  555.51    455.76
  759.78    711.67
  464.91    447.79
  518.12    479.96
  512.83    465.33
  468.11    472.02
  510.19    505.84
  580.31    578.36
  408.31    407.41
  603.65    610.08
  586.68    593.18
  490.64    484.07
  410.07    410.22
  466.53    456.37
       p2p2       
 KB/s in  KB/s out
489744.3  346350.5
405524.2  250292.2
316880.7  190376.1
458201.9  354060.4
455364.7  265044.9
454526.0  299350.6
478845.1  375997.9
536913.5  351819.6
551036.5  309750.2
537022.3  256855.4
316124.6  290522.4
544036.9  306490.5
524152.9  274952.4
526148.3  325648.3
515443.9  369666.9
468316.2  318676.6
517704.4  406896.3
461332.0  249842.1
