Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2015-11-07 10:40:02,booting @ 2015-11-07 10:40:02,submitting @ 2015-11-07 10:40:02,authing @ 2015-11-07 10:40:02,launching @ 2015-11-07 10:40:02,running @ 2015-11-07 10:40:02,closing @ 2015-11-07 10:40:32,completed @ 2015-11-07 10:40:32
s2-1k-1t,write,write,1725,1725000,34.63,34.63,40,50,50,70,130,560,28.76,28760.55,100%,completed,waiting @ 2015-11-07 10:40:02,booting @ 2015-11-07 10:40:35,submitting @ 2015-11-07 10:40:35,authing @ 2015-11-07 10:40:35,launching @ 2015-11-07 10:40:35,running @ 2015-11-07 10:40:35,closing @ 2015-11-07 10:41:35,completed @ 2015-11-07 10:41:35
s3-1k-4t,write,write,6667,6667000,35.87,35.87,40,50,60,80,130,900,111.14,111140.39,100%,completed,waiting @ 2015-11-07 10:40:02,booting @ 2015-11-07 10:41:37,submitting @ 2015-11-07 10:41:37,authing @ 2015-11-07 10:41:37,launching @ 2015-11-07 10:41:37,running @ 2015-11-07 10:41:38,closing @ 2015-11-07 10:42:38,completed @ 2015-11-07 10:42:38
s4-1k-16t,write,write,24800,24800000,38.59,38.59,40,50,60,90,170,2600,413.48,413480.92,100%,completed,waiting @ 2015-11-07 10:40:02,booting @ 2015-11-07 10:42:40,submitting @ 2015-11-07 10:42:40,authing @ 2015-11-07 10:42:40,launching @ 2015-11-07 10:42:40,running @ 2015-11-07 10:42:40,closing @ 2015-11-07 10:43:40,completed @ 2015-11-07 10:43:41
s5-1k-32t,write,write,53005,53005000,35.98,35.98,40,50,60,70,150,2010,886.96,886955.91,100%,completed,waiting @ 2015-11-07 10:40:02,booting @ 2015-11-07 10:43:43,submitting @ 2015-11-07 10:43:43,authing @ 2015-11-07 10:43:43,launching @ 2015-11-07 10:43:43,running @ 2015-11-07 10:43:43,closing @ 2015-11-07 10:44:48,completed @ 2015-11-07 10:44:48
s6-1k-64t,write,write,91176,91176000,36.68,36.67,40,50,60,80,140,1790,1520.2,1520204.88,55.11%,failed,waiting @ 2015-11-07 10:40:02,booting @ 2015-11-07 10:44:51,submitting @ 2015-11-07 10:44:51,authing @ 2015-11-07 10:44:51,launching @ 2015-11-07 10:44:51,running @ 2015-11-07 10:44:51,closing @ 2015-11-07 10:45:51,failed @ 2015-11-07 10:45:51
1k-128t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,terminated,waiting @ 2015-11-07 10:40:02,booting @ 2015-11-07 10:45:54,terminated @ 2015-11-07 10:46:00
64k-1t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
64k-4t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
64k-16t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
64k-32t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
64k-64t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
64k-128t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
1m-1t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
1m-4t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
1m-16t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
1m-32t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
1m-64t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
1m-128t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
16m-1t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
16m-4t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
16m-16t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
16m-32t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
16m-64t,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aborted,waiting @ 2015-11-07 10:40:02,aborted @ 2015-11-07 10:46:00
