       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1653.45   1257.97
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1763.99   1565.69
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1568.77   1172.94
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1397.47   1168.12
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1466.95   1120.17
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.33      0.00      0.00   1527.95   1342.40
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1628.11   1269.35
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1640.06   1590.75
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1831.08   1119.85
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.18      0.00      0.00      0.00   1860.50   1156.52
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1416.90   1028.47
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1535.71   1256.19
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1660.07   1062.18
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1409.80   1123.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1675.30   1485.34
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1400.53    670.95
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1360.56   1128.81
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1613.66   1225.02
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1504.12   1512.93
