Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,331,331000,360.54,360.54,2.77,2772.43,100%
write,write,329,329000,363.98,363.98,2.75,2745.85,100%
write,write,328,328000,365,365,2.74,2738.26,100%
write,write,334,334000,358.66,358.66,2.79,2786.91,100%
write,write,333,333000,359.61,359.61,2.78,2779.4,100%
write,write,319,319000,375.7,375.7,2.66,2660.48,100%
write,write,328,328000,364.85,364.85,2.74,2739.68,100%
write,write,328,328000,364.96,364.96,2.74,2738.77,100%
write,write,335,335000,358.04,358.04,2.79,2791.69,100%
write,write,328,328000,365.66,365.66,2.73,2733.79,100%
write,write,337,337000,355.35,355.35,2.81,2813.05,100%
write,write,329,329000,364.19,364.19,2.74,2744.82,100%
write,write,333,333000,360.14,360.14,2.78,2775.51,100%
write,write,333,333000,360.05,360.05,2.78,2776.37,100%
write,write,325,325000,368.43,368.43,2.71,2713.26,100%
write,write,335,335000,357.84,357.84,2.79,2793.37,100%
write,write,328,328000,365.02,365.02,2.74,2738.33,100%
write,write,326,326000,367.35,367.35,2.72,2721,100%
write,write,333,333000,360.21,360.21,2.78,2775.16,100%
write,write,334,334000,358.54,358.54,2.79,2788.05,100%
write,write,330,330000,363.08,363.08,2.75,2752.96,100%
write,write,325,325000,369.09,369.09,2.71,2708.38,100%
write,write,329,329000,364.49,364.49,2.74,2742.24,100%
write,write,328,328000,364.85,364.85,2.74,2739.7,100%
write,write,324,324000,369.84,369.84,2.7,2702.45,100%
write,write,326,326000,367.44,367.44,2.72,2720.66,100%
write,write,328,328000,365.44,365.44,2.74,2735.2,100%
write,write,332,332000,361.11,361.11,2.77,2768.03,100%
write,write,324,324000,369.53,369.53,2.7,2704.89,100%
write,write,328,328000,364.23,364.23,2.74,2744.15,100%
write,write,335,335000,357.9,357.9,2.79,2792.78,100%
write,write,329,329000,364.26,364.26,2.74,2744.23,100%
write,write,322,322000,371.71,371.7,2.69,2688.98,100%
write,write,335,335000,356.22,356.22,2.81,2806.14,100%
write,write,327,327000,366.61,366.61,2.73,2726.29,100%
write,write,328,328000,365.21,365.21,2.74,2737.01,100%
write,write,327,327000,366.36,366.36,2.73,2728.34,100%
write,write,336,336000,356.41,356.41,2.8,2804.65,100%
write,write,326,326000,367.68,367.68,2.72,2718.59,100%
write,write,332,332000,360.55,360.55,2.77,2772.35,100%
write,write,324,324000,370.18,370.18,2.7,2700.27,100%
write,write,330,330000,361.54,361.54,2.76,2764.95,100%
write,write,330,330000,362.8,362.8,2.75,2754.91,100%
write,write,330,330000,363.08,363.08,2.75,2753.17,100%
write,write,323,323000,369.81,369.81,2.7,2702.73,100%
write,write,321,321000,373.26,373.26,2.68,2678.01,100%
write,write,322,322000,371.88,371.88,2.69,2687.9,100%
write,write,328,328000,365.24,365.24,2.74,2736.91,100%
write,write,331,331000,362.21,362.21,2.76,2759.48,100%
write,write,332,332000,361.06,361.06,2.77,2768.07,100%
write,write,326,326000,367.75,367.75,2.72,2718.12,100%
write,write,322,322000,372.26,372.26,2.69,2685.3,100%
write,write,332,332000,358.36,358.36,2.79,2789.35,100%
write,write,324,324000,370.16,370.16,2.7,2700.32,100%
write,write,336,336000,356.2,356.2,2.81,2806.22,100%
write,write,332,332000,360.58,360.58,2.77,2771.98,100%
write,write,330,330000,362.92,362.92,2.75,2754.2,100%
write,write,329,329000,363.9,363.9,2.75,2746.73,100%
write,write,327,327000,366.74,366.74,2.73,2725.59,100%
write,write,327,327000,365.95,365.95,2.73,2731.24,100%
write,write,338,338000,353.76,353.76,2.83,2825.35,100%
write,write,324,324000,369.62,369.62,2.7,2704.35,100%
write,write,334,334000,358.37,358.37,2.79,2789.19,100%
write,write,331,331000,362.38,362.38,2.76,2758.43,100%
