Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,131,134144000,909.05,899.92,1.1,1126295.11,100%
write,write,139,142336000,856.86,847.29,1.17,1194825.69,100%
write,write,138,141312000,864.29,855.29,1.16,1184509.64,100%
write,write,133,136192000,895.89,886.89,1.12,1142847.55,100%
write,write,141,144384000,841.74,832.43,1.19,1216346.68,100%
write,write,137,140288000,860.5,852.04,1.16,1189788.82,100%
write,write,125,128000000,940.87,931.6,1.06,1088204.04,100%
write,write,141,144384000,844.12,834.9,1.18,1212831.91,100%
write,write,133,136192000,893.89,884.83,1.12,1145375.34,100%
write,write,141,144384000,844.82,835.74,1.18,1211895.35,100%
write,write,138,141312000,864.83,855.53,1.16,1183904.29,100%
write,write,139,142336000,858.68,849.4,1.16,1192313.49,100%
write,write,136,139264000,872.79,863.68,1.15,1173085.35,100%
write,write,132,135168000,908.2,899.05,1.1,1127320.65,100%
write,write,143,146432000,835.64,826.76,1.2,1225198.09,100%
write,write,140,143360000,844.25,835.16,1.18,1212705.66,100%
write,write,142,145408000,840.82,831.48,1.19,1217659.28,100%
write,write,128,131072000,928.8,919.05,1.08,1102297.57,100%
write,write,142,145408000,836.04,826.56,1.2,1224591.54,100%
write,write,135,138240000,881.99,873.04,1.13,1160861.24,100%
write,write,135,138240000,880.7,871.44,1.14,1162471.93,100%
write,write,138,141312000,861.98,852.94,1.16,1187735.34,100%
write,write,130,133120000,910.58,901.44,1.1,1124295.84,100%
write,write,138,141312000,857.75,848.75,1.17,1193594.16,100%
write,write,133,136192000,897.03,887.91,1.11,1141363.01,100%
write,write,141,144384000,846.63,837.12,1.18,1209327.26,100%
write,write,133,136192000,899.47,890.2,1.11,1138224.7,100%
write,write,142,145408000,843.07,833.87,1.19,1214486.17,100%
write,write,145,148480000,820.85,811.83,1.22,1247269.92,100%
write,write,127,130048000,927.14,918.09,1.08,1104272.81,100%
write,write,132,135168000,893.48,884.15,1.12,1145928.53,100%
write,write,133,136192000,888.55,879.29,1.13,1152353.07,100%
write,write,133,136192000,893.35,884.23,1.12,1146050.02,100%
write,write,133,136192000,896.01,886.92,1.12,1142655.78,100%
write,write,142,145408000,841.01,831.7,1.19,1217414.6,100%
write,write,138,141312000,865.43,856.39,1.16,1183032.09,100%
write,write,137,140288000,869.36,860.29,1.15,1177683.38,100%
write,write,136,139264000,878.68,869.07,1.14,1165194.11,100%
write,write,135,138240000,876.52,867.27,1.14,1168011.49,100%
write,write,136,139264000,876.96,867.77,1.14,1167518.99,100%
write,write,129,132096000,921.08,911.85,1.09,1111572.99,100%
write,write,127,130048000,936.28,926.84,1.07,1093603.1,100%
write,write,139,142336000,856.4,847.12,1.17,1195387.63,100%
write,write,133,136192000,894.84,885.75,1.12,1144143.69,100%
write,write,138,141312000,852.79,843.56,1.17,1200570.92,100%
write,write,139,142336000,856.86,848.12,1.17,1194885.87,100%
write,write,139,142336000,860.24,850.92,1.16,1190199.85,100%
write,write,133,136192000,898.34,889.05,1.11,1139748.77,100%
write,write,133,136192000,889.59,880.29,1.12,1150950.73,100%
write,write,140,143360000,854.64,845.61,1.17,1198011.11,100%
write,write,136,139264000,874.49,865.15,1.14,1170767.8,100%
write,write,138,141312000,861.46,852.16,1.16,1188484.54,100%
write,write,136,139264000,870.41,861.06,1.15,1176295.7,100%
write,write,128,131072000,912.06,902.95,1.1,1122566.61,100%
write,write,139,142336000,858.74,849.57,1.16,1192243.58,100%
write,write,134,137216000,882.4,873.6,1.13,1160300.7,100%
write,write,132,135168000,905.45,896.27,1.1,1130706.11,100%
write,write,135,138240000,881.99,873.13,1.13,1160822.25,100%
write,write,135,138240000,870.64,861.44,1.15,1176020.21,100%
write,write,132,135168000,894.9,885.28,1.12,1144095.34,100%
write,write,135,138240000,886.88,877.84,1.13,1154482.14,100%
write,write,136,139264000,866.72,857.23,1.15,1181254.51,100%
write,write,131,134144000,898.95,889.28,1.11,1138927.33,100%
write,write,121,123904000,990.39,981.13,1.01,1033808.36,100%
write,write,142,145408000,842.8,833.89,1.19,1214780.41,100%
write,write,131,134144000,905.93,896.53,1.1,1130138.08,100%
write,write,135,138240000,881.08,871.52,1.13,1162032.21,100%
write,write,137,140288000,860.28,851.2,1.16,1190031.05,100%
write,write,131,134144000,906.92,897.91,1.1,1128977.69,100%
write,write,143,146432000,837.45,828.37,1.19,1222620.21,100%
write,write,140,143360000,846.85,837.71,1.18,1208860.71,100%
write,write,136,139264000,880.34,871.26,1.14,1163033.86,100%
write,write,133,136192000,889.36,880.05,1.12,1151193.95,100%
write,write,138,141312000,863.93,854.67,1.16,1185115.61,100%
write,write,135,138240000,875.17,866.24,1.14,1169830.16,100%
write,write,132,135168000,899,889.75,1.11,1138697.94,100%
write,write,135,138240000,882.91,873.83,1.13,1159605.08,100%
write,write,133,136192000,893.5,883.97,1.12,1145905.38,100%
write,write,128,131072000,934.02,924.99,1.07,1096112.19,100%
write,write,136,139264000,879.01,869.93,1.14,1164775.06,100%
write,write,140,143360000,850.28,841.04,1.18,1204119,100%
write,write,136,139264000,872.72,863.58,1.15,1173144.64,100%
write,write,143,146432000,837.22,827.81,1.19,1222885.68,100%
write,write,130,133120000,892.89,883.86,1.12,1146637.27,100%
write,write,134,137216000,890.78,882.05,1.12,1149376.38,100%
write,write,127,130048000,940.28,931.37,1.06,1088841.82,100%
write,write,142,145408000,836.46,827.22,1.2,1224024.58,100%
write,write,135,138240000,886.25,877.23,1.13,1155157.43,100%
write,write,130,133120000,915.77,906.78,1.09,1117979.04,100%
write,write,137,140288000,862.96,853.87,1.16,1186428.06,100%
write,write,138,141312000,868.2,858.91,1.15,1179300.16,100%
write,write,138,141312000,866.41,857.38,1.15,1181686.67,100%
write,write,133,136192000,886.08,876.85,1.13,1155442.44,100%
write,write,134,137216000,889.79,880.73,1.12,1150590.74,100%
write,write,139,142336000,860.06,850.78,1.16,1190428.8,100%
write,write,137,140288000,873.86,864.8,1.14,1171605.14,100%
