Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,write,write,write,write,write,write,write,Min-Version,Version,Max-Version
20:28:15,55,55000,91.07,91.07,10.96,10960.54,100%,0,0,0
20:28:20,57,57000,87.61,87.61,11.39,11393.16,100%,1,1,1
20:28:25,59,59000,85.32,85.32,11.7,11699.39,100%,2,2,2
20:28:30,58,58000,86.43,86.43,11.54,11542.29,100%,3,3,3
20:28:35,57,57000,88.75,88.75,11.24,11240.39,100%,4,4,4
20:28:40,0,0,N/A,N/A,0,0,N/A,5,5,5
20:28:45,59,59000,86.46,86.46,23.08,23078.43,100%,6,6,6
20:28:50,58,58000,86.6,86.6,11.52,11523.94,100%,7,7,7
20:28:55,52,52000,96.98,96.96,10.29,10288.88,100%,8,8,8
20:29:00,56,56000,90.04,90.04,11.09,11086.91,100%,9,9,9
20:29:05,57,57000,88.7,88.7,11.25,11249.26,100%,10,10,10
20:29:10,58,58000,86.29,86.29,11.57,11565.3,100%,11,11,11
20:29:15,60,60000,83.93,83.93,11.9,11897.68,100%,12,12,12
20:29:20,60,60000,84.1,84.1,11.87,11869.44,100%,13,13,13
20:29:25,57,57000,91.79,91.79,10.87,10867.49,100%,14,14,14
20:29:30,57,57000,87.61,87.61,11.39,11393.16,100%,15,15,15
20:29:35,52,52000,96.06,96.06,10.38,10381.31,100%,16,16,16
20:29:40,57,57000,87.96,87.96,11.34,11338.77,100%,17,17,17
20:29:45,55,55000,91.11,91.11,10.95,10951.81,100%,18,18,18
20:29:50,57,57000,88.54,88.54,11.28,11278.2,100%,19,19,19
20:29:55,56,56000,90.7,90.7,11,11001.96,100%,20,20,20
20:30:00,60,60000,83.22,83.22,11.99,11992.8,100%,21,21,21
20:30:05,60,60000,84.78,84.78,11.76,11764.71,100%,22,22,22
20:30:10,40,40000,95.82,95.82,10.41,10413.95,100%,23,23,23
