Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,1055,67520000,113.51,112.65,8.8,562882.44,100%
write,write,1075,68800000,111.38,110.52,8.96,573577.1,100%
write,write,1059,67776000,113.04,112.16,8.83,565261.63,100%
write,write,1059,67776000,113.1,112.23,8.83,564837.66,100%
write,write,1075,68800000,111.35,110.49,8.97,573868.94,100%
write,write,1054,67456000,113.65,112.79,8.79,562273.9,100%
write,write,1061,67904000,112.88,112.01,8.85,566196.95,100%
write,write,1054,67456000,113.6,112.73,8.79,562423.92,100%
write,write,1061,67904000,112.85,111.99,8.85,566187.51,100%
write,write,1061,67904000,112.9,112.03,8.84,565918.54,100%
write,write,1061,67904000,112.86,111.96,8.85,566111.98,100%
write,write,1059,67776000,113.04,112.16,8.83,565190.92,100%
write,write,1064,68096000,112.55,111.67,8.87,567703.21,100%
write,write,1071,68544000,111.83,110.94,8.93,571423.81,100%
write,write,1051,67264000,113.95,113.08,8.76,560790.36,100%
write,write,1065,68160000,112.38,111.5,8.88,568573.31,100%
