Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,620,39680000,193.29,192.52,5.17,330790.71,100%
write,write,615,39360000,194.93,194.15,5.13,328021.87,100%
write,write,612,39168000,195.82,195.06,5.1,326514.28,100%
write,write,605,38720000,198.12,197.32,5.04,322766.19,100%
write,write,610,39040000,196.22,195.43,5.09,325876.46,100%
write,write,618,39552000,193.81,193.04,5.15,329869.39,100%
write,write,622,39808000,192.37,191.57,5.19,332370.38,100%
write,write,601,38464000,199.31,198.56,5.01,320835.45,100%
write,write,623,39872000,192.46,191.69,5.19,332283.28,100%
write,write,617,39488000,194.22,193.47,5.14,329220.3,100%
write,write,607,38848000,197.29,196.55,5.06,324124.98,100%
write,write,624,39936000,192.11,191.33,5.2,332824.96,100%
write,write,610,39040000,196.48,195.7,5.09,325479.8,100%
write,write,612,39168000,195.86,195.1,5.1,326465.29,100%
write,write,614,39296000,195.06,194.26,5.12,327824.54,100%
write,write,611,39104000,196.1,195.3,5.1,326108.53,100%
write,write,617,39488000,194.17,193.41,5.15,329343.86,100%
write,write,617,39488000,194.17,193.4,5.15,329316.4,100%
write,write,610,39040000,196.37,195.61,5.09,325645.41,100%
write,write,608,38912000,197.14,196.38,5.07,324369.38,100%
write,write,614,39296000,195.26,194.46,5.12,327493.96,100%
write,write,619,39616000,193.43,192.66,5.17,330593.41,100%
write,write,604,38656000,198.28,197.48,5.04,322549.96,100%
write,write,597,38208000,200.62,199.85,4.98,318774.56,100%
write,write,605,38720000,197.93,197.14,5.05,323057.03,100%
write,write,617,39488000,194.24,193.44,5.14,329170.9,100%
write,write,612,39168000,195.73,194.99,5.11,326724,100%
write,write,618,39552000,193.96,193.15,5.15,329723.65,100%
write,write,614,39296000,195.04,194.28,5.12,327868.31,100%
write,write,608,38912000,196.99,196.2,5.07,324629.17,100%
write,write,608,38912000,196.94,196.15,5.07,324683.34,100%
write,write,617,39488000,194.19,193.4,5.15,329286.19,100%
