Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,35,573440000,3317.89,3145.03,0.3,4937829.37,100%
write,write,34,557056000,3359.09,3182.35,0.3,4877343.21,100%
write,write,29,475136000,4097.52,3911.21,0.24,3998283.33,100%
write,write,26,425984000,4522.46,4337.23,0.22,3622744.2,100%
write,write,30,491520000,3941.67,3815,0.25,4156511.89,100%
write,write,26,425984000,4537.35,4423.42,0.22,3610798.9,100%
write,write,35,573440000,3407.8,3292.57,0.29,4807632.65,100%
write,write,28,458752000,4191.07,4021.68,0.24,3909129.64,100%
write,write,37,606208000,3197.35,3084.27,0.31,5124111.41,100%
write,write,29,475136000,4126.69,3963.83,0.24,3970119.82,100%
write,write,28,458752000,4247.46,4112.07,0.24,3857230.54,100%
write,write,31,507904000,3756.65,3604.32,0.27,4361188.39,100%
write,write,32,524288000,3731.84,3625.22,0.27,4390249.62,100%
write,write,30,491520000,3988.8,3814.53,0.25,4107398.03,100%
write,write,34,557056000,3492.71,3323.29,0.29,4690721.39,100%
write,write,30,491520000,3940.33,3770.43,0.25,4157847.99,100%
write,write,27,442368000,4398.26,4225.67,0.23,3724984.63,100%
write,write,29,475136000,4051.72,3860.31,0.25,4043435.34,100%
write,write,25,409600000,4727.72,4568.8,0.21,3465400.98,100%
write,write,33,540672000,3633.88,3516.67,0.28,4508530.54,100%
write,write,29,475136000,3907.86,3761.21,0.26,4192462.79,100%
write,write,30,491520000,3995.57,3886.3,0.25,4100442.15,100%
write,write,34,557056000,3523.35,3326.65,0.28,4649883.14,100%
write,write,33,540672000,3622.91,3451.45,0.28,4522256.98,100%
write,write,34,557056000,3476.47,3305.79,0.29,4712626.37,100%
write,write,30,491520000,3984.8,3858.4,0.25,4111589.78,100%
write,write,33,540672000,3587.48,3413.03,0.28,4566795.05,100%
write,write,27,442368000,4409.7,4237,0.23,3715348.76,100%
write,write,32,524288000,3671.59,3500.59,0.27,4462215.41,100%
write,write,33,540672000,3633.94,3502.45,0.28,4508530.54,100%
write,write,30,491520000,3963.43,3786.37,0.25,4133650.67,100%
write,write,25,409600000,4786.12,4644.84,0.21,3423117.74,100%
write,write,32,524288000,3699.72,3581.81,0.27,4428332.52,100%
write,write,29,475136000,4047.9,3888.55,0.25,4047534.27,100%
write,write,31,507904000,3723.23,3559.9,0.27,4400370.81,100%
