Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,948,948000,126.18,126.18,7.91,7914.25,100%
write,write,922,922000,129.88,129.88,7.69,7688.2,100%
write,write,992,992000,120.75,120.75,8.27,8268.18,100%
write,write,947,947000,126.4,126.39,7.9,7899.7,100%
write,write,971,971000,123.36,123.36,8.09,8094.16,100%
write,write,980,980000,122.16,122.16,8.18,8175.39,100%
write,write,980,980000,122.23,122.23,8.17,8169.59,100%
write,write,975,975000,122.78,122.78,8.13,8132.32,100%
write,write,977,977000,122.61,122.61,8.14,8144.18,100%
write,write,968,968000,123.75,123.75,8.07,8067,100%
write,write,935,935000,128.15,128.15,7.79,7792.38,100%
write,write,1001,1001000,119.62,119.62,8.35,8347.16,100%
write,write,969,969000,123.6,123.6,8.08,8077.22,100%
write,write,945,945000,126.75,126.75,7.88,7878.41,100%
write,write,961,961000,124.65,124.65,8.01,8011.81,100%
write,write,952,952000,125.78,125.78,7.94,7938.1,100%
