Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,15,983040000,7936.27,4399.47,0.13,8257578.94,100%
write,write,15,983040000,7850.33,4296.53,0.13,8347967.87,100%
write,write,13,851968000,8385.46,3920.38,0.12,7815359.78,100%
write,write,14,917504000,8126.14,3673.93,0.12,8064693.06,100%
write,write,16,1048576000,7286.44,4157.12,0.14,8994167.3,100%
write,write,13,851968000,9096.54,4794.08,0.11,7204315.99,100%
write,write,13,851968000,8719.23,4212.38,0.11,7516193.06,100%
write,write,14,917504000,8161.86,4125.21,0.12,8029334.29,100%
write,write,13,851968000,8815.38,4514.08,0.11,7434210.87,100%
write,write,14,917504000,8122.79,3611.71,0.12,8067955.19,100%
write,write,14,917504000,8131.5,3781.5,0.12,8059521.61,100%
write,write,14,917504000,8125.86,3976,0.12,8065047.51,100%
write,write,15,983040000,7792.53,3928.27,0.13,8409958.08,100%
write,write,16,1048576000,7241.69,3455,0.14,9049668.16,100%
write,write,14,917504000,7996.64,3894.43,0.13,8195365.95,100%
write,write,15,983040000,7501.6,3945.53,0.13,8736036.68,100%
write,write,14,917504000,7969.71,4183.93,0.13,8223056.72,100%
write,write,16,1048576000,7284.88,3908.25,0.14,8995710.51,100%
write,write,13,851968000,8550.15,4720.54,0.12,7664753.41,100%
write,write,16,1048576000,7250.75,4345.62,0.14,9038513.26,100%
write,write,14,917504000,8384.71,5231.29,0.12,7815994.82,100%
write,write,15,983040000,7789.8,4325.2,0.13,8412908.97,100%
write,write,16,1048576000,7191.25,4086.94,0.14,9113218.21,100%
write,write,15,983040000,7811.73,3680.27,0.13,8389144.91,100%
write,write,16,1048576000,7478.44,3538.12,0.13,8763254.66,100%
write,write,15,983040000,7585.73,3801.8,0.13,8639147.9,100%
write,write,16,1048576000,7158.19,3707,0.14,9155150.44,100%
write,write,15,983040000,7674,4274.07,0.13,8539856.84,100%
write,write,16,1048576000,7306.31,3705.69,0.14,8969701.12,100%
write,write,14,917504000,8049.07,4157.43,0.12,8141984.95,100%
write,write,16,1048576000,7343.69,3379.06,0.14,8923975.12,100%
write,write,13,851968000,8528.62,3896.77,0.12,7684248.5,100%
write,write,15,983040000,7549.07,3800.93,0.13,8681261.43,100%
write,write,15,983040000,7510.13,3919.87,0.13,8726188.15,100%
write,write,16,1048576000,7398.12,3834.69,0.14,8858236.25,100%
write,write,14,917504000,8158.57,3470.36,0.12,8032708.52,100%
write,write,14,917504000,8103.64,4647,0.12,8086941.96,100%
write,write,16,1048576000,7402.44,4145.06,0.14,8853150.51,100%
write,write,16,1048576000,7126.06,3702.5,0.14,9196583,100%
write,write,15,983040000,7816.73,3274.73,0.13,8383707.44,100%
write,write,16,1048576000,7096.69,3714.94,0.14,9234487.01,100%
write,write,16,1048576000,7160.69,4370.25,0.14,9152113.95,100%
write,write,14,917504000,8335.57,4902.93,0.12,7862141.06,100%
write,write,14,917504000,8047.5,3883.21,0.12,8143430.26,100%
write,write,16,1048576000,7096.38,3400.12,0.14,9235056.32,100%
write,write,14,917504000,8553.36,3647.21,0.12,7661828.81,100%
write,write,16,1048576000,7486.25,3561.44,0.13,8753890.34,100%
write,write,15,983040000,7753.07,4249.6,0.13,8452767.89,100%
write,write,13,851968000,8667.23,4995.62,0.12,7561219.78,100%
write,write,15,983040000,7900.67,3936.53,0.13,8294926.21,100%
write,write,14,917504000,7949.86,4217.5,0.13,8243596.08,100%
write,write,15,983040000,7630.6,3725.87,0.13,8588502.53,100%
write,write,13,851968000,8264.38,5299.38,0.12,7929857.22,100%
write,write,15,983040000,7593.73,3607.8,0.13,8630122.56,100%
write,write,15,983040000,7683.2,4205.33,0.13,8529779.26,100%
write,write,15,983040000,7885.27,3969.2,0.13,8311126.14,100%
write,write,15,983040000,7843.33,4200.13,0.13,8355489.07,100%
write,write,14,917504000,8045.57,4367.57,0.12,8145599.18,100%
write,write,15,983040000,7999.87,4004.67,0.12,8192000,100%
write,write,15,983040000,7510.73,3715.87,0.13,8725413.62,100%
write,write,15,983040000,7626.4,4105,0.13,8593157.22,100%
write,write,15,983040000,7532.8,4072.53,0.13,8700007.97,100%
write,write,15,983040000,7693.4,3527.27,0.13,8518470.38,100%
write,write,14,917504000,8323.21,4055.43,0.12,7873881.14,100%
