Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,163,166912000,367.36,355.71,2.72,2787348.45,100%
read,read,168,172032000,355.4,344.21,2.81,2881077.19,100%
read,read,166,169984000,360.73,348.83,2.77,2838364.95,100%
read,read,165,168960000,363.18,351.52,2.75,2819430.31,100%
read,read,164,167936000,365.6,353.82,2.73,2800613.7,100%
read,read,165,168960000,362.39,350.88,2.76,2825465.31,100%
read,read,167,171008000,357.97,346.17,2.79,2860526.58,100%
read,read,163,166912000,365.86,354.45,2.73,2798799.4,100%
read,read,170,174080000,350.92,339.16,2.85,2917916.83,100%
read,read,172,176128000,348.54,337.19,2.87,2937865.92,100%
read,read,168,172032000,356.38,344.38,2.81,2873281.78,100%
read,read,165,168960000,363.47,351.91,2.75,2817314.75,100%
read,read,166,169984000,359.31,347.58,2.78,2849737.63,100%
read,read,160,163840000,373.88,362.28,2.67,2738837.53,100%
read,read,163,166912000,367.31,355.81,2.72,2787581.21,100%
read,read,164,167936000,364.15,352.67,2.75,2811962.09,100%
read,read,167,171008000,358.44,346.84,2.79,2856703.75,100%
read,read,169,173056000,354.91,343.2,2.82,2884987.91,100%
read,read,169,173056000,354.55,342.78,2.82,2887924.7,100%
read,read,166,169984000,360.96,349.37,2.77,2836659.77,100%
read,read,164,167936000,364.35,352.38,2.74,2810456.2,100%
read,read,166,169984000,360.01,347.95,2.78,2844301.66,100%
read,read,165,168960000,361.13,349.46,2.77,2835422.65,100%
read,read,168,172032000,355.08,343.44,2.82,2883588.39,100%
read,read,169,173056000,353.97,342.42,2.82,2892655.37,100%
read,read,162,165888000,368.27,355.38,2.72,2780463.28,100%
read,read,167,171008000,357.71,345.84,2.8,2862585.58,100%
read,read,164,167936000,365.09,353.59,2.74,2804682.93,100%
read,read,166,169984000,360.62,348.67,2.77,2839455.44,100%
read,read,166,169984000,360.7,349.02,2.77,2838838.97,100%
read,read,164,167936000,365.46,352.24,2.74,2801922.05,100%
read,read,165,168960000,361.47,349.74,2.77,2832570.54,100%
read,read,168,172032000,356.25,343.64,2.81,2874385.96,100%
read,read,168,172032000,356.83,345.55,2.8,2869687.06,100%
read,read,166,169984000,360.7,349.15,2.77,2838886.38,100%
read,read,165,168960000,361.85,350.39,2.76,2829771.55,100%
read,read,164,167936000,365.66,353.53,2.73,2800380.2,100%
read,read,167,171008000,358.1,345.24,2.79,2859474.28,100%
read,read,168,172032000,355.89,344.15,2.81,2877174.2,100%
read,read,167,171008000,357.64,345.89,2.8,2863160.71,100%
read,read,168,172032000,355.01,342.61,2.82,2884168.52,100%
read,read,169,173056000,353.29,341.54,2.83,2898372.08,100%
read,read,164,167936000,365.49,353.69,2.74,2801641.59,100%
read,read,168,172032000,355.51,343.99,2.81,2880401.84,100%
read,read,164,167936000,365.54,353.59,2.74,2801361.18,100%
read,read,168,172032000,355.08,343.05,2.82,2883878.43,100%
read,read,164,167936000,364.05,352.29,2.75,2812668.53,100%
read,read,164,167936000,364.36,352.68,2.74,2810268.08,100%
read,read,167,171008000,359.14,347.62,2.78,2851226.3,100%
read,read,167,171008000,358.84,347.24,2.79,2853319.54,100%
read,read,162,165888000,368.59,356.98,2.71,2778088.52,100%
read,read,163,166912000,366.6,354.75,2.73,2793179.04,100%
read,read,163,166912000,366.79,355.47,2.73,2791684.09,100%
read,read,169,173056000,354.13,341.18,2.82,2891592.03,100%
read,read,170,174080000,352.75,341.22,2.83,2902736.32,100%
read,read,169,173056000,354.69,343.34,2.82,2886768.53,100%
read,read,164,167936000,363.75,352.4,2.75,2814789.98,100%
read,read,165,168960000,362.36,350.58,2.76,2825843.35,100%
read,read,166,169984000,360.75,349.13,2.77,2838459.74,100%
read,read,166,169984000,360.87,349.16,2.77,2837559.47,100%
read,read,167,171008000,358.38,346.28,2.79,2857228.78,100%
read,read,168,172032000,355.85,344.29,2.81,2877366.7,100%
read,read,165,168960000,362.84,351.23,2.76,2822020.31,100%
read,read,163,166912000,367.4,355.72,2.72,2786976.12,100%
read,read,166,169984000,359.95,348.46,2.78,2844777.67,100%
read,read,163,166912000,367.4,355.74,2.72,2787022.66,100%
read,read,163,166912000,365.99,354.78,2.73,2797720.42,100%
read,read,161,164864000,370.75,358.78,2.7,2761864.88,100%
