Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,885,56640000,67.74,29.63,14.75,944157.36,100%
read,read,885,56640000,67.67,29.57,14.77,944976.48,100%
read,read,881,56384000,67.98,29.94,14.7,940501.41,100%
read,read,884,56576000,67.8,29.73,14.74,943200.57,100%
read,read,883,56512000,67.9,29.79,14.72,941882.36,100%
read,read,883,56512000,67.88,29.86,14.72,942133.6,100%
read,read,888,56832000,67.44,29.41,14.81,947958.37,100%
read,read,883,56512000,67.88,29.78,14.72,941992.27,100%
read,read,883,56512000,67.87,29.8,14.72,942070.78,100%
read,read,885,56640000,67.7,29.6,14.76,944519.49,100%
read,read,887,56768000,67.54,29.54,14.79,946843.47,100%
read,read,886,56704000,67.6,29.54,14.78,945776,100%
read,read,886,56704000,67.66,29.63,14.77,945082.42,100%
read,read,882,56448000,67.97,29.88,14.7,940878.41,100%
read,read,885,56640000,67.72,29.65,14.75,944141.62,100%
read,read,885,56640000,67.74,29.67,14.75,944078.67,100%
