Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,171,2801664000,348.16,102.3,2.87,47057527.25,100%
read,read,180,2949120000,332.44,105.89,3.01,49279304.87,100%
read,read,179,2932736000,333.89,104.26,2.99,49062919.28,100%
read,read,170,2785280000,350.92,115.72,2.85,46684321.68,100%
read,read,173,2834432000,345.78,96.98,2.89,47381097.26,100%
read,read,169,2768896000,353.89,108.69,2.83,46296415.2,100%
read,read,171,2801664000,349.81,118.73,2.86,46833338.91,100%
read,read,172,2818048000,346.25,109.37,2.89,47312850.48,100%
read,read,179,2932736000,334.63,98.21,2.99,48958899.54,100%
read,read,164,2686976000,364.88,115.49,2.74,44900422.77,100%
read,read,184,3014656000,325.09,95.21,3.08,50393768.18,100%
read,read,168,2752512000,356.14,114.45,2.81,46002473.51,100%
read,read,189,3096576000,316.58,88.9,3.16,51749323.17,100%
read,read,171,2801664000,350.02,106.94,2.86,46805172.24,100%
read,read,181,2965504000,330.55,102.76,3.03,49563845.43,100%
read,read,178,2916352000,336.21,99.83,2.97,48730942.75,100%
