Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,read,read,read,read,read,read,read,Min-Version,Version,Max-Version
00:13:08,30,491520000,1698.27,1323,5.89,96478179.91,100%,0,0,0
00:13:13,386,6324224000,1868.84,1397.59,63.37,1038308803.7,100%,1,1,1
00:13:18,403,6602752000,1885.94,1429.74,73.46,1203580859.5,100%,2,2,2
00:13:23,386,6324224000,1881.42,1469.64,67.24,1101693566.54,100%,3,3,3
00:13:28,353,5783552000,1900.27,1447.63,61.63,1009775011.07,100%,4,4,4
00:13:33,351,5750784000,1839.95,1407.73,65.34,1070502328.91,100%,5,5,5
00:13:38,279,4571136000,1859.89,1445.91,58.51,958596347.75,100%,6,6,6
00:13:43,309,5062656000,1964.94,1486.74,70.8,1160005520.76,100%,7,7,7
00:13:48,344,5636096000,1957.84,1531.73,71.47,1170992589.82,100%,8,8,8
00:13:53,343,5619712000,1948.87,1503.78,66.53,1090081135.25,100%,9,9,9
00:13:58,351,5750784000,1905.3,1483.96,68.79,1127126758.24,100%,10,10,10
00:14:03,314,5144576000,1881.36,1431.09,63.08,1033544822.47,100%,11,11,11
00:14:08,137,2244608000,1809.23,1407.11,48.95,802024411.62,100%,12,12,12
