Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,32,524288000,1873.5,1458.75,0.53,8745129.44,100%
read,read,33,540672000,1809.82,1421.21,0.55,9052388.37,100%
read,read,32,524288000,1833.34,1458.78,0.55,8936371.85,100%
read,read,32,524288000,1856.09,1425.84,0.54,8827140.33,100%
read,read,32,524288000,1859.44,1455.88,0.54,8811266.85,100%
read,read,32,524288000,1826.31,1453.88,0.55,8971082.44,100%
read,read,31,507904000,1909.45,1392.58,0.52,8580184.14,100%
read,read,31,507904000,1881.23,1441.87,0.53,8709214.99,100%
read,read,32,524288000,1857.84,1441.41,0.54,8818677.25,100%
read,read,32,524288000,1861.97,1410.41,0.54,8799288.39,100%
read,read,31,507904000,1916.32,1413.71,0.52,8549564.87,100%
read,read,32,524288000,1817.06,1365.09,0.55,9016130.7,100%
read,read,31,507904000,1895.65,1434.68,0.53,8642820.68,100%
read,read,31,507904000,1912.61,1468.06,0.52,8566147.2,100%
read,read,30,491520000,1927.03,1468.07,0.52,8502188.16,100%
read,read,29,475136000,1997.07,1502.52,0.5,8204023.14,100%
read,read,32,524288000,1853.12,1428.25,0.54,8840834.36,100%
read,read,33,540672000,1812.61,1409.21,0.55,9038617.14,100%
read,read,31,507904000,1911.23,1411.94,0.52,8572364.09,100%
read,read,32,524288000,1868.75,1406.69,0.54,8767211.25,100%
read,read,32,524288000,1840.31,1383.5,0.54,8902533.45,100%
read,read,30,491520000,1940.23,1480.67,0.52,8444200.11,100%
read,read,30,491520000,1973.37,1484.03,0.51,8302422.22,100%
read,read,32,524288000,1857.28,1386.47,0.54,8821199.63,100%
read,read,30,491520000,1975.1,1491.83,0.51,8295276.19,100%
read,read,31,507904000,1879.61,1454.32,0.53,8716688.41,100%
read,read,32,524288000,1873.66,1457.06,0.53,8744400.15,100%
read,read,31,507904000,1886.29,1387.77,0.53,8685831.55,100%
read,read,31,507904000,1902.74,1424.16,0.53,8610731.54,100%
read,read,31,507904000,1925.16,1509.39,0.52,8510455.76,100%
read,read,30,491520000,1982.33,1555.27,0.5,8265007.57,100%
read,read,32,524288000,1839.16,1353.31,0.54,8908432.88,100%
read,read,32,524288000,1856.38,1386.34,0.54,8825654.41,100%
read,read,32,524288000,1850.94,1463.25,0.54,8851730.54,100%
read,read,31,507904000,1919.9,1485.1,0.52,8533763.46,100%
read,read,31,507904000,1866.84,1475.19,0.54,8776333.98,100%
read,read,31,507904000,1870.97,1490.81,0.53,8756814.54,100%
read,read,32,524288000,1850.69,1420.94,0.54,8852776.79,100%
read,read,31,507904000,1915.42,1422.84,0.52,8553740.44,100%
read,read,33,540672000,1808.76,1420.3,0.55,9058151.42,100%
read,read,32,524288000,1851.47,1459.62,0.54,8849190.68,100%
read,read,31,507904000,1891.68,1512.61,0.53,8661096.14,100%
read,read,29,475136000,2026.62,1506.52,0.49,8084256.38,100%
read,read,30,491520000,1957.47,1486.33,0.51,8370002.04,100%
read,read,33,540672000,1803.33,1355.85,0.55,9085244.74,100%
read,read,32,524288000,1845.03,1441.25,0.54,8879915.99,100%
read,read,31,507904000,1923,1484.97,0.52,8520020.8,100%
read,read,31,507904000,1892.26,1448.97,0.53,8658143.26,100%
read,read,29,475136000,2006.28,1552.86,0.5,8166234.12,100%
read,read,31,507904000,1891.1,1442.84,0.53,8663755.46,100%
read,read,31,507904000,1870.84,1402.29,0.53,8757418.49,100%
read,read,33,540672000,1800.67,1408.21,0.56,9098546.04,100%
read,read,31,507904000,1915.35,1426.97,0.52,8554028.56,100%
read,read,33,540672000,1781.21,1384.91,0.56,9197917.73,100%
read,read,30,491520000,1982.5,1538.07,0.5,8264173.78,100%
read,read,31,507904000,1910.13,1441.26,0.52,8577141.31,100%
read,read,32,524288000,1845.47,1358.09,0.54,8877961.22,100%
read,read,30,491520000,1936.8,1503.87,0.52,8459023.16,100%
read,read,32,524288000,1818.59,1379.25,0.55,9009158.86,100%
read,read,31,507904000,1915.71,1443.42,0.52,8552156.12,100%
read,read,32,524288000,1822.34,1396.66,0.55,8990465.74,100%
read,read,32,524288000,1836.22,1450.44,0.54,8922532.33,100%
read,read,29,475136000,2031.03,1522,0.49,8066825.13,100%
read,read,32,524288000,1851.12,1413.47,0.54,8850684.54,100%
read,read,31,507904000,1904.68,1381.16,0.52,8601544.51,100%
read,read,30,491520000,1960.63,1516.07,0.51,8356341.38,100%
read,read,31,507904000,1895.35,1408.97,0.53,8644291.65,100%
read,read,32,524288000,1856.56,1437.31,0.54,8824763.09,100%
read,read,33,540672000,1789.21,1383.15,0.56,9157103.18,100%
read,read,31,507904000,1911.71,1433.39,0.52,8570194.38,100%
read,read,33,540672000,1813.61,1417.52,0.55,9033784.46,100%
read,read,31,507904000,1896.55,1443.29,0.53,8638557.7,100%
read,read,32,524288000,1867.16,1428.22,0.54,8774841.42,100%
read,read,31,507904000,1891.87,1436.61,0.53,8660062.41,100%
read,read,30,491520000,1965.8,1509.73,0.51,8334520.3,100%
read,read,31,507904000,1891.68,1522.61,0.53,8660948.45,100%
read,read,32,524288000,1812.56,1412.03,0.55,9038980.74,100%
read,read,31,507904000,1912.71,1512.45,0.52,8565858.27,100%
read,read,31,507904000,1920.13,1444.32,0.52,8532473.2,100%
read,read,30,491520000,1976,1447.3,0.51,8291358.11,100%
read,read,30,491520000,1997.57,1596.5,0.5,8201979.07,100%
read,read,33,540672000,1803.15,1432.42,0.55,9086008.13,100%
read,read,31,507904000,1927.74,1503.65,0.52,8498920.7,100%
read,read,31,507904000,1914.29,1501.16,0.52,8558785.37,100%
read,read,29,475136000,2022.9,1563.76,0.49,8099277.24,100%
read,read,31,507904000,1871.16,1473.32,0.53,8756059.72,100%
read,read,30,491520000,1938.97,1445.53,0.52,8449861.61,100%
read,read,30,491520000,1952.3,1501.23,0.51,8392152.85,100%
read,read,31,507904000,1905.68,1474.9,0.52,8597467.67,100%
read,read,32,524288000,1818.72,1419.09,0.55,9008384.88,100%
