Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,read,read,read,read,read,read,read,Min-Version,Version,Max-Version
23:58:01,1825,116800000,88.22,50.64,362.55,23203502.09,100%,0,0,0
23:58:06,1871,119744000,86.28,47.95,370.76,23728443.25,100%,1,1,1
23:58:11,1709,109376000,88.33,50.04,339.55,21731042.28,100%,2,2,2
23:58:16,1736,111104000,87.18,48.83,366.7,23468701.95,100%,3,3,3
23:58:21,1236,79104000,85.49,47.18,268.53,17185850.42,100%,4,4,4
23:58:26,1060,67840000,85.88,47.58,338.35,21654154.75,100%,5,5,5
23:58:31,1777,113728000,88.15,49.87,510.15,32649499.54,100%,6,6,6
23:58:36,1861,119104000,86.74,48.43,380.5,24352231.41,100%,7,7,7
23:58:41,1784,114176000,87.62,49.24,353.7,22636527.09,100%,8,8,8
23:58:46,1853,118592000,87.11,48.81,378.73,24238620.64,100%,9,9,9
23:58:51,1801,115264000,86.91,48.6,356.59,22821864.24,100%,10,10,10
23:58:56,1728,110592000,84.11,45.79,392.27,25104993.34,100%,11,11,11
