Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,879,879000,68.23,30.22,14.66,14657.33,100%
read,read,884,884000,67.86,29.83,14.74,14736.03,100%
read,read,883,883000,67.91,29.99,14.73,14725.75,100%
read,read,882,882000,67.98,30.02,14.71,14710.79,100%
read,read,881,881000,68.05,30.02,14.7,14695.33,100%
read,read,881,881000,68.04,30.09,14.7,14697.79,100%
read,read,880,880000,68.15,30.12,14.67,14674.25,100%
read,read,879,879000,68.2,30.17,14.66,14661.48,100%
read,read,882,882000,67.99,29.95,14.71,14708.58,100%
read,read,883,883000,67.91,29.85,14.73,14725.26,100%
read,read,881,881000,68.05,30.12,14.69,14694.84,100%
read,read,887,887000,67.59,29.6,14.8,14795.91,100%
read,read,879,879000,68.2,30.05,14.66,14663.69,100%
read,read,884,884000,67.85,29.86,14.74,14739.23,100%
read,read,879,879000,68.2,30.24,14.66,14662.71,100%
read,read,880,880000,68.12,30.14,14.68,14679.39,100%
