Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,229,229000,261.78,223.62,3.82,3819.66,100%
read,read,229,229000,261.67,223.66,3.82,3821.19,100%
read,read,230,230000,260.43,222.18,3.84,3839.16,100%
read,read,228,228000,262.71,224.47,3.81,3806.03,100%
read,read,228,228000,262.5,224.29,3.81,3808.57,100%
read,read,230,230000,260.52,222.27,3.84,3838.13,100%
read,read,231,231000,259.58,221.29,3.85,3851.54,100%
read,read,230,230000,259.93,221.71,3.85,3846.67,100%
read,read,231,231000,259.26,221.24,3.86,3856.68,100%
read,read,230,230000,260.6,222.39,3.84,3836.85,100%
read,read,230,230000,260.17,222.04,3.84,3843.33,100%
read,read,230,230000,260.75,222.35,3.83,3834.61,100%
read,read,231,231000,259.66,221.34,3.85,3850.77,100%
read,read,227,227000,263.91,225.61,3.79,3788.89,100%
read,read,227,227000,263.85,225.59,3.79,3789.4,100%
read,read,230,230000,260.09,221.92,3.84,3844.42,100%
read,read,228,228000,263.04,224.95,3.8,3801.08,100%
read,read,228,228000,262.64,224.41,3.81,3806.92,100%
read,read,228,228000,262.83,224.74,3.8,3804.31,100%
read,read,229,229000,261.59,223.21,3.82,3822.08,100%
read,read,225,225000,265.8,227.47,3.76,3761.6,100%
read,read,230,230000,260.1,221.94,3.84,3844.23,100%
read,read,230,230000,260.8,222.61,3.83,3834.23,100%
read,read,228,228000,263.1,224.72,3.8,3800.38,100%
read,read,230,230000,260.81,222.64,3.83,3833.72,100%
read,read,231,231000,258.95,220.74,3.86,3861.33,100%
read,read,231,231000,259.48,221.16,3.85,3853.21,100%
read,read,229,229000,261.11,222.96,3.83,3829.3,100%
read,read,228,228000,262.71,224.5,3.81,3805.96,100%
read,read,229,229000,261.81,223.72,3.82,3819.15,100%
read,read,227,227000,264.04,225.71,3.79,3786.55,100%
read,read,226,226000,264.89,226.77,3.77,3774.85,100%
read,read,228,228000,263.01,224.86,3.8,3801.71,100%
read,read,231,231000,259.05,220.96,3.86,3859.71,100%
read,read,225,225000,266.04,227.88,3.76,3758.71,100%
