Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,146,2392064000,408.3,128.6,2.45,40124530.33,100%
read,read,160,2621440000,372.14,117.05,2.69,44024519.27,100%
read,read,144,2359296000,416.09,140.01,2.4,39373441.7,100%
read,read,155,2539520000,384.43,115.01,2.6,42617261.58,100%
read,read,143,2342912000,416.76,134.66,2.4,39310604.03,100%
read,read,156,2555904000,384.46,123.75,2.6,42611893.77,100%
read,read,145,2375680000,412.99,153.94,2.42,39668714.93,100%
read,read,154,2523136000,389.34,136.15,2.57,42080320.21,100%
read,read,151,2473984000,396.82,124.51,2.52,41286050.43,100%
read,read,155,2539520000,384.28,118.18,2.6,42633717.22,100%
read,read,150,2457600000,395.73,137.01,2.53,41399524.96,100%
read,read,155,2539520000,386.72,128.68,2.59,42364167.15,100%
read,read,154,2523136000,386.73,126.16,2.58,42352261.85,100%
read,read,158,2588672000,377.21,116.93,2.65,43430450.47,100%
read,read,148,2424832000,402.93,131.22,2.48,40659177.03,100%
read,read,149,2441216000,400.37,115.44,2.5,40920864.27,100%
