Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,read,read,read,read,read,read,read,Min-Version,Version,Max-Version
00:24:58,59,59000,85.03,47.59,11.76,11757.67,100%,0,0,0
00:25:03,71,71000,70.42,32.54,14.2,14200,100%,1,1,1
00:25:08,74,74000,67.78,29.47,14.75,14752.79,100%,2,2,2
00:25:13,82,82000,61.71,23.5,16.21,16205.53,100%,3,3,3
00:25:18,83,83000,60.58,22.66,16.51,16507.56,100%,4,4,4
00:25:23,82,82000,61.61,23.63,16.23,16231.2,100%,5,5,5
00:25:28,82,82000,61.02,22.96,16.39,16386.89,100%,6,6,6
00:25:33,83,83000,60.53,22.43,16.52,16520.7,100%,7,7,7
00:25:38,0,0,N/A,N/A,0,0,N/A,8,8,8
00:25:43,83,83000,60.67,22.7,32.96,32962.67,100%,9,9,9
00:25:48,83,83000,60.82,22.72,16.44,16442.16,100%,10,10,10
00:25:53,77,77000,60.88,22.7,16.42,16424.91,100%,11,11,11
