Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,14,917504000,4050.21,2056.5,0.25,16180872.26,100%
read,read,15,983040000,3989.33,2268.93,0.25,16427532.96,100%
read,read,14,917504000,4050.79,2261.64,0.25,16178589.69,100%
read,read,15,983040000,3918.27,2225.8,0.26,16724624.86,100%
read,read,13,851968000,4451.92,2382.08,0.22,14720320.68,100%
read,read,14,917504000,4143.5,2389.36,0.24,15816580.19,100%
read,read,14,917504000,4126.5,2243.93,0.24,15881739.97,100%
read,read,16,1048576000,3748.75,1955.19,0.27,17481802.57,100%
read,read,15,983040000,3885,2176.27,0.26,16868983.27,100%
read,read,16,1048576000,3660.94,1963.38,0.27,17901119.91,100%
read,read,14,917504000,4131,2368.57,0.24,15864165.3,100%
read,read,15,983040000,3735,2029,0.27,17546452.48,100%
read,read,15,983040000,3986.27,2197.13,0.25,16440445.53,100%
read,read,15,983040000,3840.4,2170.87,0.26,17064592.84,100%
read,read,15,983040000,3972.27,2395.07,0.25,16497835.06,100%
read,read,13,851968000,4456.46,2505.38,0.22,14705837.68,100%
read,read,13,851968000,4488.08,2636.62,0.22,14602245.27,100%
read,read,14,917504000,4243.07,2711.86,0.24,15445415.21,100%
read,read,13,851968000,4486.62,3120.23,0.22,14606751.59,100%
read,read,15,983040000,3958.6,2400.13,0.25,16555347.85,100%
read,read,14,917504000,4127.21,2506.79,0.24,15878991.36,100%
read,read,17,1114112000,3484.24,1715.35,0.29,18809292.27,100%
read,read,15,983040000,3893.07,2087.47,0.26,16834029.73,100%
read,read,15,983040000,3784.4,2047.8,0.26,17317103.25,100%
read,read,15,983040000,3979.93,2477.67,0.25,16466607.48,100%
read,read,14,917504000,4147.29,2507.79,0.24,15801870.38,100%
read,read,15,983040000,3781.47,1938.33,0.26,17330536.11,100%
read,read,14,917504000,4185.57,2576.57,0.24,15657599.24,100%
read,read,15,983040000,3876.33,2150.2,0.26,16906698.77,100%
read,read,14,917504000,4098.07,2475.36,0.24,15991912.57,100%
read,read,16,1048576000,3641.56,2035.06,0.27,17996361.51,100%
read,read,14,917504000,4144.93,2418.57,0.24,15810856.45,100%
read,read,14,917504000,4132.14,2490.79,0.24,15860051.86,100%
read,read,14,917504000,4014.79,2280.36,0.25,16323370.34,100%
read,read,15,983040000,3962.67,2271.27,0.25,16538079.78,100%
read,read,15,983040000,3875.73,2225.47,0.26,16908734.39,100%
read,read,15,983040000,3788.6,2132.27,0.26,17297906.04,100%
read,read,16,1048576000,3544.44,1946.19,0.28,18489816.79,100%
read,read,15,983040000,3870.2,2228.2,0.26,16933491.81,100%
read,read,15,983040000,3961.13,1817.27,0.25,16544759.92,100%
read,read,16,1048576000,3558.75,1817.69,0.28,18414808.05,100%
read,read,14,917504000,4056.14,2677,0.25,16156937.33,100%
read,read,14,917504000,4141.93,2549.93,0.24,15822580.92,100%
read,read,14,917504000,4158.07,2659.43,0.24,15761153.01,100%
read,read,15,983040000,3785.4,2327.8,0.26,17312223.73,100%
read,read,15,983040000,3946.73,2227,0.25,16604563.96,100%
read,read,14,917504000,4056.64,2094.29,0.25,16154945.94,100%
read,read,17,1114112000,3404.59,1682.24,0.29,19248652.38,100%
read,read,15,983040000,3953.2,2267.33,0.25,16577962.16,100%
read,read,15,983040000,3928.93,2255.73,0.25,16679788.24,100%
read,read,15,983040000,3862,2134,0.26,16969152.96,100%
read,read,15,983040000,3786.47,1965.33,0.26,17307956.41,100%
read,read,15,983040000,3894.6,2214.6,0.26,16827402.04,100%
read,read,13,851968000,4470.85,2524,0.22,14658522.74,100%
read,read,14,917504000,4235.5,2708.64,0.24,15472503.75,100%
read,read,15,983040000,3911.53,2190.2,0.26,16754269.35,100%
read,read,16,1048576000,3723.44,2118.25,0.27,17600644.55,100%
read,read,15,983040000,3777,2049.87,0.26,17351030.78,100%
read,read,15,983040000,3750.67,2133.93,0.27,17473160.33,100%
read,read,14,917504000,4045.07,2062.57,0.25,16201444.44,100%
read,read,15,983040000,3849.8,2359,0.26,17022632.43,100%
read,read,15,983040000,3779.07,2161.47,0.26,17341542.15,100%
read,read,14,917504000,4131.21,2602.86,0.24,15863616.72,100%
read,read,15,983040000,3952.4,2373.33,0.25,16581317.68,100%
