Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s14-1m-4t,read,read,8008,8200192000,29.96,22.77,40,40,40,40,50,240,133.49,136690921.05,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:38:35,submitting @ 2015-10-25 00:38:35,authing @ 2015-10-25 00:38:35,launching @ 2015-10-25 00:38:35,running @ 2015-10-25 00:38:35,closing @ 2015-10-25 00:39:35,completed @ 2015-10-25 00:39:35
s15-1m-16t,read,read,23609,24175616000,40.64,33.41,50,50,60,60,70,260,393.6,403042274.09,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:39:38,submitting @ 2015-10-25 00:39:38,authing @ 2015-10-25 00:39:38,launching @ 2015-10-25 00:39:38,running @ 2015-10-25 00:39:38,closing @ 2015-10-25 00:40:38,completed @ 2015-10-25 00:40:38
s16-1m-32t,read,read,23920,24494080000,80.21,71,90,90,100,110,120,310,398.9,408470222.73,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:40:41,submitting @ 2015-10-25 00:40:41,authing @ 2015-10-25 00:40:41,launching @ 2015-10-25 00:40:41,running @ 2015-10-25 00:40:41,closing @ 2015-10-25 00:41:41,completed @ 2015-10-25 00:41:41
s17-1m-64t,read,read,22616,23158784000,169.55,158.71,170,180,200,240,270,470,377.44,386501913.74,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:41:44,submitting @ 2015-10-25 00:41:44,authing @ 2015-10-25 00:41:44,launching @ 2015-10-25 00:41:44,running @ 2015-10-25 00:41:44,closing @ 2015-10-25 00:42:45,completed @ 2015-10-25 00:42:45
s18-1m-128t,read,read,21984,22511616000,348.26,336.92,330,350,490,560,600,730,367.53,376350463.43,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:42:47,submitting @ 2015-10-25 00:42:47,authing @ 2015-10-25 00:42:47,launching @ 2015-10-25 00:42:48,running @ 2015-10-25 00:42:48,closing @ 2015-10-25 00:43:53,completed @ 2015-10-25 00:43:53
s19-16m-1t,read,read,250,4096000000,239.92,30.58,310,320,330,340,350,350,4.17,68282599.27,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:43:55,submitting @ 2015-10-25 00:43:55,authing @ 2015-10-25 00:43:55,launching @ 2015-10-25 00:43:56,running @ 2015-10-25 00:43:56,closing @ 2015-10-25 00:44:56,completed @ 2015-10-25 00:44:56
s20-16m-4t,read,read,1071,17547264000,223.3,43.13,290,310,330,380,520,690,17.91,293450489.12,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:44:58,submitting @ 2015-10-25 00:44:58,authing @ 2015-10-25 00:44:58,launching @ 2015-10-25 00:44:58,running @ 2015-10-25 00:44:59,closing @ 2015-10-25 00:45:59,completed @ 2015-10-25 00:45:59
s21-16m-16t,read,read,2423,39698432000,394.26,127.73,430,530,610,710,870,1350,40.58,664857499.2,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:46:01,submitting @ 2015-10-25 00:46:01,authing @ 2015-10-25 00:46:01,launching @ 2015-10-25 00:46:01,running @ 2015-10-25 00:46:02,closing @ 2015-10-25 00:47:07,completed @ 2015-10-25 00:47:07
s22-16m-32t,read,read,3023,49528832000,628.91,271.27,680,830,980,1110,1380,2130,50.88,833620174.53,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:47:09,submitting @ 2015-10-25 00:47:09,authing @ 2015-10-25 00:47:09,launching @ 2015-10-25 00:47:10,running @ 2015-10-25 00:47:10,closing @ 2015-10-25 00:48:15,completed @ 2015-10-25 00:48:15
s23-16m-64t,read,read,3611,59162624000,1055.42,597.79,1110,1330,1520,1740,2240,3000,60.64,993503297.46,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:48:17,submitting @ 2015-10-25 00:48:17,authing @ 2015-10-25 00:48:17,launching @ 2015-10-25 00:48:18,running @ 2015-10-25 00:48:18,closing @ 2015-10-25 00:49:23,completed @ 2015-10-25 00:49:23
s24-16m-128t,read,read,3862,63275008000,1948.95,1386.73,2010,2310,2590,2820,3300,4350,65.68,1076099831.43,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:49:25,submitting @ 2015-10-25 00:49:25,authing @ 2015-10-25 00:49:26,launching @ 2015-10-25 00:49:26,running @ 2015-10-25 00:49:26,closing @ 2015-10-25 00:50:31,completed @ 2015-10-25 00:50:31
s25-64m-1t,read,read,122,7995392000,488.37,27.95,510,520,540,590,620,640,2.05,134184643.79,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:50:34,submitting @ 2015-10-25 00:50:34,authing @ 2015-10-25 00:50:34,launching @ 2015-10-25 00:50:34,running @ 2015-10-25 00:50:34,closing @ 2015-10-25 00:51:34,completed @ 2015-10-25 00:51:34
s26-64m-4t,read,read,461,30212096000,518.64,53.17,520,590,670,720,840,950,7.71,505404947.56,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:51:37,submitting @ 2015-10-25 00:51:37,authing @ 2015-10-25 00:51:37,launching @ 2015-10-25 00:51:37,running @ 2015-10-25 00:51:37,closing @ 2015-10-25 00:52:42,completed @ 2015-10-25 00:52:42
s27-64m-16t,read,read,896,58720256000,1061.8,275.36,1100,1320,1480,1640,1900,2390,15.07,987454994.5,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:52:45,submitting @ 2015-10-25 00:52:45,authing @ 2015-10-25 00:52:45,launching @ 2015-10-25 00:52:45,running @ 2015-10-25 00:52:45,closing @ 2015-10-25 00:53:50,completed @ 2015-10-25 00:53:50
s28-64m-32t,read,read,923,60489728000,2053.39,886.61,2150,2550,2880,3090,3650,4130,15.58,1021233850.75,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:53:52,submitting @ 2015-10-25 00:53:52,authing @ 2015-10-25 00:53:53,launching @ 2015-10-25 00:53:53,running @ 2015-10-25 00:53:53,closing @ 2015-10-25 00:54:58,completed @ 2015-10-25 00:54:58
s29-64m-64t,read,read,940,61603840000,3952.32,2252.98,4140,4730,5200,5660,6380,6990,16.2,1061368137.28,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:55:00,submitting @ 2015-10-25 00:55:01,authing @ 2015-10-25 00:55:01,launching @ 2015-10-25 00:55:01,running @ 2015-10-25 00:55:01,closing @ 2015-10-25 00:56:06,completed @ 2015-10-25 00:56:06
s30-64m-128t,read,read,949,62193664000,7564.38,5457.38,7930,8730,9380,10060,11860,13020,16.92,1108634383.2,100%,completed,waiting @ 2015-10-25 00:24:50,booting @ 2015-10-25 00:56:09,submitting @ 2015-10-25 00:56:09,authing @ 2015-10-25 00:56:09,launching @ 2015-10-25 00:56:09,running @ 2015-10-25 00:56:09,closing @ 2015-10-25 00:57:19,completed @ 2015-10-25 00:57:19
