Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,225,14400000,265.67,226.87,3.76,240891.3,100%
read,read,225,14400000,266.37,227.84,3.75,240248.26,100%
read,read,225,14400000,265.76,227.11,3.76,240798.65,100%
read,read,225,14400000,265.72,226.92,3.76,240855.04,100%
read,read,226,14464000,265.31,226.66,3.77,241183.24,100%
read,read,226,14464000,264.7,225.97,3.78,241755.67,100%
read,read,226,14464000,265.22,226.42,3.77,241295.9,100%
read,read,226,14464000,265.23,226.4,3.77,241291.87,100%
read,read,225,14400000,265.92,227.16,3.76,240657.8,100%
read,read,225,14400000,266.11,227.13,3.76,240497.03,100%
read,read,224,14336000,266.98,228.19,3.75,239712.4,100%
read,read,225,14400000,265.6,226.82,3.76,240955.79,100%
read,read,225,14400000,266.24,227.54,3.76,240376.59,100%
read,read,225,14400000,265.68,227.01,3.76,240859.06,100%
read,read,225,14400000,266.04,227.46,3.76,240541.22,100%
read,read,225,14400000,266.6,227.72,3.75,240040.01,100%
read,read,219,14016000,273.27,234.75,3.66,234177.64,100%
read,read,225,14400000,265.77,226.82,3.76,240786.57,100%
read,read,225,14400000,266.64,227.89,3.75,240016,100%
read,read,225,14400000,265.92,227.26,3.76,240661.82,100%
read,read,225,14400000,266.61,227.88,3.75,240040.01,100%
read,read,225,14400000,266.14,227.44,3.76,240468.91,100%
read,read,225,14400000,265.72,226.95,3.76,240851.01,100%
read,read,225,14400000,265.64,227,3.76,240887.27,100%
read,read,225,14400000,265.93,227.21,3.76,240657.8,100%
read,read,225,14400000,265.89,227.33,3.76,240694,100%
read,read,225,14400000,266.05,227.24,3.76,240545.24,100%
read,read,225,14400000,266.46,227.83,3.75,240160.11,100%
read,read,225,14400000,265.57,226.96,3.76,240951.76,100%
read,read,225,14400000,265.88,227.18,3.76,240694,100%
read,read,226,14464000,265.37,226.7,3.77,241163.13,100%
read,read,226,14464000,265,226.38,3.77,241501.37,100%
read,read,226,14464000,265.47,226.76,3.77,241070.68,100%
read,read,226,14464000,265.46,226.87,3.77,241070.68,100%
read,read,225,14400000,265.88,227.13,3.76,240698.02,100%
read,read,226,14464000,265.46,226.76,3.77,241070.68,100%
read,read,225,14400000,265.84,227.2,3.76,240742.29,100%
read,read,225,14400000,266.12,227.33,3.76,240476.95,100%
read,read,225,14400000,266.4,227.63,3.75,240220.2,100%
read,read,225,14400000,266.1,227.4,3.76,240480.96,100%
read,read,226,14464000,265.23,226.62,3.77,241287.85,100%
read,read,225,14400000,265.91,227.33,3.76,240673.89,100%
read,read,225,14400000,265.88,227.16,3.76,240702.05,100%
read,read,226,14464000,265.17,226.46,3.77,241336.16,100%
read,read,225,14400000,266.19,227.54,3.76,240412.71,100%
read,read,225,14400000,266.23,227.63,3.76,240388.63,100%
read,read,225,14400000,266.27,227.51,3.76,240344.49,100%
read,read,226,14464000,265.2,226.44,3.77,241303.95,100%
read,read,225,14400000,266.14,227.12,3.76,240460.88,100%
read,read,226,14464000,265.43,226.82,3.77,241098.81,100%
read,read,226,14464000,265.08,226.25,3.77,241412.69,100%
read,read,225,14400000,265.68,226.93,3.76,240875.18,100%
read,read,225,14400000,266,227.44,3.76,240573.37,100%
read,read,225,14400000,265.57,226.89,3.77,240963.86,100%
