Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,write,write,write,write,write,write,write,Min-Version,Version,Max-Version
12:48:16,151,151000,33.19,33.19,30.07,30067.7,100%,0,0,0
12:48:21,133,133000,38.25,38.25,26.07,26068.21,100%,1,1,1
12:48:26,135,135000,37.19,37.19,26.81,26806.99,100%,2,2,2
12:48:31,152,152000,33.03,33.03,30.14,30140.79,100%,3,3,3
12:48:36,128,128000,38.98,38.98,25.56,25564.21,100%,4,4,4
12:48:41,0,0,N/A,N/A,0,0,N/A,5,5,5
12:48:46,160,160000,31.24,31.24,63.73,63732.32,100%,6,6,6
12:48:51,146,146000,34.25,34.25,29.12,29124.28,100%,7,7,7
12:48:56,138,138000,36.25,36.25,27.51,27511.96,100%,8,8,8
12:49:01,139,139000,35.98,35.98,27.74,27744.51,100%,9,9,9
12:49:06,108,108000,46.32,46.32,21.54,21543.99,100%,10,10,10
12:49:11,105,105000,51.29,51.29,19.45,19451.65,100%,11,11,11
12:49:16,160,160000,31.82,31.82,31.32,31317.28,100%,12,12,12
12:49:21,129,129000,39.91,39.9,25,25004.85,100%,13,13,13
12:49:26,136,136000,36.82,36.82,27.1,27102.43,100%,14,14,14
12:49:31,120,120000,41.8,41.8,23.86,23856.86,100%,15,15,15
12:49:36,141,141000,35.72,35.72,27.94,27937.39,100%,16,16,16
12:49:41,149,149000,33.6,33.6,29.69,29687.19,100%,17,17,17
12:49:46,138,138000,36.25,36.25,27.51,27511.96,100%,18,18,18
12:49:51,159,159000,31.8,31.8,31.33,31330.05,100%,19,19,19
12:49:56,146,146000,34.18,34.18,29.1,29095.26,100%,20,20,20
12:50:01,145,145000,34.62,34.62,28.79,28792.69,100%,21,21,21
12:50:06,142,142000,35.11,35.11,28.35,28348.97,100%,22,22,22
12:50:11,125,125000,30.15,30.15,33.07,33068.78,100%,23,23,23
