Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2015-11-07 12:47:41,booting @ 2015-11-07 12:47:41,submitting @ 2015-11-07 12:47:39,authing @ 2015-11-07 12:47:39,launching @ 2015-11-07 12:47:39,running @ 2015-11-07 12:47:39,closing @ 2015-11-07 12:48:09,completed @ 2015-11-07 12:48:09
s2-1k-1t-write,write,write,3337,3337000,35.85,35.85,40,50,60,70,150,1220,27.81,27809.96,100%,completed,waiting @ 2015-11-07 12:47:41,booting @ 2015-11-07 12:48:11,submitting @ 2015-11-07 12:48:09,authing @ 2015-11-07 12:48:09,launching @ 2015-11-07 12:48:09,running @ 2015-11-07 12:48:09,closing @ 2015-11-07 12:50:09,completed @ 2015-11-07 12:50:09
s3-64k-1t-write,write,write,2561,163904000,46.76,46.35,50,60,70,90,130,1720,21.34,1365980.5,100%,completed,waiting @ 2015-11-07 12:47:41,booting @ 2015-11-07 12:50:11,submitting @ 2015-11-07 12:50:11,authing @ 2015-11-07 12:50:11,launching @ 2015-11-07 12:50:11,running @ 2015-11-07 12:50:11,closing @ 2015-11-07 12:52:11,completed @ 2015-11-07 12:52:11
s4-1m-1t-write,write,write,1327,1358848000,90.34,85.44,90,110,120,140,210,460,11.06,11325054.59,100%,completed,waiting @ 2015-11-07 12:47:41,booting @ 2015-11-07 12:52:13,submitting @ 2015-11-07 12:52:11,authing @ 2015-11-07 12:52:11,launching @ 2015-11-07 12:52:11,running @ 2015-11-07 12:52:11,closing @ 2015-11-07 12:54:11,completed @ 2015-11-07 12:54:11
s5-16m-1t-write,write,write,168,2752512000,697.38,545.96,700,810,950,1120,1550,1640,1.42,23195065.22,97.67%,completed,waiting @ 2015-11-07 12:47:41,booting @ 2015-11-07 12:54:13,submitting @ 2015-11-07 12:54:12,authing @ 2015-11-07 12:54:12,launching @ 2015-11-07 12:54:12,running @ 2015-11-07 12:54:12,closing @ 2015-11-07 12:56:17,completed @ 2015-11-07 12:56:17
s6-64m-1t-write,write,write,36,2359296000,3313.25,685.22,2440,2900,3300,3990,6860,30660,0.3,19674900.35,85.71%,completed,waiting @ 2015-11-07 12:47:41,booting @ 2015-11-07 12:56:19,submitting @ 2015-11-07 12:56:17,authing @ 2015-11-07 12:56:17,launching @ 2015-11-07 12:56:17,running @ 2015-11-07 12:56:17,closing @ 2015-11-07 12:58:22,completed @ 2015-11-07 12:58:22
