Linux 3.13.0-63-generic (dss-storage-3) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.13    0.00    3.70    1.76    0.00   84.41

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           9.48    0.00    6.95   26.98    0.00   56.59

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   48.00     0.00 17520.00   730.00     1.48   59.17    0.00   59.17  14.92  71.60
sdc               0.00     0.00    0.00   63.00     0.00 20152.00   639.75     3.23   51.24    0.00   51.24   7.37  46.40
sdd               0.00   121.00   10.00  909.00    80.00 39579.00    86.31     5.54    5.11   54.00    4.58   1.08  99.60
sde               0.00     1.00    0.00  138.00     0.00 58008.00   840.70    32.05  226.23    0.00  226.23   7.25 100.00
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00   47.00     0.00 11456.00   487.49     0.16    3.40    0.00    3.40   2.13  10.00
sdg               0.00     0.00    0.00   90.00     0.00 33312.00   740.27    11.01  189.69    0.00  189.69  10.18  91.60
sdi               0.00     0.00    0.00   34.00     0.00  5256.00   309.18     0.04    1.29    0.00    1.29   1.06   3.60
sdj               0.00     4.00    0.00  117.00     0.00 41916.00   716.51    14.02  171.28    0.00  171.28   8.51  99.60
sdk               0.00     0.00    0.00   82.00     0.00 27600.00   673.17     1.91   25.90    0.00   25.90   6.15  50.40
sdl               0.00     0.00    0.00   74.00     0.00 26300.00   710.81     6.79  102.76    0.00  102.76  13.46  99.60
sdm               0.00     0.00    0.00   84.00     0.00 36928.00   879.24     6.50   83.67    0.00   83.67  11.67  98.00
sdh               0.00     0.00    0.00   69.00     0.00 23456.00   679.88     1.23   17.86    0.00   17.86   4.46  30.80
sdn               0.00     0.00    0.00  141.00     0.00 54052.00   766.70    22.20  310.84    0.00  310.84   7.09 100.00
sdp               0.00     2.00    0.00   70.00     0.00 21440.00   612.57     0.88   12.63    0.00   12.63   3.31  23.20
sdq               0.00     1.00    0.00   71.00     0.00 20432.00   575.55     1.35   46.76    0.00   46.76   5.69  40.40
sdr               0.00     0.00    0.00   24.00     0.00  7996.00   666.33     0.52   21.50    0.00   21.50   3.83   9.20
sds               0.00     0.00    0.00  111.00     0.00 47060.00   847.93    25.78  182.95    0.00  182.95   6.81  75.60
sdt               0.00     2.00    0.00   56.00     0.00 21588.00   771.00     8.76  345.86    0.00  345.86  17.93 100.40
sdu               0.00     0.00    0.00   57.00     0.00 24624.00   864.00     1.90   37.26    0.00   37.26   7.72  44.00
sdw               0.00     0.00    0.00   44.00     0.00 16216.00   737.09     1.15   32.73    0.00   32.73   6.09  26.80
sdv               0.00     0.00    1.00   57.00     8.00 22100.00   762.34     5.22  127.17  220.00  125.54  17.31 100.40
sdx               0.00     0.00    0.00   40.00     0.00 11644.00   582.20     1.31   32.70    0.00   32.70   9.10  36.40
sdy               0.00     0.00    1.00   30.00     8.00 10308.00   665.55     9.18  291.23  580.00  281.60  32.39 100.40
sdo               0.00     0.00    1.00  123.00     8.00 47308.00   763.16     5.34   42.81   80.00   42.50   7.97  98.80
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           3.91    0.00    3.91   18.59    0.00   73.59

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   16.00     0.00  6424.00   803.00     0.70   72.25    0.00   72.25  32.75  52.40
sdc               0.00     0.00   21.00    4.00   168.00  1288.00   116.48     0.40   11.36   13.33    1.00  11.52  28.80
sdd               0.00     0.00    0.00   76.00     0.00 31828.00   837.58     5.66   83.84    0.00   83.84  13.05  99.20
sde               0.00     4.00    0.00   33.00     0.00 10292.00   623.76     0.99   57.70    0.00   57.70   8.61  28.40
sda               0.00     3.00    0.00    2.00     0.00    20.00    20.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00   29.00     0.00  6776.00   467.31     0.19    6.21    0.00    6.21   2.76   8.00
sdg               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdi               0.00     0.00    0.00    1.00     0.00     4.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdj               0.00     4.00    0.00   62.00     0.00 26896.00   867.61     3.05   85.87    0.00   85.87  11.23  69.60
sdk               0.00     0.00    0.00   67.00     0.00 22444.00   669.97     0.96   16.18    0.00   16.18   3.10  20.80
sdl               0.00     0.00    0.00   42.00     0.00 18240.00   868.57     3.47  126.38    0.00  126.38  11.33  47.60
sdm               0.00     1.00    0.00   25.00     0.00 11840.00   947.20     7.68   29.92    0.00   29.92   4.96  12.40
sdh               0.00     0.00    0.00    9.00     0.00  1076.00   239.11     0.04    0.00    0.00    0.00   2.22   2.00
sdn               0.00     3.00    0.00   43.00     0.00 18696.00   869.58     2.79   90.98    0.00   90.98  11.53  49.60
sdp               0.00     0.00    0.00    6.00     0.00  1560.00   520.00     0.03    5.33    0.00    5.33   4.00   2.40
sdq               0.00     0.00    0.00    8.00     0.00  2080.00   520.00     0.06    7.00    0.00    7.00   3.50   2.80
sdr               0.00     0.00    0.00    2.00     0.00   520.00   520.00     0.00    0.00    0.00    0.00   0.00   0.00
sds               0.00    51.00    5.00  195.00    40.00 15325.50   153.66     4.56   52.92   71.20   52.45   2.74  54.80
sdt               0.00     0.00    0.00    8.00     0.00  2580.00   645.00     0.91  282.00    0.00  282.00  41.50  33.20
sdu               0.00    69.00    8.00  420.00    64.00 44789.50   209.60    19.75   46.10   55.50   45.92   2.07  88.80
sdw               0.00     0.00    0.00    6.00     0.00  1560.00   520.00     0.03    5.33    0.00    5.33   5.33   3.20
sdv               0.00     0.00    1.00   77.00     4.00 30580.00   784.21     6.84   88.46   56.00   88.88  12.72  99.20
sdx               0.00     0.00    2.00    0.00    16.00     0.00    16.00     0.04   12.00   12.00    0.00  20.00   4.00
sdy               0.00     0.00    0.00   77.00     0.00 33092.00   859.53     7.38  110.55    0.00  110.55  12.73  98.00
sdo               0.00     4.00    0.00  130.00     0.00 60548.00   931.51    32.36  250.25    0.00  250.25   7.29  94.80
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           4.84    0.00    4.54   21.96    0.00   68.66

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdc               0.00   148.00    6.00  744.00    48.00 18164.00    48.57     2.20    3.09   50.67    2.70   0.65  48.80
sdd               0.00     0.00    0.00  150.00     0.00 68264.00   910.19    47.33  254.51    0.00  254.51   6.67 100.00
sde               0.00   126.00   27.00  587.00   216.00 11989.00    39.76     0.95    1.56   12.89    1.04   0.83  50.80
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00    1.00     0.00   512.00  1024.00     0.00   12.00    0.00   12.00   4.00   0.40
sdg               0.00     0.00    0.00   16.00     0.00  4160.00   520.00     0.40   25.00    0.00   25.00   6.50  10.40
sdi               0.00     0.00    0.00   53.00     0.00 13016.00   491.17     0.21    3.92    0.00    3.92   2.34  12.40
sdj               0.00     0.00    0.00   31.00     0.00 10076.00   650.06     0.85   27.35    0.00   27.35   5.42  16.80
sdk               0.00     0.00    0.00   30.00     0.00  9048.00   603.20     0.51   17.07    0.00   17.07   4.13  12.40
sdl               0.00     0.00    0.00   20.00     0.00  6956.00   695.60     0.50   25.00    0.00   25.00   5.80  11.60
sdm               0.00     0.00    0.00   67.00     0.00 32020.00   955.82    17.07  358.15    0.00  358.15  10.69  71.60
sdh               0.00     0.00    0.00   45.00     0.00 15964.00   709.51     0.84   19.64    0.00   19.64   5.60  25.20
sdn               0.00     0.00    0.00   49.00     0.00 15056.00   614.53     5.39   61.47    0.00   61.47  18.61  91.20
sdp               0.00     1.00    0.00   37.00     0.00 12876.00   696.00     0.54   14.49    0.00   14.49   4.86  18.00
sdq               0.00     0.00    0.00    1.00     0.00     4.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdr               0.00     0.00    0.00   12.00     0.00  5128.00   854.67     0.29   24.00    0.00   24.00   6.00   7.20
sds               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdt               0.00     0.00    0.00    1.00     0.00     4.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdu               0.00     0.00    0.00    2.00     0.00   516.00   516.00     0.02   18.00    0.00   18.00  10.00   2.00
sdw               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdv               0.00     0.00    0.00   98.00     0.00 39800.00   812.24     5.68   46.12    0.00   46.12  10.00  98.00
sdx               0.00    94.00   11.00  398.00    88.00  5774.50    28.67     0.43    0.91   22.18    0.32   0.75  30.80
sdy               0.00     2.00    0.00  128.00     0.00 59860.00   935.31    44.38  156.12    0.00  156.12   7.81 100.00
sdo               0.00     0.00    0.00   21.00     0.00  4692.00   446.86     0.27   12.95    0.00   12.95   4.76  10.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           9.54    0.00    7.32    6.85    0.00   76.29

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   52.00     0.00 16520.00   635.38     0.02    0.38    0.00    0.38   0.23   1.20
sdc               0.00     0.00    0.00   13.00     0.00  2620.00   403.08     1.92    0.00    0.00    0.00  74.15  96.40
sdd               0.00     1.00    0.00   62.00     0.00 20620.00   665.16     1.19  173.55    0.00  173.55   3.61  22.40
sde               0.00     0.00    0.00   23.00     0.00  5976.00   519.65     0.02    0.70    0.00    0.70   0.35   0.80
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00   25.00     0.00  6248.00   499.84     0.02    0.64    0.00    0.64   0.32   0.80
sdg               0.00     0.00    0.00   20.00     0.00  4688.00   468.80     0.01    0.60    0.00    0.60   0.60   1.20
sdi               0.00     0.00    0.00   14.00     0.00  3132.00   447.43     0.01    0.57    0.00    0.57   0.29   0.40
sdj               0.00   203.00   36.00  910.00   288.00  8192.00    17.93     0.90    0.96   12.11    0.52   0.47  44.80
sdk               0.00     0.00    0.00   21.00     0.00  6708.00   638.86     0.00    0.00    0.00    0.00   0.00   0.00
sdl               0.00     2.00    0.00   55.00     0.00 16804.00   611.05     0.03    0.58    0.00    0.58   0.36   2.00
sdm               0.00     0.00    0.00   34.00     0.00  7820.00   460.00     0.00    0.00    0.00    0.00   0.00   0.00
sdh               0.00     0.00    0.00   65.00     0.00 20924.00   643.82     0.02    0.31    0.00    0.31   0.12   0.80
sdn               0.00     0.00    0.00   60.00     0.00 22376.00   745.87     0.70   51.33    0.00   51.33   3.60  21.60
sdp               0.00     0.00    0.00   52.00     0.00 17032.00   655.08     0.01    0.23    0.00    0.23   0.15   0.80
sdq               0.00     0.00    0.00   14.00     0.00  3640.00   520.00     0.01    0.57    0.00    0.57   0.29   0.40
sdr               0.00     0.00    0.00   11.00     0.00  2604.00   473.45     0.01    0.73    0.00    0.73   0.36   0.40
sds               0.00     0.00    0.00   19.00     0.00  4172.00   439.16     0.01    0.42    0.00    0.42   0.21   0.40
sdt               0.00     0.00    0.00   17.00     0.00  4164.00   489.88     0.01    0.47    0.00    0.47   0.24   0.40
sdu               0.00     0.00    0.00   36.00     0.00  8340.00   463.33     0.02    0.56    0.00    0.56   0.33   1.20
sdw               0.00     0.00    0.00   18.00     0.00  5940.00   660.00     0.03    1.11    0.00    1.11   0.22   0.40
sdv               0.00     0.00    0.00  311.00     0.00 138684.00   891.86     5.39   21.97    0.00   21.97   2.15  66.80
sdx               0.00     0.00    0.00    2.00     0.00   516.00   516.00     0.46  270.00    0.00  270.00 232.00  46.40
sdy               0.00     1.00    0.00   79.00     0.00 32604.00   825.42     9.29  437.97    0.00  437.97   6.73  53.20
sdo               0.00     0.00    0.00    2.00     0.00   520.00   520.00     0.00    0.00    0.00    0.00   0.00   0.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           6.56    0.00    6.05    4.80    0.00   82.58

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   47.00     0.00 15988.00   680.34     0.03    0.60    0.00    0.60   0.26   1.20
sdc               0.00     0.00    0.00   46.00     0.00 19612.00   852.70     6.72  187.13    0.00  187.13  21.65  99.60
sdd               0.00     0.00    0.00    2.00     0.00   520.00   520.00     0.00    0.00    0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00   18.00     0.00  4680.00   520.00     0.02    1.11    0.00    1.11   0.44   0.80
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00    8.00     0.00  2080.00   520.00     0.01    1.00    0.00    1.00   0.50   0.40
sdg               0.00     0.00    0.00   34.00     0.00  8328.00   489.88     0.12    3.53    0.00    3.53   1.53   5.20
sdi               0.00     0.00    0.00   16.00     0.00  4164.00   520.50     0.02    1.00    0.00    1.00   0.50   0.80
sdj               0.00     0.00    0.00   11.00     0.00  4872.00   885.82     0.02    2.18    0.00    2.18   0.36   0.40
sdk               0.00     0.00    0.00   23.00     0.00  7992.00   694.96     0.04    1.91    0.00    1.91   0.70   1.60
sdl               0.00     0.00    0.00   18.00     0.00  6436.00   715.11     0.04    2.00    0.00    2.00   0.44   0.80
sdm               0.00     0.00    0.00   25.00     0.00  6248.00   499.84     0.16    6.56    0.00    6.56   2.56   6.40
sdh               0.00     0.00    0.00   14.00     0.00  5396.00   770.86     0.00    0.29    0.00    0.29   0.29   0.40
sdn               0.00     0.00    0.00   21.00     0.00  7212.00   686.86     0.00    0.19    0.00    0.19   0.19   0.40
sdp               0.00     0.00    5.00   68.00    40.00 21688.00   595.29     0.72    9.70   40.80    7.41   3.18  23.20
sdq               0.00     0.00    0.00    6.00     0.00  1560.00   520.00     0.00    0.00    0.00    0.00   0.00   0.00
sdr               0.00     0.00    0.00   26.00     0.00  9776.00   752.00     0.05    1.85    0.00    1.85   0.46   1.20
sds               0.00     0.00    0.00    4.00     0.00  1040.00   520.00     0.00    0.00    0.00    0.00   0.00   0.00
sdt               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdu               0.00     0.00    0.00   28.00     0.00  6768.00   483.43     0.12    4.29    0.00    4.29   2.14   6.00
sdw               0.00     0.00    0.00   29.00     0.00 10304.00   710.62     0.27    9.79    0.00    9.79   2.62   7.60
sdv               0.00     2.00    0.00  105.00     0.00 49636.00   945.45    28.22  268.72    0.00  268.72   7.62  80.00
sdx               0.00     0.00    0.00   12.00     0.00  4876.00   812.67     0.03    2.67    0.00    2.67   0.33   0.40
sdy               0.00     0.00    1.00   21.00     8.00  5204.00   473.82     0.10    4.36   16.00    3.81   2.73   6.00
sdo               0.00     0.00    0.00    5.00     0.00  1044.00   417.60     0.00    1.60    0.00    1.60   0.80   0.40
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           3.75    0.00    4.34    0.30    0.00   91.61

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdc               0.00     0.00    0.00    8.00     0.00  3840.00   960.00     0.32   43.00    0.00   43.00   9.00   7.20
sdd               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    1.00     0.00     4.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00   16.00     0.00  4160.00   520.00     0.21   13.25    0.00   13.25   3.25   5.20
sdg               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdi               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdj               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdk               0.00     0.00    0.00   18.00     0.00  6436.00   715.11     0.02    1.11    0.00    1.11   0.22   0.40
sdl               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdm               0.00     0.00    0.00   15.00     0.00  3644.00   485.87     0.00    0.00    0.00    0.00   0.00   0.00
sdh               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdn               0.00     0.00    0.00    2.00     0.00   520.00   520.00     0.00    0.00    0.00    0.00   0.00   0.00
sdp               0.00   156.00   19.00  700.00   152.00  4428.50    12.74     0.42    0.62   14.32    0.25   0.37  26.80
sdq               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdr               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sds               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdt               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdu               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdw               0.00     0.00    0.00   27.00     0.00  9032.00   669.04     0.02    0.89    0.00    0.89   0.30   0.80
sdv               0.00     0.00    0.00   18.00     0.00  4168.00   463.11     0.01    0.44    0.00    0.44   0.22   0.40
sdx               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdy               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdo               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          13.30    0.00    9.05    0.13    0.00   77.52

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00    6.00     0.00  1560.00   520.00     0.00    0.00    0.00    0.00   0.00   0.00
sdc               0.00     0.00    0.00   56.00     0.00 18072.00   645.43     0.02    0.43    0.00    0.43   0.21   1.20
sdd               0.00     0.00    0.00   74.00     0.00 17704.00   478.49     0.03    0.43    0.00    0.43   0.22   1.60
sde               0.00     0.00    0.00   13.00     0.00  3124.00   480.62     0.00    0.00    0.00    0.00   0.00   0.00
sda               0.00     4.00    0.00    2.00     0.00    24.00    24.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00    47.00    9.00  342.00    72.00 14184.50    81.23     0.33    0.96   25.78    0.30   0.67  23.60
sdg               0.00     0.00    0.00   28.00     0.00  9036.00   645.43     0.01    0.29    0.00    0.29   0.14   0.40
sdi               0.00     0.00    0.00   54.00     0.00 15020.00   556.30     0.04    0.81    0.00    0.81   0.44   2.40
sdj               0.00     0.00    0.00    3.00     0.00   524.00   349.33     0.00    0.00    0.00    0.00   0.00   0.00
sdk               0.00     1.00    0.00  109.00     0.00 35876.00   658.28     0.08    0.77    0.00    0.77   0.18   2.00
sdl               0.00     0.00    0.00   78.00     0.00 26312.00   674.67     0.06    0.82    0.00    0.82   0.15   1.20
sdm               0.00     0.00    0.00   42.00     0.00 10412.00   495.81     0.00    0.00    0.00    0.00   0.00   0.00
sdh               0.00     0.00    0.00   29.00     0.00  9040.00   623.45     0.04    1.38    0.00    1.38   0.28   0.80
sdn               0.00     1.00    1.00   45.00     8.00 14956.00   650.61     0.04    0.96   16.00    0.62   0.43   2.00
sdp               0.00     0.00    0.00  115.00     0.00 37180.00   646.61     0.11    0.97    0.00    0.97   0.31   3.60
sdq               0.00     0.00    0.00   22.00     0.00  5208.00   473.45     0.00    0.00    0.00    0.00   0.00   0.00
sdr               0.00     0.00    0.00   28.00     0.00  9036.00   645.43     0.01    0.43    0.00    0.43   0.29   0.80
sds               0.00     0.00    0.00    4.00     0.00  1040.00   520.00     0.00    0.00    0.00    0.00   0.00   0.00
sdt               0.00     0.00    0.00   22.00     0.00  5208.00   473.45     0.00    0.00    0.00    0.00   0.00   0.00
sdu               0.00     0.00    0.00   37.00     0.00  9364.00   506.16     0.02    0.43    0.00    0.43   0.22   0.80
sdw               0.00     0.00    0.00   37.00     0.00 11124.00   601.30     0.03    0.76    0.00    0.76   0.43   1.60
sdv               0.00     0.00    0.00   35.00     0.00  8332.00   476.11     0.03    0.80    0.00    0.80   0.46   1.60
sdx               0.00     0.00    0.00   27.00     0.00  8520.00   631.11     0.00    0.00    0.00    0.00   0.00   0.00
sdy               0.00     0.00    0.00   47.00     0.00 11452.00   487.32     0.03    0.60    0.00    0.60   0.34   1.60
sdo               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          30.48    0.00   19.47    6.92    0.00   43.13

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00  122.00     0.00 41272.00   676.59     1.47   12.03    0.00   12.03   2.66  32.40
sdc               0.00     0.00    0.00  121.00     0.00 36240.00   599.01     6.10   46.21    0.00   46.21   5.65  68.40
sdd               0.00     2.00    1.00   83.00     4.00 21308.00   507.43     0.68    4.14   12.00    4.05   3.57  30.00
sde               0.00     0.00    0.00   40.00     0.00  9892.00   494.60     0.23    5.80    0.00    5.80   3.40  13.60
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00   50.00     0.00 16332.00   653.28     2.50   38.48    0.00   38.48  16.56  82.80
sdg               0.00     2.00    1.00  150.00     8.00 47568.00   630.15     4.64   26.20   44.00   26.08   4.24  64.00
sdi               0.00     1.00    0.00  153.00     0.00 44264.00   578.61     2.59   11.08    0.00   11.08   3.19  48.80
sdj               0.00     0.00    0.00   74.00     0.00 25052.00   677.08     5.02   59.30    0.00   59.30   9.24  68.40
sdk               0.00     0.00    1.00  168.00     8.00 54264.00   642.27     3.36   18.70    8.00   18.76   3.86  65.20
sdl               0.00     1.00    1.00  130.00     8.00 42332.00   646.41     1.45   11.05   64.00   10.65   3.30  43.20
sdm               0.00     1.00    1.00   78.00     8.00 18996.00   481.11     1.04    9.87   24.00    9.69   4.30  34.00
sdh               0.00     0.00    0.00  160.00     0.00 52636.00   657.95     1.97   12.30    0.00   12.30   2.75  44.00
sdn               0.00     0.00    0.00   74.00     0.00 23776.00   642.59     2.76   33.62    0.00   33.62   5.30  39.20
sdp               0.00     0.00    0.00   71.00     0.00 25376.00   714.82     4.77   60.62    0.00   60.62   9.18  65.20
sdq               0.00     0.00    0.00   37.00     0.00  8852.00   478.49     0.25    6.81    0.00    6.81   3.78  14.00
sdr               0.00     0.00    0.00   89.00     0.00 28920.00   649.89     1.11   12.45    0.00   12.45   2.38  21.20
sds               0.00     0.00    0.00   55.00     0.00 13532.00   492.07     0.24    4.36    0.00    4.36   3.49  19.20
sdt               0.00     0.00    0.00   11.00     0.00  2604.00   473.45     0.03    2.91    0.00    2.91   2.91   3.20
sdu               0.00     0.00    0.00   52.00     0.00 13528.00   520.31     0.18    3.38    0.00    3.38   2.08  10.80
sdw               0.00     0.00    0.00  108.00     0.00 34404.00   637.11     3.60   30.59    0.00   30.59   5.63  60.80
sdv               0.00     0.00    0.00   33.00     0.00  7812.00   473.45     0.91   27.52    0.00   27.52  12.36  40.80
sdx               0.00     0.00    0.00  114.00     0.00 35452.00   621.96     2.83   20.14    0.00   20.14   3.96  45.20
sdy               0.00     0.00    0.00   66.00     0.00 16660.00   504.85     0.63    9.58    0.00    9.58   5.09  33.60
sdo               0.00     0.00    0.00   72.00     0.00 16672.00   463.11     0.35    4.83    0.00    4.83   2.44  17.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          36.05    0.00   20.57    9.52    0.00   33.86

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   69.00     0.00 21196.00   614.38     0.64    9.28    0.00    9.28   3.07  21.20
sdc               0.00     0.00    0.00  167.00     0.00 58584.00   701.60     7.53   38.66    0.00   38.66   5.87  98.00
sdd               0.00     1.00    0.00   95.00     0.00 32748.00   689.43     2.85   33.56    0.00   33.56   6.86  65.20
sde               0.00     1.00    0.00   80.00     0.00 24804.00   620.10     1.79   18.20    0.00   18.20   6.10  48.80
sda               0.00     0.00    0.00    5.00     0.00   224.00    89.60     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     1.00    0.00  104.00     0.00 35324.00   679.31     2.38   28.27    0.00   28.27   5.35  55.60
sdg               0.00     2.00    0.00  119.00     0.00 41224.00   692.84     3.21   27.53    0.00   27.53   4.81  57.20
sdi               0.00     0.00    0.00  170.00     0.00 63692.00   749.32     4.17   29.29    0.00   29.29   4.05  68.80
