       p2p2       
 KB/s in  KB/s out
 4051.69   3451.77
 3471.77   3518.90
 3082.68   3463.08
 3295.34   3487.00
 3477.86   3408.15
 3599.62   3295.39
 2884.23   3114.32
 2700.67   3031.93
 2825.45   3239.22
 3013.46   3016.73
 3519.41   3030.94
 2649.93   2717.96
 2565.70   2857.59
 2768.85   3007.65
 3006.42   2708.35
 3299.43   2908.24
 2584.44   2735.13
 2613.75   2782.01
 2635.15   2812.69
 3061.24   3152.83
 3608.51   3094.99
 2740.66   2755.42
       p2p2       
 KB/s in  KB/s out
 2634.26   3018.16
 2851.13   2829.86
 3130.54   2993.43
 2884.90   2652.27
 2606.44   2684.77
 2557.88   2691.88
 2875.03   3056.17
 3042.85   3144.90
 3225.65   2774.25
 2591.74   2789.90
 2642.71   2873.25
 2888.95   2934.97
 3185.65   2936.09
 2859.77   2535.28
 2550.72   2764.27
 2342.02   2541.29
 2538.39   2602.62
 2498.35   2544.47
 3191.51   2755.54
 2344.83   2286.44
 2668.07   2606.87
 2463.88   2496.38
       p2p2       
 KB/s in  KB/s out
 2909.57   2649.30
 2864.73   2688.34
 2443.05   2597.74
 2635.49   2937.22
 2660.67   2829.34
 3187.76   3192.00
 3467.35   2831.81
 2567.23   2723.29
 2305.48   2441.68
 2557.21   2742.16
 3289.84   3003.24
 2659.65   2822.43
 2611.84   2658.73
 2443.52   2575.23
 2735.00   2754.19
 2906.39   2876.13
 3116.05   2734.75
 2570.01   2847.61
 2724.25   2795.46
 2615.79   2600.25
 2943.32   2849.67
 2965.60   2875.12
       p2p2       
 KB/s in  KB/s out
 2674.13   2721.45
 2386.97   2515.83
 2387.83   2439.93
 2898.46   2875.63
 3118.10   2670.69
 2481.13   2663.44
 2372.19   2551.84
 2683.75   2589.67
 2607.08   2885.97
 3294.62   2808.84
 2626.41   2667.34
 2693.21   2869.11
 2640.55   2919.92
 2905.29   2821.78
 3225.86   2885.87
 2671.51   2888.94
 2586.17   2717.44
 2842.81   3034.90
 2587.56   2967.63
 3397.29   2882.49
 2440.70   2609.00
 2574.41   2824.78
       p2p2       
 KB/s in  KB/s out
 2580.04   2677.23
 3068.75   3089.65
 3080.41   2675.12
 2757.67   2982.96
 2585.67   2836.24
 2655.17   2739.01
 3346.90   2847.78
 2559.78   2705.46
 2442.14   2426.53
 2554.01   2742.54
 2547.59   2556.24
 2999.22   2990.38
 3125.78   2728.61
 2553.18   2617.05
 2637.16   2748.03
 2442.91   2428.13
 2512.75   2647.41
 3362.36   2878.14
