Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,81,81000,3657.8,3657.8,0.27,273.38,100%
write,write,94,94000,3174.79,3174.79,0.31,314.96,100%
write,write,92,92000,3260.33,3260.33,0.31,306.7,100%
write,write,97,97000,3046.47,3046.47,0.33,328.23,100%
write,write,106,106000,2793.72,2793.72,0.36,357.9,100%
write,write,95,95000,2994.72,2994.72,0.33,333.91,100%
write,write,67,67000,4294.45,4294.45,0.23,232.85,100%
write,write,72,72000,3960.82,3960.82,0.25,252.47,100%
write,write,87,87000,3435.39,3435.39,0.29,291.08,100%
write,write,85,85000,3390.04,3390.04,0.29,294.97,100%
write,write,78,78000,3779.58,3779.58,0.26,264.56,100%
write,write,90,90000,3242.41,3242.41,0.31,308.4,100%
write,write,123,123000,2379.2,2379.2,0.42,420.29,100%
write,write,78,78000,3788.13,3788.13,0.26,263.97,100%
write,write,88,88000,3352.98,3352.98,0.3,298.22,100%
write,write,92,92000,3205.45,3205.45,0.31,311.95,100%
write,write,87,87000,3289.24,3289.24,0.3,304.01,100%
write,write,77,77000,3890.31,3890.31,0.26,257.04,100%
write,write,94,94000,3168.36,3168.36,0.32,315.61,100%
write,write,93,93000,3046.84,3046.84,0.33,328.19,100%
write,write,79,79000,3777.66,3777.66,0.26,264.7,100%
write,write,97,97000,3086.2,3086.2,0.32,324.01,100%
write,write,89,89000,3298.97,3298.97,0.3,303.11,100%
write,write,94,94000,3161.87,3161.87,0.32,316.26,100%
write,write,90,90000,3279.84,3279.84,0.3,304.88,100%
write,write,81,81000,3627.69,3627.69,0.28,275.65,100%
write,write,75,75000,3897.35,3897.35,0.26,256.58,100%
write,write,81,81000,3657.96,3657.96,0.27,273.36,100%
write,write,96,96000,3100.02,3100.02,0.32,322.57,100%
write,write,97,97000,3045.86,3045.86,0.33,328.3,100%
write,write,68,68000,4329.94,4329.94,0.23,230.94,100%
write,write,72,72000,4083.62,4083.62,0.24,244.87,100%
write,write,100,100000,2981.21,2981.21,0.34,335.41,100%
write,write,97,97000,3013.51,3013.51,0.33,331.82,100%
write,write,103,103000,2871.17,2871.17,0.35,348.27,100%
write,write,67,67000,4245.31,4245.31,0.24,235.55,100%
write,write,76,76000,3852.87,3852.86,0.26,259.53,100%
write,write,99,99000,2999.9,2999.9,0.33,333.32,100%
write,write,82,82000,3577.2,3577.2,0.28,279.53,100%
write,write,104,104000,2740.88,2740.88,0.36,364.82,100%
write,write,125,125000,2330.8,2330.8,0.43,429.02,100%
write,write,65,65000,4572.88,4572.88,0.22,218.68,100%
write,write,76,76000,3765.46,3765.46,0.27,265.56,100%
write,write,84,84000,3517.6,3517.6,0.28,284.27,100%
write,write,84,84000,3552.55,3552.55,0.28,281.48,100%
write,write,86,86000,3426.64,3426.64,0.29,291.82,100%
write,write,74,74000,4052.34,4052.34,0.25,246.76,100%
write,write,86,86000,3461.3,3461.3,0.29,288.9,100%
write,write,79,79000,3734.82,3734.82,0.27,267.74,100%
write,write,89,89000,3301.99,3301.99,0.3,302.83,100%
write,write,86,86000,3464.65,3464.65,0.29,288.61,100%
write,write,92,92000,3224.24,3224.24,0.31,310.13,100%
write,write,94,94000,3071.77,3071.77,0.33,325.52,100%
write,write,82,82000,3639.48,3639.48,0.27,274.75,100%
write,write,94,94000,3070.49,3070.49,0.33,325.67,100%
write,write,90,90000,3243.18,3243.18,0.31,308.32,100%
write,write,95,95000,3150.61,3150.61,0.32,317.38,100%
write,write,101,101000,2863.74,2863.74,0.35,349.18,100%
write,write,96,96000,3124.89,3124.89,0.32,320,100%
write,write,74,74000,3769.82,3769.82,0.27,265.26,100%
write,write,104,104000,2881.9,2881.9,0.35,346.98,100%
write,write,76,76000,3779.3,3779.3,0.26,264.59,100%
write,write,69,69000,4228.17,4228.17,0.24,236.5,100%
write,write,98,98000,3036.2,3036.2,0.33,329.34,100%
write,write,70,70000,4072.33,4072.33,0.25,245.56,100%
write,write,90,90000,3210.49,3210.49,0.31,311.46,100%
write,write,68,68000,4293.34,4293.34,0.23,232.91,100%
write,write,98,98000,3002.9,3002.9,0.33,333,100%
write,write,90,90000,3297.98,3297.98,0.3,303.2,100%
write,write,113,113000,2538.61,2538.61,0.39,393.89,100%
write,write,83,83000,3565.93,3565.93,0.28,280.42,100%
write,write,67,67000,4308.03,4308.03,0.23,232.12,100%
write,write,80,80000,3592.14,3592.14,0.28,278.37,100%
write,write,115,115000,2574.6,2574.6,0.39,388.39,100%
write,write,95,95000,3090.34,3090.34,0.32,323.57,100%
write,write,97,97000,3033.47,3033.47,0.33,329.64,100%
write,write,93,93000,3171.14,3171.14,0.32,315.33,100%
write,write,120,120000,2485.94,2485.94,0.4,402.23,100%
write,write,79,79000,3757.11,3757.11,0.27,266.15,100%
write,write,91,91000,3199.42,3199.42,0.31,312.54,100%
write,write,70,70000,4075.1,4075.1,0.25,245.38,100%
write,write,100,100000,2924.63,2924.63,0.34,341.91,100%
write,write,102,102000,2888.19,2888.19,0.35,346.23,100%
write,write,93,93000,3194.53,3194.53,0.31,313.02,100%
write,write,110,110000,2649.33,2649.33,0.38,377.42,100%
