Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,23,23000,12664.78,12664.78,0.08,78.96,100%
write,write,28,28000,10346.79,10346.79,0.1,96.65,100%
write,write,20,20000,13558,13558,0.07,73.76,100%
write,write,23,23000,12195.74,12195.74,0.08,81.99,100%
write,write,23,23000,12840.43,12840.43,0.08,77.88,100%
write,write,23,23000,12624.52,12624.52,0.08,79.21,100%
write,write,24,24000,11601.71,11601.71,0.09,86.19,100%
write,write,23,23000,12399.04,12399.04,0.08,80.65,100%
write,write,23,23000,11941.43,11941.43,0.08,83.74,100%
write,write,20,20000,14507.35,14507.35,0.07,68.93,100%
write,write,24,24000,11847,11847,0.08,84.41,100%
write,write,23,23000,13021.26,13021.26,0.08,76.8,100%
write,write,23,23000,12613.43,12613.43,0.08,79.28,100%
write,write,22,22000,13568.86,13568.86,0.07,73.7,100%
write,write,23,23000,12987.52,12987.52,0.08,77,100%
write,write,26,26000,11326.12,11326.12,0.09,88.29,100%
write,write,22,22000,13560.82,13560.82,0.07,73.74,100%
write,write,21,21000,13079.33,13079.33,0.08,76.45,100%
write,write,25,25000,11097.84,11097.84,0.09,90.11,100%
write,write,20,20000,13983.5,13983.5,0.07,71.51,100%
write,write,24,24000,12133.71,12133.71,0.08,82.41,100%
write,write,22,22000,12812.95,12812.95,0.08,78.04,100%
write,write,25,25000,11544.24,11544.24,0.09,86.62,100%
write,write,22,22000,13167.45,13167.45,0.08,75.94,100%
write,write,21,21000,13176.71,13176.71,0.08,75.89,100%
write,write,28,28000,10667.64,10667.64,0.09,93.74,100%
write,write,27,27000,10943.7,10943.7,0.09,91.38,100%
write,write,25,25000,11742.96,11742.96,0.09,85.16,100%
write,write,25,25000,11666.12,11666.12,0.09,85.72,100%
write,write,22,22000,12999.09,12999.09,0.08,76.93,100%
write,write,25,25000,11781.24,11781.24,0.08,84.88,100%
write,write,20,20000,14511.55,14511.55,0.07,68.91,100%
write,write,20,20000,14505.15,14505.15,0.07,68.94,100%
write,write,23,23000,12110.7,12110.7,0.08,82.57,100%
write,write,20,20000,13856.75,13856.75,0.07,72.17,100%
