Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,492,492000,602.27,602.27,1.66,1659.91,100%
write,write,618,618000,484.83,484.83,2.06,2061.84,100%
write,write,547,547000,546.79,546.79,1.83,1828.32,100%
write,write,500,500000,599.33,599.33,1.67,1668.08,100%
write,write,483,483000,614.25,614.25,1.63,1627.52,100%
write,write,523,523000,573.28,573.28,1.74,1743.87,100%
write,write,506,506000,591.84,591.84,1.69,1689.14,100%
write,write,501,501000,590.61,590.61,1.69,1692.62,100%
write,write,511,511000,582.77,582.77,1.72,1715.41,100%
write,write,557,557000,529.24,529.24,1.89,1888.88,100%
write,write,550,550000,542.78,542.78,1.84,1841.69,100%
write,write,590,590000,504.44,504.44,1.98,1981.74,100%
write,write,571,571000,523.96,523.96,1.91,1908.01,100%
write,write,584,584000,505.49,505.49,1.98,1977.71,100%
write,write,529,529000,566.83,566.83,1.76,1763.67,100%
write,write,453,453000,651.26,651.26,1.54,1535.04,100%
write,write,533,533000,560.58,560.58,1.78,1783.35,100%
write,write,506,506000,588.75,588.75,1.7,1698.04,100%
write,write,553,553000,539.17,539.17,1.85,1854.16,100%
write,write,506,506000,592.02,592.02,1.69,1688.68,100%
write,write,483,483000,618.23,618.23,1.62,1617.08,100%
write,write,500,500000,591.51,591.51,1.69,1690.11,100%
write,write,494,494000,602.88,602.88,1.66,1658.23,100%
write,write,509,509000,580.89,580.89,1.72,1721.04,100%
write,write,477,477000,626.16,626.16,1.6,1596.65,100%
write,write,482,482000,618.37,618.37,1.62,1616.72,100%
write,write,514,514000,581.87,581.87,1.72,1718.17,100%
write,write,552,552000,540.83,540.83,1.85,1848.52,100%
write,write,514,514000,582.87,582.87,1.72,1715.2,100%
write,write,446,446000,671.77,671.77,1.49,1488.22,100%
write,write,549,549000,537.1,537.1,1.86,1861.39,100%
write,write,508,508000,586.6,586.6,1.7,1704.29,100%
write,write,546,546000,540.95,540.95,1.85,1848.02,100%
write,write,529,529000,559.88,559.88,1.79,1785.62,100%
write,write,543,543000,551.51,551.51,1.81,1812.6,100%
write,write,542,542000,552.7,552.7,1.81,1808.78,100%
write,write,556,556000,531.53,531.53,1.88,1880.76,100%
write,write,497,497000,599.07,599.07,1.67,1668.88,100%
write,write,485,485000,614.17,614.16,1.63,1627.75,100%
write,write,524,524000,570.63,570.63,1.75,1752.06,100%
write,write,559,559000,535.49,535.49,1.87,1866.81,100%
write,write,493,493000,602.27,602.27,1.66,1659.92,100%
write,write,507,507000,585.35,585.35,1.71,1707.85,100%
write,write,483,483000,615.94,615.93,1.62,1623.18,100%
write,write,550,550000,536.33,536.32,1.86,1863.99,100%
write,write,491,491000,605.45,605.45,1.65,1651.18,100%
write,write,569,569000,516.94,516.94,1.93,1933.89,100%
write,write,584,584000,512.62,512.62,1.95,1950.07,100%
write,write,504,504000,589.35,589.35,1.7,1696.28,100%
write,write,519,519000,568.08,568.08,1.76,1759.88,100%
write,write,494,494000,600.06,600.06,1.67,1666.12,100%
write,write,481,481000,618.23,618.23,1.62,1617.06,100%
write,write,481,481000,615.06,615.06,1.63,1625.45,100%
write,write,551,551000,537.43,537.43,1.86,1860.15,100%
write,write,559,559000,529.09,529.09,1.89,1889.41,100%
write,write,538,538000,557.17,557.17,1.79,1794.24,100%
write,write,503,503000,586.53,586.53,1.7,1704.47,100%
write,write,596,596000,501.88,501.88,1.99,1991.78,100%
write,write,504,504000,594.67,594.67,1.68,1681.19,100%
write,write,505,505000,588.42,588.42,1.7,1698.9,100%
write,write,472,472000,627.85,627.85,1.59,1592.32,100%
write,write,602,602000,497.08,497.08,2.01,2011.1,100%
write,write,538,538000,557.34,557.34,1.79,1793.78,100%
write,write,528,528000,558.75,558.75,1.79,1789.17,100%
write,write,507,507000,584.65,584.65,1.71,1709.97,100%
write,write,491,491000,606.95,606.95,1.65,1647.28,100%
write,write,513,513000,580.92,580.92,1.72,1720.9,100%
write,write,547,547000,546.36,546.36,1.83,1829.81,100%
write,write,590,590000,508.31,508.31,1.97,1966.71,100%
write,write,471,471000,632.27,632.27,1.58,1581.17,100%
write,write,556,556000,531.72,531.72,1.88,1880.13,100%
write,write,527,527000,565.25,565.25,1.77,1768.62,100%
write,write,469,469000,630.18,630.18,1.59,1586.45,100%
write,write,470,470000,637.97,637.97,1.57,1567.08,100%
write,write,566,566000,529.9,529.9,1.89,1886.69,100%
write,write,543,543000,549.21,549.21,1.82,1820.34,100%
write,write,459,459000,646.72,646.72,1.55,1545.87,100%
write,write,485,485000,610.09,610.09,1.64,1638.65,100%
write,write,475,475000,626.42,626.42,1.6,1595.95,100%
write,write,514,514000,574.07,574.07,1.74,1741.47,100%
write,write,533,533000,561.53,561.53,1.78,1780.44,100%
write,write,513,513000,577.86,577.86,1.73,1730.07,100%
write,write,481,481000,623.53,623.53,1.6,1603.4,100%
write,write,562,562000,530.7,530.7,1.88,1883.79,100%
write,write,565,565000,524.96,524.96,1.9,1904.43,100%
write,write,575,575000,521.48,521.48,1.92,1917,100%
write,write,511,511000,581.3,581.3,1.72,1719.84,100%
write,write,542,542000,553.32,553.32,1.81,1806.75,100%
write,write,567,567000,522.36,522.36,1.91,1913.84,100%
write,write,516,516000,573.53,573.53,1.74,1743.07,100%
write,write,500,500000,591.21,591.21,1.69,1690.97,100%
write,write,551,551000,544.27,544.26,1.84,1836.9,100%
write,write,594,594000,501.01,501.01,2,1995.24,100%
write,write,560,560000,527.47,527.47,1.9,1895.24,100%
write,write,566,566000,526.02,526.02,1.9,1900.5,100%
write,write,580,580000,509.8,509.8,1.96,1960.94,100%
write,write,589,589000,504.59,504.59,1.98,1980.88,100%
write,write,488,488000,614.39,614.39,1.63,1627.21,100%
write,write,548,548000,545.42,545.42,1.83,1832.97,100%
write,write,536,536000,558.12,558.12,1.79,1791.2,100%
write,write,536,536000,550.46,550.46,1.82,1816.23,100%
write,write,541,541000,548.91,548.91,1.82,1821.31,100%
write,write,535,535000,554.04,554.04,1.8,1804.46,100%
write,write,447,447000,660.16,660.16,1.51,1514.41,100%
write,write,539,539000,548.76,548.75,1.82,1821.74,100%
write,write,460,460000,651.86,651.86,1.53,1533.69,100%
write,write,527,527000,564.06,564.06,1.77,1772.38,100%
write,write,497,497000,602.15,602.15,1.66,1660.24,100%
write,write,503,503000,596.28,596.28,1.68,1676.67,100%
write,write,540,540000,548.19,548.19,1.82,1823.62,100%
write,write,543,543000,552.32,552.32,1.81,1810.07,100%
write,write,523,523000,564.24,564.24,1.77,1771.79,100%
write,write,576,576000,520.62,520.62,1.92,1920.11,100%
write,write,516,516000,569.6,569.6,1.76,1755.18,100%
write,write,512,512000,579.15,579.15,1.73,1726.15,100%
write,write,506,506000,592.63,592.63,1.69,1686.88,100%
write,write,512,512000,585.69,585.69,1.71,1706.89,100%
write,write,533,533000,558.33,558.33,1.79,1790.51,100%
write,write,514,514000,576.47,576.47,1.73,1734.18,100%
write,write,474,474000,627.31,627.31,1.59,1593.69,100%
write,write,505,505000,582.33,582.33,1.72,1716.72,100%
write,write,506,506000,587.03,587.03,1.7,1703.02,100%
write,write,505,505000,584.73,584.73,1.71,1709.71,100%
write,write,450,450000,655.65,655.65,1.52,1524.87,100%
write,write,471,471000,630.55,630.54,1.59,1585.55,100%
write,write,529,529000,562.07,562.07,1.78,1778.66,100%
write,write,519,519000,567.76,567.76,1.76,1760.77,100%
write,write,501,501000,593,593,1.69,1685.86,100%
