Linux 3.19.0-25-generic (dss-storage-2) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           8.45    0.00    3.58    1.57    0.00   86.40

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    24.00    0.00   58.00     0.00 53764.00  1853.93    11.71  208.69    0.00  208.69  17.24 100.00
sdb               0.00    13.00    0.00   37.00     0.00 27960.00  1511.35     5.96  163.46    0.00  163.46  26.59  98.40
sdc               0.00    17.00    0.00  168.00     0.00 34938.50   415.93    25.08  184.57    0.00  184.57   5.93  99.60
sdd               0.00    47.00    1.00  283.00     8.00 40909.50   288.15    26.05   89.51  232.00   89.00   3.52 100.00
sdf               0.00     0.00    0.00   54.00     0.00 93852.00  3476.00    31.36 1991.85    0.00 1991.85  18.52 100.00
sde               0.00    25.00    0.00   59.00     0.00 53704.00  1820.47     9.30  194.37    0.00  194.37  16.88  99.60
sdg               0.00     5.00    0.00   28.00     0.00 15880.00  1134.29     4.07  136.86    0.00  136.86  29.43  82.40
sdh               0.00    11.00    0.00   46.00     0.00 31008.00  1348.17     6.97  131.91    0.00  131.91  21.65  99.60
sdi               0.00     0.00    0.00   33.00     0.00 16152.00   978.91     4.95  159.15    0.00  159.15  28.97  95.60
sdj               0.00     3.00    0.00   28.00     0.00 12524.00   894.57     4.00  150.57    0.00  150.57  28.71  80.40
sdk               0.00    22.00    2.00   56.00    12.00 45960.00  1585.24    10.53  177.66  136.00  179.14  17.24 100.00
sdl               0.00     1.00    0.00   29.00     0.00 13536.00   933.52     4.22  148.28    0.00  148.28  27.31  79.20
sdm               0.00    36.00    0.00  305.00     0.00 59589.00   390.75    41.33  153.14    0.00  153.14   3.27  99.60
sdo               0.00     1.00    0.00    9.00     0.00  3648.00   810.67     2.11  205.78    0.00  205.78  43.56  39.20
sdn               0.00    17.00    0.00   61.00     0.00 41296.00  1353.97     7.92  142.89    0.00  142.89  16.39 100.00
sdp               0.00    16.00    0.00   54.00     0.00 42988.00  1592.15     8.46  162.96    0.00  162.96  18.52 100.00
sdr               0.00    18.00    0.00   59.00     0.00 43292.00  1467.53     8.42  153.29    0.00  153.29  16.95 100.00
sdt               0.00    12.00    0.00  210.00     0.00 32200.00   306.67    32.82  209.28    0.00  209.28   4.76 100.00
sdu               0.00    23.00    2.00   57.00    16.00 46616.00  1580.75     8.87  147.80  130.00  148.42  16.95 100.00
sdv               0.00     1.00    0.00   24.00     0.00 11452.00   954.33     2.61  108.83    0.00  108.83  17.50  42.00
sdw               0.00     8.00    1.00   33.00     8.00 20544.00  1208.94     5.56  145.88  160.00  145.45  27.18  92.40
sdx               0.00     7.00    0.00   47.00     0.00 25000.00  1063.83     5.99  139.06    0.00  139.06  19.74  92.80
sdy               0.00    55.00    5.00  225.00    40.00 45821.50   398.80    41.10  146.17  172.80  145.58   4.35 100.00
sds               0.00    19.00    0.00   42.00     0.00 31060.00  1479.05     6.53  144.57    0.00  144.57  23.81 100.00
sdq               0.00     5.00    0.00   33.00     0.00 19520.00  1183.03     5.51  132.73    0.00  132.73  27.03  89.20
sdz               0.00     8.00    0.00    6.00     0.00   120.00    40.00     0.08   12.67    0.00   12.67  12.67   7.60
dm-0              0.00     0.00    0.00   14.00     0.00   120.00    17.14     0.19   13.71    0.00   13.71   5.43   7.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          40.61    0.00   17.22   13.26    0.00   28.91

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    13.00    0.00   37.00     0.00 32240.00  1742.70     8.44  218.70    0.00  218.70  27.03 100.00
sdb               0.00     5.00    0.00   28.00     0.00 25568.00  1826.29     4.73  137.14    0.00  137.14  35.71 100.00
sdc               0.00    18.00    0.00   31.00     0.00 26932.00  1737.55     8.00  213.94    0.00  213.94  32.13  99.60
sdd               0.00    21.00    0.00   39.00     0.00 38632.00  1981.13     9.22  216.21    0.00  216.21  25.64 100.00
sdf               0.00    17.00    0.00   49.00     0.00 40364.00  1647.51    12.88  375.02    0.00  375.02  20.41 100.00
sde               0.00    31.00    0.00   54.00     0.00 50368.00  1865.48     9.38  158.67    0.00  158.67  18.52 100.00
sdg               0.00     7.00    0.00   37.00     0.00 23144.00  1251.03     8.05  191.89    0.00  191.89  27.14 100.40
sdh               0.00     9.00    0.00   32.00     0.00 22504.00  1406.50     5.87  197.38    0.00  197.38  31.37 100.40
sdi               0.00     8.00    1.00   30.00     4.00 20736.00  1338.06     4.64  149.03  268.00  145.07  32.39 100.40
sdj               0.00    16.00    0.00   37.00     0.00 25716.00  1390.05     6.61  173.19    0.00  173.19  27.14 100.40
sdk               0.00    19.00    0.00   46.00     0.00 39708.00  1726.43     9.94  216.09    0.00  216.09  21.83 100.40
sdl               0.00     5.00    0.00   40.00     0.00 22552.00  1127.60     7.22  163.10    0.00  163.10  25.10 100.40
sdm               0.00    11.00    0.00   45.00     0.00 34268.00  1523.02     9.16  178.76    0.00  178.76  22.31 100.40
sdo               0.00     3.00    4.00   24.00    32.00 14828.00  1061.43     4.73  193.43  122.00  205.33  35.86 100.40
sdn               0.00    10.00    0.00   39.00     0.00 27656.00  1418.26     5.54  150.36    0.00  150.36  25.64 100.00
sdp               0.00    12.00    0.00   41.00     0.00 34984.00  1706.54     7.61  173.07    0.00  173.07  24.49 100.40
sdr               0.00    29.00    0.00   55.00     0.00 52616.00  1913.31    10.14  162.04    0.00  162.04  18.25 100.40
sdt               0.00    16.00    1.00   45.00     8.00 42724.00  1857.91     8.80  207.65  124.00  209.51  21.83 100.40
sdu               0.00    11.00    0.00   31.00     0.00 30488.00  1966.97     5.13  168.65    0.00  168.65  32.26 100.00
sdv               0.00     0.00    0.00   20.00     0.00  8852.00   885.20     3.98  179.40    0.00  179.40  46.60  93.20
sdw               0.00    53.00    4.00  213.00    32.00 40298.00   371.71    40.62  179.23  150.00  179.77   4.63 100.40
sdx               0.00    17.00    0.00   53.00     0.00 44620.00  1683.77    10.32  160.45    0.00  160.45  18.94 100.40
sdy               0.00     9.00    0.00  259.00     0.00 27958.00   215.89    27.82  136.17    0.00  136.17   3.88 100.40
sds               0.00    18.00    0.00   35.00     0.00 39948.00  2282.74     9.91  242.29    0.00  242.29  28.69 100.40
sdq               0.00     6.00    0.00   40.00     0.00 28540.00  1427.00     5.69  167.50    0.00  167.50  25.10 100.40
sdz               0.00    10.00    0.00    8.00     0.00   480.00   120.00     0.12   15.00    0.00   15.00  15.50  12.40
dm-0              0.00     0.00    0.00   19.00     0.00   484.00    50.95     0.29   14.95    0.00   14.95   6.53  12.40
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          37.28    0.00   17.07   18.84    0.00   26.82

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    16.00    0.00   66.00     0.00 46328.00  1403.88     7.58  122.36    0.00  122.36  15.15 100.00
sdb               0.00     9.00    0.00   43.00     0.00 28144.00  1309.02     4.23  120.65    0.00  120.65  23.26 100.00
sdc               0.00    11.00    0.00   50.00     0.00 39832.00  1593.28     8.36  165.52    0.00  165.52  20.00 100.00
sdd               0.00    11.00    0.00   48.00     0.00 41868.00  1744.50     6.26  164.33    0.00  164.33  20.75  99.60
sdf               0.00    24.00    0.00   61.00     0.00 48152.00  1578.75     9.02  158.36    0.00  158.36  16.39 100.00
sde               0.00    43.00    1.00   88.00     8.00 79148.00  1778.79    10.21  123.91  192.00  123.14  11.24 100.00
sdg               0.00    17.00    0.00   57.00     0.00 45056.00  1580.91     6.46  134.18    0.00  134.18  17.47  99.60
sdh               0.00    10.00    0.00   55.00     0.00 43896.00  1596.22     5.91  121.31    0.00  121.31  18.11  99.60
sdi               0.00     8.00    0.00   50.00     0.00 32028.00  1281.12     5.29  106.72    0.00  106.72  19.92  99.60
sdj               0.00    11.00    0.00   46.00     0.00 38796.00  1686.78     5.30  116.78    0.00  116.78  21.39  98.40
sdk               0.00    16.00    0.00   51.00     0.00 46012.00  1804.39     5.40  134.43    0.00  134.43  19.45  99.20
sdl               0.00    14.00    0.00   46.00     0.00 37704.00  1639.30     5.40  131.39    0.00  131.39  21.65  99.60
sdm               0.00    16.00    0.00   52.00     0.00 39140.00  1505.38     6.61  150.77    0.00  150.77  19.15  99.60
sdo               0.00    95.00    3.00  598.00    24.00 28448.50    94.75    48.76   81.35  158.67   80.96   1.66  99.60
sdn               0.00     9.00    0.00   42.00     0.00 29368.00  1398.48     4.41  100.95    0.00  100.95  23.52  98.80
sdp               0.00    16.00    0.00   59.00     0.00 45196.00  1532.07     6.10  125.97    0.00  125.97  16.81  99.20
sdr               0.00    13.00    0.00   61.00     0.00 50164.00  1644.72     6.52  129.25    0.00  129.25  16.33  99.60
sdt               0.00    10.00    0.00   27.00     0.00 21900.00  1622.22     3.31  114.52    0.00  114.52  36.89  99.60
sdu               0.00    13.00    0.00   38.00     0.00 32764.00  1724.42     4.48  129.47    0.00  129.47  26.21  99.60
sdv               0.00     8.00    0.00   45.00     0.00 32508.00  1444.80     5.49  129.87    0.00  129.87  22.04  99.20
sdw               0.00    10.00    0.00  221.00     0.00 31122.00   281.65    24.37  115.37    0.00  115.37   4.51  99.60
sdx               0.00    17.00    0.00   57.00     0.00 42660.00  1496.84     6.03  131.37    0.00  131.37  17.47  99.60
sdy               0.00    18.00    0.00   50.00     0.00 36180.00  1447.20     6.05  130.64    0.00  130.64  19.92  99.60
sds               0.00    21.00    1.00   64.00     8.00 54148.00  1666.34     8.42  156.68  236.00  155.44  15.32  99.60
sdq               0.00    15.00    0.00   51.00     0.00 29504.00  1157.02     5.56  106.90    0.00  106.90  19.53  99.60
sdz               0.00    10.00    0.00    7.00     0.00   352.00   100.57     0.08   12.00    0.00   12.00  11.43   8.00
dm-0              0.00     0.00    0.00   16.00     0.00   348.00    43.50     0.20   12.75    0.00   12.75   5.00   8.00
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          48.71    0.00   22.11   13.06    0.00   16.12

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    19.00    0.00   70.00     0.00 59220.00  1692.00     4.56   69.20    0.00   69.20  14.11  98.80
sdb               0.00    11.00    0.00   31.00     0.00 32388.00  2089.55     2.26   77.42    0.00   77.42  25.55  79.20
sdc               0.00    21.00    0.00   65.00     0.00 58112.00  1788.06     6.35  116.31    0.00  116.31  15.38 100.00
sdd               0.00    21.00    0.00   84.00     0.00 64548.00  1536.86     5.73   71.67    0.00   71.67  11.81  99.20
sdf               0.00    22.00    0.00   69.00     0.00 61040.00  1769.28     4.67   77.04    0.00   77.04  14.43  99.60
sde               0.00    31.00    0.00  116.00     0.00 88920.00  1533.10     9.25   80.72    0.00   80.72   8.62 100.00
sdg               0.00    21.00    0.00   77.00     0.00 63016.00  1636.78     6.30   84.05    0.00   84.05  12.99 100.00
sdh               0.00    17.00    0.00   49.00     0.00 42752.00  1744.98     3.55   77.55    0.00   77.55  18.12  88.80
sdi               0.00    18.00    0.00   57.00     0.00 47444.00  1664.70     4.38   76.63    0.00   76.63  17.12  97.60
sdj               0.00    22.00    0.00   61.00     0.00 56160.00  1841.31     5.04   83.41    0.00   83.41  16.13  98.40
sdk               0.00    24.00    0.00   79.00     0.00 65836.00  1666.73     5.95   79.14    0.00   79.14  12.66 100.00
sdl               0.00    21.00    0.00   55.00     0.00 54320.00  1975.27     3.90   75.49    0.00   75.49  17.24  94.80
sdm               0.00    22.00    0.00   80.00     0.00 60620.00  1515.50     5.58   69.55    0.00   69.55  12.40  99.20
sdo               0.00    21.00    1.00   64.00     8.00 47968.00  1476.18     3.48   55.69   80.00   55.31  15.20  98.80
sdn               0.00    21.00    0.00   91.00     0.00 65104.00  1430.86     5.44   59.25    0.00   59.25  10.99 100.00
sdp               0.00    21.00    0.00   65.00     0.00 60040.00  1847.38     5.02   79.69    0.00   79.69  15.32  99.60
sdr               0.00    21.00    0.00   83.00     0.00 62808.00  1513.45     6.03   71.76    0.00   71.76  12.00  99.60
sdt               0.00    20.00    0.00   78.00     0.00 57512.00  1474.67     4.32   56.36    0.00   56.36  12.77  99.60
sdu               0.00    24.00    0.00   75.00     0.00 64504.00  1720.11     5.36   72.16    0.00   72.16  13.23  99.20
sdv               0.00    13.00    0.00   52.00     0.00 38736.00  1489.85     3.74   72.15    0.00   72.15  15.92  82.80
sdw               0.00    19.00    0.00   77.00     0.00 62784.00  1630.75     6.85  105.82    0.00  105.82  12.99 100.00
sdx               0.00    19.00    5.00   87.00    40.00 69772.00  1517.65     7.18   79.87   69.60   80.46  10.87 100.00
sdy               0.00    18.00    0.00   73.00     0.00 55828.00  1529.53     5.28   79.56    0.00   79.56  13.70 100.00
sds               0.00    22.00    0.00   84.00     0.00 66496.00  1583.24     5.48   70.67    0.00   70.67  11.86  99.60
sdq               0.00    26.00    0.00   75.00     0.00 63264.00  1687.04     5.14   70.13    0.00   70.13  13.33 100.00
sdz               0.00    16.00    0.00   10.00     0.00   644.00   128.80     0.15   14.00    0.00   14.00  13.60  13.60
dm-0              0.00     0.00    0.00   27.00     0.00   660.00    48.89     0.36   13.04    0.00   13.04   5.04  13.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          29.16    0.00   14.85   21.69    0.00   34.30

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    15.00    0.00   65.00     0.00 51828.00  1594.71     3.10   47.20    0.00   47.20  12.25  79.60
sdb               0.00     4.00    0.00   17.00     0.00  9592.00  1128.47     1.10   47.29    0.00   47.29  17.41  29.60
sdc               0.00    22.00    0.00   62.00     0.00 59904.00  1932.39     3.42   54.06    0.00   54.06  15.87  98.40
sdd               0.00    24.00    0.00   78.00     0.00 68508.00  1756.62     4.44   53.49    0.00   53.49  12.67  98.80
sdf               0.00    65.00    7.00  508.00    56.00 30268.00   117.76     5.44    7.94   34.29    7.57   1.46  75.20
sde               0.00    34.00    0.00   76.00     0.00 68652.00  1806.63     3.59   46.16    0.00   46.16  12.95  98.40
sdg               0.00    27.00    0.00   53.00     0.00 58020.00  2189.43     2.65   48.15    0.00   48.15  17.96  95.20
sdh               0.00   109.00    2.00  509.00    16.00  3724.50    14.64     0.79    1.32   20.00    1.24   0.41  21.20
sdi               0.00    10.00    0.00   41.00     0.00 32468.00  1583.80     2.21   51.71    0.00   51.71  13.76  56.40
sdj               0.00    10.00    0.00   47.00     0.00 37372.00  1590.30     2.53   51.15    0.00   51.15  14.30  67.20
sdk               0.00    25.00    0.00   77.00     0.00 73820.00  1917.40     3.78   49.61    0.00   49.61  12.57  96.80
sdl               0.00    15.00    9.00   48.00    72.00 37488.00  1317.89     3.31   52.49   48.44   53.25  11.72  66.80
sdm               0.00    25.00    0.00   89.00     0.00 73396.00  1649.35     4.93   53.48    0.00   53.48  11.06  98.40
sdo               0.00    13.00    1.00   38.00     8.00 35324.00  1811.90     2.40   57.95   36.00   58.53  17.74  69.20
sdn               0.00    24.00    0.00   70.00     0.00 67352.00  1924.34     2.82   41.77    0.00   41.77  14.00  98.00
sdp               0.00    27.00    1.00   60.00     4.00 56100.00  1839.48     2.76   43.48  140.00   41.87  13.97  85.20
sdr               0.00    23.00    0.00   69.00     0.00 65796.00  1907.13     3.56   48.81    0.00   48.81  14.43  99.60
sdt               0.00    22.00    1.00   64.00     4.00 60996.00  1876.92     3.27   50.52   64.00   50.31  15.20  98.80
sdu               0.00    25.00    0.00   79.00     0.00 69748.00  1765.77     3.97   48.61    0.00   48.61  12.30  97.20
sdv               0.00    16.00    0.00   42.00     0.00 37744.00  1797.33     2.38   53.33    0.00   53.33  13.71  57.60
sdw               0.00    13.00    0.00   44.00     0.00 38604.00  1754.73     3.72   82.18    0.00   82.18  22.73 100.00
sdx               0.00   117.00    3.00  628.00    24.00 37239.00   118.11     5.98    9.44   62.67    9.18   1.59 100.40
sdy               0.00    10.00    0.00   48.00     0.00 38616.00  1609.00     4.62   87.42    0.00   87.42  20.83 100.00
sds               0.00    25.00    0.00   68.00     0.00 67840.00  1995.29     3.43   46.00    0.00   46.00  14.59  99.20
sdq               0.00    20.00    0.00   58.00     0.00 53472.00  1843.86     2.50   40.28    0.00   40.28  14.90  86.40
sdz               0.00    21.00    0.00   12.00     0.00   208.00    34.67     0.15   13.67    0.00   13.67  12.67  15.20
dm-0              0.00     0.00    0.00   32.00     0.00   192.00    12.00     0.44   14.25    0.00   14.25   4.75  15.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          52.90    0.00   22.89   11.34    0.00   12.87

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    23.00    0.00  107.00     0.00 79576.00  1487.40     5.83   55.51    0.00   55.51   9.31  99.60
sdb               0.00    13.00    1.00   58.00     4.00 45880.00  1555.39     2.60   49.08   24.00   49.52  13.76  81.20
sdc               0.00    14.00    0.00   64.00     0.00 49488.00  1546.50     3.87   57.56    0.00   57.56  14.31  91.60
sdd               0.00    25.00    0.00   92.00     0.00 78188.00  1699.74     5.42   61.65    0.00   61.65  10.87 100.00
sdf               0.00    21.00    0.00   63.00     0.00 48292.00  1533.08     8.91  143.24    0.00  143.24  15.87 100.00
sde               0.00    21.00    0.00   81.00     0.00 64932.00  1603.26     3.93   50.86    0.00   50.86  12.20  98.80
sdg               0.00     7.00    0.00   46.00     0.00 34812.00  1513.57     2.72   59.22    0.00   59.22  16.17  74.40
sdh               0.00     6.00    0.00   46.00     0.00 27656.00  1202.43     3.35   74.78    0.00   74.78  18.35  84.40
sdi               0.00    18.00    0.00   87.00     0.00 67080.00  1542.07     5.20   55.26    0.00   55.26  11.45  99.60
sdj               0.00     9.00    0.00   49.00     0.00 37384.00  1525.88     1.99   45.47    0.00   45.47  15.02  73.60
sdk               0.00    27.00    0.00   86.00     0.00 71152.00  1654.70     5.18   57.77    0.00   57.77  11.53  99.20
sdl               0.00   109.00    4.00  669.00    32.00 65433.50   194.55    15.78   23.39   97.00   22.95   1.49 100.00
sdm               0.00    22.00    0.00  109.00     0.00 83480.00  1531.74     6.54   60.77    0.00   60.77   9.17 100.00
sdo               0.00    19.00    0.00   49.00     0.00 40052.00  1634.78     4.85   78.29    0.00   78.29  19.92  97.60
sdn               0.00    20.00    0.00   71.00     0.00 62788.00  1768.68     3.21   45.69    0.00   45.69  13.97  99.20
sdp               0.00    13.00    3.00   65.00    24.00 51560.00  1517.18     2.75   43.06   17.33   44.25  13.59  92.40
sdr               0.00    26.00    0.00   99.00     0.00 77940.00  1574.55     5.34   56.16    0.00   56.16  10.06  99.60
sdt               0.00    14.00    0.00   59.00     0.00 39240.00  1330.17     2.42   38.64    0.00   38.64  13.49  79.60
sdu               0.00    18.00    0.00   77.00     0.00 62604.00  1626.08     3.80   50.18    0.00   50.18  12.52  96.40
sdv               0.00    24.00    0.00  101.00     0.00 78052.00  1545.58     5.95   59.76    0.00   59.76   9.90 100.00
sdw               0.00    21.00    0.00   83.00     0.00 65404.00  1576.00     8.51   99.61    0.00   99.61  12.05 100.00
sdx               0.00    17.00    0.00   60.00     0.00 52384.00  1746.13     5.54   94.73    0.00   94.73  16.60  99.60
sdy               0.00    23.00    0.00   84.00     0.00 67300.00  1602.38     4.80   61.62    0.00   61.62  11.81  99.20
sds               0.00    24.00    1.00   90.00     4.00 72464.00  1592.70     4.30   50.15   60.00   50.04  10.86  98.80
sdq               0.00    83.00    3.00  529.00    24.00 62998.00   236.92     7.67   12.93   86.67   12.51   1.87  99.60
sdz               0.00    10.00    0.00    6.00     0.00   128.00    42.67     0.09   14.67    0.00   14.67  14.67   8.80
dm-0              0.00     0.00    0.00   16.00     0.00   128.00    16.00     0.22   14.00    0.00   14.00   5.50   8.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          33.77    0.00   15.62   10.49    0.00   40.13

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     6.00    0.00   26.00     0.00 20372.00  1567.08     9.38  126.62    0.00  126.62  38.46 100.00
sdb               0.00     0.00    0.00    4.00     0.00  1564.00   782.00     3.52   49.00    0.00   49.00 159.00  63.60
sdc               0.00     5.00    0.00   25.00     0.00 20420.00  1633.60     8.22  169.28    0.00  169.28  40.00 100.00
sdd               0.00     4.00    0.00   21.00     0.00 18032.00  1717.33     5.82   74.67    0.00   74.67  47.62 100.00
sdf               0.00     7.00    0.00   18.00     0.00 18636.00  2070.67    11.23  300.67    0.00  300.67  55.56 100.00
sde               0.00     6.00    0.00   25.00     0.00 22224.00  1777.92     7.44   79.36    0.00   79.36  40.00 100.00
sdg               0.00     6.00    0.00   23.00     0.00 17816.00  1549.22     8.93  132.17    0.00  132.17  43.48 100.00
sdh               0.00     4.00    0.00   20.00     0.00 18068.00  1806.80     8.59  106.60    0.00  106.60  50.00 100.00
sdi               0.00    10.00    1.00   30.00     8.00 27696.00  1787.35     9.27  145.68  256.00  142.00  32.26 100.00
sdj               0.00     9.00    0.00   13.00     0.00 11460.00  1763.08     7.43  135.08    0.00  135.08  69.23  90.00
sdk               0.00     6.00    0.00   22.00     0.00 21472.00  1952.00     8.76  131.45    0.00  131.45  45.45 100.00
sdl               0.00     4.00    0.00   26.00     0.00 22308.00  1716.00     7.77  163.08    0.00  163.08  38.46 100.00
sdm               0.00     7.00    0.00   29.00     0.00 23760.00  1638.62     9.03  128.14    0.00  128.14  34.48 100.00
sdo               0.00     7.00    2.00   30.00    16.00 24844.00  1553.75     9.72  164.38  168.00  164.13  31.25 100.00
sdn               0.00     6.00    0.00   12.00     0.00 13088.00  2181.33     7.22   85.33    0.00   85.33  82.00  98.40
sdp               0.00   109.00    2.00  566.00    16.00 11750.00    41.43    55.70   87.91   20.00   88.15   1.76 100.00
sdr               0.00     9.00    0.00   25.00     0.00 17784.00  1422.72     9.98  125.12    0.00  125.12  39.84  99.60
sdt               0.00    11.00    1.00   27.00     4.00 25100.00  1793.14     9.73  152.57   72.00  155.56  35.71 100.00
sdu               0.00     9.00    0.00   27.00     0.00 23280.00  1724.44     9.04  115.41    0.00  115.41  37.04 100.00
sdv               0.00     5.00    0.00   23.00     0.00 17768.00  1545.04     6.13   75.83    0.00   75.83  43.48 100.00
sdw               0.00     4.00    0.00   26.00     0.00 21196.00  1630.46     6.68  122.62    0.00  122.62  38.46 100.00
sdx               0.00     5.00    0.00   12.00     0.00 11308.00  1884.67     4.44  102.67    0.00  102.67  82.67  99.20
sdy               0.00    10.00    0.00   25.00     0.00 25316.00  2025.28     8.55  101.60    0.00  101.60  40.00 100.00
sds               0.00     9.00    1.00   26.00     8.00 25296.00  1874.37     7.22  136.59  140.00  136.46  36.89  99.60
sdq               0.00    14.00    0.00   33.00     0.00 29824.00  1807.52    10.08  168.97    0.00  168.97  30.30 100.00
sdz               0.00    18.00    0.00   12.00     0.00   356.00    59.33     0.15   12.67    0.00   12.67  12.67  15.20
dm-0              0.00     0.00    0.00   30.00     0.00   356.00    23.73     0.38   12.80    0.00   12.80   5.07  15.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          30.19    0.00   14.85   21.38    0.00   33.59

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    14.00    0.00   34.00     0.00 27468.00  1615.76    10.63  438.82    0.00  438.82  29.41 100.00
sdb               0.00     4.00    1.00   23.00     8.00 14764.00  1231.00     8.44  478.17  264.00  487.48  41.67 100.00
sdc               0.00    14.00    0.00   29.00     0.00 27248.00  1879.17     8.95  440.83    0.00  440.83  34.48 100.00
sdd               0.00    12.00    0.00   33.00     0.00 27216.00  1649.45    10.37  438.18    0.00  438.18  30.30 100.00
sdf               0.00    14.00    0.00   30.00     0.00 24908.00  1660.53    11.32  538.80    0.00  538.80  33.33 100.00
sde               0.00    14.00    0.00   37.00     0.00 30608.00  1654.49    11.82  439.46    0.00  439.46  27.03 100.00
sdg               0.00    15.00    0.00   35.00     0.00 25492.00  1456.69    11.52  470.86    0.00  470.86  28.57 100.00
sdh               0.00    26.00    1.00   35.00     8.00 22840.00  1269.33    24.20  432.56  240.00  438.06  27.78 100.00
sdi               0.00    19.00    0.00   36.00     0.00 29336.00  1629.78    11.65  446.89    0.00  446.89  27.78 100.00
sdj               0.00    11.00    0.00   37.00     0.00 33984.00  1836.97    10.99  431.46    0.00  431.46  27.03 100.00
sdk               0.00    14.00    0.00   36.00     0.00 29840.00  1657.78    10.86  458.22    0.00  458.22  27.78 100.00
sdl               0.00     9.00    0.00   25.00     0.00 16064.00  1285.12     8.68  470.08    0.00  470.08  40.00 100.00
sdm               0.00    16.00    0.00   35.00     0.00 30084.00  1719.09    11.60  450.74    0.00  450.74  28.57 100.00
sdo               0.00    43.00    3.00  191.00    24.00 24487.00   252.69    47.12  230.54  450.67  227.08   5.15 100.00
sdn               0.00    13.00    0.00   33.00     0.00 31880.00  1932.12    10.53  472.00    0.00  472.00  30.30 100.00
sdp               0.00    13.00    0.00   32.00     0.00 25960.00  1622.50    10.90  487.12    0.00  487.12  31.25 100.00
sdr               0.00    15.00    0.00   39.00     0.00 36568.00  1875.28    12.12  461.44    0.00  461.44  25.74 100.40
sdt               0.00    17.00    0.00   37.00     0.00 33684.00  1820.76    11.57  434.38    0.00  434.38  27.14 100.40
sdu               0.00    14.00    1.00   34.00     4.00 28288.00  1616.69    10.72  459.20  292.00  464.12  28.69 100.40
sdv               0.00    12.00    0.00   33.00     0.00 26988.00  1635.64    10.88  446.67    0.00  446.67  30.42 100.40
