Linux 3.19.0-25-generic (dss-storage-2) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           8.45    0.00    3.58    1.57    0.00   86.40

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdk               0.00    13.00    0.00   31.00     0.00 20672.00  1333.68     7.53  259.87    0.00  259.87  32.00  99.20
sdl               0.00    20.00    0.00   37.00     0.00 34984.00  1891.03     9.00  259.46    0.00  259.46  27.03 100.00
sdm               0.00    15.00    0.00  110.00     0.00 36836.50   669.75    21.16  248.55    0.00  248.55   9.09 100.00
sdo               0.00    16.00    0.00   38.00     0.00 37532.00  1975.37     8.90  215.47    0.00  215.47  26.32 100.00
sdn               0.00     9.00    0.00   33.00     0.00 25368.00  1537.45     7.19  211.03    0.00  211.03  30.30 100.00
sdp               0.00    16.00    3.00   32.00    24.00 28688.00  1640.69     9.41  235.31  141.33  244.12  28.57 100.00
sdr               0.00     7.00    0.00   29.00     0.00 23540.50  1623.48     8.72  283.72    0.00  283.72  34.48 100.00
sdt               0.00    15.00    1.00   39.00     8.00 29268.00  1463.80     9.76  219.90  192.00  220.62  25.10 100.40
sdu               0.00    46.00    1.00  258.00     8.00 28137.00   217.34    27.68  102.53  444.00  101.21   3.88 100.40
sdv               0.00    12.00    0.00  138.00     0.00 30068.50   435.78    32.63  294.20    0.00  294.20   7.25 100.00
sdw               0.00    47.00    0.00  497.00     0.00 26987.00   108.60    92.96  202.67    0.00  202.67   2.00  99.60
sdx               0.00    13.00    0.00   39.00     0.00 38812.00  1990.36     6.84  203.08    0.00  203.08  25.74 100.40
sdy               0.00    11.00    0.00   42.00     0.00 32908.00  1567.05     9.53  239.43    0.00  239.43  23.90 100.40
sds               0.00    18.00    0.00  239.00     0.00 28055.00   234.77    52.04  272.50    0.00  272.50   4.20 100.40
sdq               0.00    20.00    0.00   34.00     0.00 35216.00  2071.53     9.81  293.29    0.00  293.29  29.53 100.40
sdz               0.00    25.00    0.00   13.00     0.00   876.00   134.77     0.18   14.15    0.00   14.15  12.92  16.80
dm-0              0.00     0.00    0.00   38.00     0.00   876.00    46.11     0.63   16.63    0.00   16.63   4.42  16.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          37.12    0.00   18.76   16.67    0.00   27.45

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    12.00    1.00   30.00     8.00 22312.00  1440.00    10.84  294.97  256.00  296.27  32.26 100.00
sdb               0.00    69.00    0.00   39.00     0.00 32940.00  1689.23    22.60  276.31    0.00  276.31  25.64 100.00
sdc               0.00    13.00    0.00   31.00     0.00 29268.00  1888.26    11.46  323.61    0.00  323.61  32.26 100.00
sdd               0.00    10.00    0.00   29.00     0.00 24912.00  1718.07     8.18  271.72    0.00  271.72  34.34  99.60
sdf               0.00    47.00    1.00  428.00     8.00 31705.50   147.85    88.70  199.71  232.00  199.64   2.33 100.00
sde               0.00    21.00    0.00   38.00     0.00 37604.00  1979.16    11.14  269.68    0.00  269.68  26.32 100.00
sdg               0.00     9.00    0.00   30.00     0.00 23872.00  1591.47     7.72  220.13    0.00  220.13  33.33 100.00
sdh               0.00    12.00    0.00   28.00     0.00 22776.00  1626.86     9.61  294.43    0.00  294.43  35.71 100.00
sdi               0.00    15.00    0.00   32.00     0.00 26664.00  1666.50    10.42  226.50    0.00  226.50  31.25 100.00
sdj               0.00    13.00    1.00   29.00     8.00 30056.00  2004.27     8.87  266.27  292.00  265.38  33.33 100.00
sdk               0.00     9.00    0.00   35.00     0.00 31604.00  1805.94    10.26  284.57    0.00  284.57  28.57 100.00
sdl               0.00     9.00    0.00   39.00     0.00 29792.00  1527.79    10.26  240.00    0.00  240.00  25.64 100.00
sdm               0.00    14.00    1.00   29.00     8.00 27504.00  1834.13    10.29  362.27  296.00  364.55  33.33 100.00
sdo               0.00     6.00    1.00   28.00     8.00 17096.00  1179.59     9.14  238.90  464.00  230.86  34.48 100.00
sdn               0.00   100.00    0.00   38.00     0.00 34736.00  1828.21    15.87  270.42    0.00  270.42  26.32 100.00
sdp               0.00    54.00    2.00  199.00    16.00 35721.50   355.60    99.60  406.35  206.00  408.36   4.98 100.00
sdr               0.00     9.00    0.00   28.00     0.00 22304.00  1593.14     8.71  340.43    0.00  340.43  35.71 100.00
sdt               0.00    14.00    0.00   40.00     0.00 39408.00  1970.40    10.68  283.60    0.00  283.60  24.90  99.60
sdu               0.00    17.00    0.00   39.00     0.00 37592.00  1927.79    10.32  266.26    0.00  266.26  25.54  99.60
sdv               0.00     2.00    1.00   16.00     8.00 13388.00  1576.00     8.82  329.18  272.00  332.75  58.59  99.60
sdw               0.00    13.00    0.00   33.00     0.00 29596.00  1793.70    10.44  252.00    0.00  252.00  30.18  99.60
sdx               0.00     7.00    0.00   22.00     0.00 13468.00  1224.36     8.64  299.45    0.00  299.45  45.27  99.60
sdy               0.00     8.00    0.00   26.00     0.00 24328.00  1871.38     8.17  248.77    0.00  248.77  38.31  99.60
sds               0.00     8.00    0.00   25.00     0.00 19120.00  1529.60     7.90  311.68    0.00  311.68  39.84  99.60
sdq               0.00    18.00    0.00   37.00     0.00 35280.00  1907.03    10.88  256.00    0.00  256.00  26.92  99.60
sdz               0.00     9.00    0.00    6.00     0.00   640.00   213.33     0.08   13.33    0.00   13.33  13.33   8.00
dm-0              0.00     0.00    0.00   15.00     0.00   640.00    85.33     0.20   13.60    0.00   13.60   5.33   8.00
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          26.60    0.00   15.76   26.69    0.00   30.94

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    53.00    3.00  187.00    24.00 26303.50   277.13    56.82  253.24  358.67  251.55   5.26 100.00
sdb               0.00     1.00    0.00   55.00     0.00 94480.00  3435.64    47.99  669.89    0.00  669.89  18.18 100.00
sdc               0.00    14.00    0.00   43.00     0.00 32976.00  1533.77    11.58  319.91    0.00  319.91  23.26 100.00
sdd               0.00    16.00    0.00   35.00     0.00 33172.00  1895.54    10.96  306.51    0.00  306.51  28.57 100.00
sdf               0.00    26.00    2.00  245.00    16.00 26530.50   214.95    76.38  320.13  398.00  319.49   4.05 100.00
sde               0.00    18.00    0.00   34.00     0.00 30636.00  1802.12    10.77  325.76    0.00  325.76  29.41 100.00
sdg               0.00    90.00    0.00   28.00     0.00 22756.00  1625.43    15.36  337.00    0.00  337.00  35.71 100.00
sdh               0.00    56.00    0.00   31.00     0.00 19720.00  1272.26    17.34  325.68    0.00  325.68  32.26 100.00
sdi               0.00    22.00    0.00   46.00     0.00 37668.00  1637.74    12.14  336.09    0.00  336.09  21.74 100.00
sdj               0.00   100.00    2.00  164.00    16.00 29216.50   352.20    56.06  271.06  368.00  269.88   6.02 100.00
sdk               0.00    98.00    3.00   44.00    24.00 47204.00  2009.70    40.36  285.87  345.33  281.82  21.28 100.00
sdl               0.00    10.00    0.00   26.00     0.00 22824.00  1755.69     8.97  360.00    0.00  360.00  38.46 100.00
sdm               0.00    38.00    3.00  196.00    24.00 36657.00   368.65    49.47  244.12  361.33  242.33   5.03 100.00
sdo               0.00    10.00    0.00   32.00     0.00 22240.00  1390.00     7.49  292.50    0.00  292.50  31.25 100.00
sdn               0.00     5.00    0.00   59.00     0.00 95900.00  3250.85    84.03  569.36    0.00  569.36  16.95 100.00
sdp               0.00   118.00    0.00  285.00     0.00 21653.50   151.95    85.58  309.21    0.00  309.21   3.51 100.00
sdr               0.00    36.00    0.00   34.00     0.00 26392.00  1552.47    10.07  297.76    0.00  297.76  29.41 100.00
sdt               0.00   116.00    3.00   34.00    24.00 26204.00  1417.73    20.67  319.57  324.00  319.18  27.03 100.00
sdu               0.00     8.00    0.00   35.00     0.00 27440.00  1568.00     9.36  307.89    0.00  307.89  28.57 100.00
sdv               0.00   108.00    2.00  165.00    16.00 25897.50   310.34    40.99  213.17  520.00  209.45   5.99 100.00
sdw               0.00    32.00    3.00   33.00    24.00 31348.00  1742.89    23.48  352.78  309.33  356.73  27.78 100.00
sdx               0.00     9.00    0.00   37.00     0.00 28244.00  1526.70     9.98  307.57    0.00  307.57  27.03 100.00
sdy               0.00    12.00    3.00   39.00    12.00 27252.00  1298.29    10.38  287.81  270.67  289.13  23.81 100.00
sds               0.00    78.00    0.00   37.00     0.00 30128.00  1628.54    15.20  362.38    0.00  362.38  27.03 100.00
sdq               0.00    11.00    0.00   42.00     0.00 38112.00  1814.86    10.47  300.29    0.00  300.29  23.81 100.00
sdz               0.00     8.00    0.00    6.00     0.00   104.00    34.67     0.08   14.00    0.00   14.00  14.00   8.40
dm-0              0.00     0.00    0.00   14.00     0.00   104.00    14.86     0.21   15.14    0.00   15.14   6.00   8.40
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          11.21    0.00    7.53   54.05    0.00   27.20

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    42.00    0.00  186.00     0.00 13404.00   144.13   142.32  403.03    0.00  403.03   5.35  99.60
sdb               0.00    20.00    2.00   28.00    16.00 43012.00  2868.53     9.82 1028.67  370.00 1075.71  33.33 100.00
sdc               0.00     4.00    0.00    5.00     0.00  6432.00  2572.80     3.81  331.20    0.00  331.20 200.00 100.00
sdd               0.00   110.00    1.00   34.00     8.00 54840.00  3134.17    99.40  537.37  392.00  541.65  28.57 100.00
sdf               0.00    20.00    0.00   17.00     0.00 18656.00  2194.82     6.70  342.12    0.00  342.12  58.82 100.00
sde               0.00   137.00    0.00   22.00     0.00 21800.00  1981.82    16.80  356.18    0.00  356.18  45.45 100.00
sdg               0.00     4.00    0.00   49.00     0.00 88816.00  3625.14    71.86  628.65    0.00  628.65  20.41 100.00
sdh               0.00     1.00    0.00   53.00     0.00 99368.00  3749.74    34.80  666.42    0.00  666.42  18.87 100.00
sdi               0.00   105.00    0.00   50.00     0.00 79148.00  3165.92    89.38  563.76    0.00  563.76  20.00 100.00
sdj               0.00     0.00    0.00   54.00     0.00 90752.50  3361.20    46.32  608.30    0.00  608.30  18.52 100.00
sdk               0.00     0.00    0.00   58.00     0.00 111200.00  3834.48    61.76  796.69    0.00  796.69  17.24 100.00
sdl               0.00    86.00    0.00   39.00     0.00 52880.00  2711.79    55.97  410.36    0.00  410.36  25.64 100.00
sdm               0.00    15.00    1.00   55.00     4.00 20920.00   747.29    22.14  367.21  284.00  368.73  17.86 100.00
sdo               0.00    13.00    0.00   21.00     0.00 23088.00  2198.86     9.64  360.00    0.00  360.00  47.62 100.00
sdn               0.00     7.00    0.00   55.00     0.00 104572.00  3802.62    34.40 1553.09    0.00 1553.09  18.18 100.00
sdp               0.00     5.00    0.00   66.00     0.00 115356.00  3495.64    76.26  632.18    0.00  632.18  15.15 100.00
sdr               0.00    57.00    2.00   37.00    16.00 66752.00  3424.00    77.70  652.51  474.00  662.16  25.64 100.00
sdt               0.00    11.00    0.00   96.00     0.00 89494.00  1864.46   152.64  644.17    0.00  644.17  10.42 100.00
sdu               0.00   101.00    0.00   36.00     0.00 62880.00  3493.33    86.80  628.44    0.00  628.44  27.78 100.00
sdv               0.00     2.00    0.00   62.00     0.00 104365.00  3366.61    55.45  602.45    0.00  602.45  16.13 100.00
sdw               0.00    11.00    0.00  137.00     0.00  7681.50   112.14   106.77  526.77    0.00  526.77   7.30 100.00
sdx               0.00    79.00    0.00   15.00     0.00 15812.00  2108.27    15.69  378.93    0.00  378.93  66.67 100.00
sdy               0.00    81.00    0.00   19.00     0.00 18160.00  1911.58    14.04  384.63    0.00  384.63  52.63 100.00
sds               0.00     9.00    0.00   51.00     0.00 85652.00  3358.90    61.70  631.37    0.00  631.37  19.61 100.00
sdq               0.00    42.00    1.00   51.00     8.00  4596.00   177.08   151.79  610.85  264.00  617.65  19.23 100.00
sdz               0.00    10.00    0.00    6.00     0.00   132.00    44.00     0.07   12.00    0.00   12.00  12.00   7.20
dm-0              0.00     0.00    0.00   16.00     0.00   132.00    16.50     0.23   14.50    0.00   14.50   4.50   7.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           4.53    0.00    3.80   62.54    0.00   29.13

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     4.00    0.00   81.00     0.00   479.00    11.83   144.61 1531.31    0.00 1531.31  12.40 100.40
sdb               0.00     7.00    1.00    7.00     8.00  8072.00  2020.00     8.55 1112.00 1244.00 1093.14 125.00 100.00
sdc               0.00   103.00    0.00    6.00     0.00  6700.00  2233.33    42.39 1070.00    0.00 1070.00 166.67 100.00
sdd               0.00     1.00    1.00   63.00     8.00 120100.00  3753.38    58.01 1445.25  876.00 1454.29  15.62 100.00
sdf               0.00     9.00    0.00    6.00     0.00 10380.00  3460.00     7.32 1092.00    0.00 1092.00 166.67 100.00
sde               0.00    10.00    0.00   15.00     0.00 15424.00  2056.53   150.21 1096.53    0.00 1096.53  66.67 100.00
sdg               0.00     7.00    1.00   48.00     8.00 89912.00  3670.20    25.48 1460.08 1204.00 1465.42  20.41 100.00
sdh               0.00     6.00    0.00   11.00     0.00 12584.00  2288.00     7.46 1079.27    0.00 1079.27  90.91 100.00
sdi               0.00     0.00    0.00   49.00     0.00 94464.00  3855.67    47.97 1389.80    0.00 1389.80  20.41 100.00
sdj               0.00     1.00    0.00   23.00     0.00 39268.00  3414.61     6.99 1309.57    0.00 1309.57  43.48 100.00
sdk               0.00    24.00    1.00   34.00     8.00 57672.00  3296.00   102.70 1505.03 1736.00 1498.24  28.57 100.00
sdl               0.00     0.00    0.00   30.00     0.00 55324.00  3688.27    56.62 1308.13    0.00 1308.13  33.33 100.00
sdm               0.00   137.00    0.00   10.00     0.00  9620.00  1924.00    16.58 1177.20    0.00 1177.20 100.00 100.00
sdo               0.00   146.00    0.00    9.00     0.00  9104.00  2023.11    50.46 1132.89    0.00 1132.89 111.11 100.00
sdn               0.00     7.00    0.00    9.00     0.00 10656.00  2368.00     8.29 1149.33    0.00 1149.33 111.11 100.00
sdp               0.00     4.00    0.00   46.00     0.00 88416.00  3844.17    23.34 1587.30    0.00 1587.30  21.74 100.00
sdr               0.00     0.00    0.00   47.00     0.00 95744.00  4074.21    29.18 1465.87    0.00 1465.87  21.28 100.00
sdt               0.00     8.00    0.00  122.00     0.00 96367.50  1579.80   144.66 1440.39    0.00 1440.39   8.20 100.00
sdu               0.00     0.00    0.00   51.00     0.00 97792.00  3834.98    46.67 1418.04    0.00 1418.04  19.61 100.00
sdv               0.00     2.00    0.00   30.00     0.00 49988.00  3332.53    13.21 1311.87    0.00 1311.87  33.33 100.00
sdw               0.00    94.00    0.00   47.00     0.00  2566.00   109.19    51.86 1764.43    0.00 1764.43  21.28 100.00
sdx               0.00     8.00    0.00   10.00     0.00  5920.00  1184.00    83.88 1052.80    0.00 1052.80 100.00 100.00
sdy               0.00     6.00    0.00   10.00     0.00  9264.00  1852.80    87.74 1110.80    0.00 1110.80 100.00 100.00
sds               0.00    11.00    0.00   33.00     0.00 67964.00  4119.03    15.07 1387.27    0.00 1387.27  30.30 100.00
sdq               0.00    16.00    0.00   83.00     0.00   707.00    17.04   142.46 1831.08    0.00 1831.08  12.05 100.00
sdz               0.00    14.00    0.00   12.00     0.00   428.00    71.33     0.17   14.33    0.00   14.33  14.33  17.20
dm-0              0.00     0.00    0.00   26.00     0.00   428.00    32.92     0.38   14.77    0.00   14.77   6.62  17.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.90    0.00    7.12   45.80    0.00   36.18

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00   112.00    0.00  114.00     0.00 32031.00   561.95    66.87 1098.98    0.00 1098.98   8.77 100.00
sdb               0.00    25.00    2.00   37.00    16.00 46408.00  2380.72    16.04  472.41  394.00  476.65  25.64 100.00
sdc               0.00     2.00    0.00   56.00     0.00 102036.00  3644.14    83.86  940.50    0.00  940.50  17.86 100.00
sdd               0.00    36.00    1.00  190.00     8.00 66397.00   695.34   101.65  731.02 1140.00  728.86   5.24 100.00
sdf               0.00    18.00    0.00   27.00     0.00 33996.00  2518.22     8.74  438.67    0.00  438.67  37.04 100.00
sde               0.00     0.00    0.00   76.00     0.00 138752.00  3651.37   101.42 1458.05    0.00 1458.05  13.16 100.00
sdg               0.00    10.00    0.00   18.00     0.00 16920.00  1880.00     7.57  499.11    0.00  499.11  55.56 100.00
sdh               0.00     7.00    0.00   23.00     0.00 14064.00  1222.96     7.37  439.83    0.00  439.83  43.48 100.00
sdi               0.00    14.00    1.00   34.00     8.00 55848.00  3191.77    13.12 1516.11  432.00 1548.00  28.57 100.00
sdj               0.00    23.00    1.00   12.00     8.00  4696.00   723.69    15.73  490.77  304.00  506.33  76.92 100.00
sdk               0.00    21.00    0.00  202.00     0.00 16660.00   164.95    82.85  865.43    0.00  865.43   4.95 100.00
sdl               0.00     4.00    0.00   46.00     0.00 80844.00  3514.96    14.52 1593.13    0.00 1593.13  21.74 100.00
sdm               0.00     8.00    0.00   57.00     0.00 93772.50  3290.26   120.50  662.60    0.00  662.60  17.54 100.00
sdo               0.00     1.00    0.00   58.00     0.00 102348.00  3529.24    89.26  922.28    0.00  922.28  17.24 100.00
sdn               0.00    41.00    0.00   42.00     0.00 34756.00  1655.05    16.24  367.43    0.00  367.43  23.81 100.00
sdp               0.00    11.00    0.00   13.00     0.00  6260.00   963.08     5.27  415.69    0.00  415.69  76.92 100.00
sdr               0.00    25.00    1.00  163.00     8.00 29463.50   359.41    91.10  629.29 1264.00  625.40   6.10 100.00
sdt               0.00    14.00    0.00  136.00     0.00 29246.00   430.09    36.77  759.15    0.00  759.15   7.35 100.00
sdu               0.00    14.00    0.00   26.00     0.00 51944.00  3995.69     7.44 1755.08    0.00 1755.08  38.46 100.00
sdv               0.00     9.00    0.00   12.00     0.00  7544.00  1257.33     5.12  411.00    0.00  411.00  83.33 100.00
sdw               0.00    10.00    0.00   52.00     0.00 97512.00  3750.46    84.73  844.54    0.00  844.54  19.23 100.00
sdx               0.00     0.00    0.00   57.00     0.00 111872.00  3925.33    48.42 1542.25    0.00 1542.25  17.54 100.00
sdy               0.00     0.00    0.00   63.00     0.00 113944.00  3617.27    50.61 1446.98    0.00 1446.98  15.87 100.00
sds               0.00     8.00    0.00   19.00     0.00 15100.00  1589.47     6.63  394.32    0.00  394.32  52.63 100.00
sdq               0.00    79.00    0.00  143.00     0.00 61910.50   865.88    71.34 1029.57    0.00 1029.57   6.99 100.00
sdz               0.00    14.00    0.00   13.00     0.00   804.00   123.69     0.16   12.31    0.00   12.31  11.38  14.80
dm-0              0.00     0.00    0.00   27.00     0.00   804.00    59.56     0.32   11.70    0.00   11.70   5.48  14.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          12.38    0.00    7.31   29.13    0.00   51.18

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     2.00    0.00   59.00     0.00 108472.00  3677.02    74.04  898.98    0.00  898.98  16.95 100.00
sdb               0.00     1.00    4.00   10.00    32.00  4172.00   600.57     5.37  183.43  166.00  190.40  71.43 100.00
sdc               0.00     3.00    1.00   48.00     8.00 91204.00  3722.94    38.31 1691.02  712.00 1711.42  20.41 100.00
sdd               0.00     8.00    0.00  113.00     0.00 23916.00   423.29    11.44  131.29    0.00  131.29   8.85 100.00
sdf               0.00   138.00    0.00   62.00     0.00 96968.00  3128.00   100.16  344.19    0.00  344.19  16.13 100.00
sde               0.00     0.00    0.00   50.00     0.00 101376.00  4055.04    42.05 2515.36    0.00 2515.36  20.00 100.00
sdg               0.00     1.00    1.00   26.00     8.00 24456.00  1812.15     8.59  207.11  276.00  204.46  37.04 100.00
sdh               0.00     2.00    0.00   23.00     0.00 16024.00  1393.39     7.01  172.70    0.00  172.70  40.52  93.20
sdi               0.00    64.00    2.00  337.00    16.00 30959.50   182.75    46.03  112.53  168.00  112.20   2.95 100.00
sdj               0.00     4.00    0.00  227.00     0.00 19338.50   170.38    15.34  108.81    0.00  108.81   4.37  99.20
sdk               0.00    16.00    0.00   39.00     0.00 35952.00  1843.69    11.55  158.97    0.00  158.97  25.64 100.00
sdl               0.00     4.00    0.00   20.00     0.00 11600.00  1160.00     3.00  129.60    0.00  129.60  50.00 100.00
sdm               0.00     0.00    0.00   54.00     0.00 110080.00  4077.04    62.42 1552.74    0.00 1552.74  18.52 100.00
sdo               0.00     4.00    0.00   53.00     0.00 108668.00  4100.68    37.05 1879.55    0.00 1879.55  18.87 100.00
sdn               0.00     4.00    0.00   28.00     0.00 43428.00  3102.00    12.74  396.29    0.00  396.29  35.71 100.00
sdp               0.00     2.00    0.00   29.00     0.00 27148.00  1872.28     6.92  177.52    0.00  177.52  34.48 100.00
sdr               0.00    15.00    0.00   32.00     0.00 31288.50  1955.53    11.89  162.12    0.00  162.12  31.25 100.00
sdt               0.00     6.00    0.00   34.00     0.00 25069.50  1474.68     5.48  154.71    0.00  154.71  28.47  96.80
sdu               0.00    19.00    0.00   44.00     0.00 42084.00  1912.91    10.76  131.18    0.00  131.18  22.73 100.00
sdv               0.00     0.00    0.00   10.00     0.00  8320.00  1664.00     4.02  145.20    0.00  145.20  73.60  73.60
sdw               0.00     3.00    0.00   54.00     0.00 107920.00  3997.04    33.35 1503.04    0.00 1503.04  18.52 100.00
sdx               0.00     5.00    0.00   30.00     0.00 54788.00  3652.53    12.58 1711.60    0.00 1711.60  33.33 100.00
sdy               0.00     3.00    0.00   25.00     0.00 44660.00  3572.80    10.28 1986.72    0.00 1986.72  40.00 100.00
sds               0.00    14.00    0.00   21.00     0.00 10360.00   986.67    81.23  120.00    0.00  120.00  46.67  98.00
sdq               0.00     4.00    0.00   54.00     0.00 107812.00  3993.04    31.19 1122.81    0.00 1122.81  18.52 100.00
sdz               0.00    13.00    0.00   12.00     0.00   392.00    65.33     0.16   13.00    0.00   13.00  13.00  15.60
dm-0              0.00     0.00    0.00   25.00     0.00   392.00    31.36     0.34   13.44    0.00   13.44   6.24  15.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          40.32    0.00   21.89   10.68    0.00   27.12

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     4.00    0.00   64.00     0.00 104924.00  3278.88    29.32 1406.25    0.00 1406.25  15.62 100.00
sdb               0.00    52.00    2.00  392.00    16.00 15785.00    80.21    39.76  107.94  388.00  106.51   2.54 100.00
sdc               0.00    30.00    5.00  208.00    40.00 51347.50   482.51    33.42  248.28  273.60  247.67   4.69 100.00
sdd               0.00    18.00    0.00   54.00     0.00 40840.00  1512.59     8.46  264.67    0.00  264.67  18.52 100.00
sdf               0.00     3.00    0.00   60.00     0.00 110388.00  3679.60    80.46 1279.60    0.00 1279.60  16.67 100.00
sde               0.00    39.00    0.00   81.00     0.00 84052.00  2075.36    15.05  780.49    0.00  780.49  12.35 100.00
sdg               0.00    45.00    3.00  348.00    24.00  9354.50    53.44    54.18  167.43  314.67  166.16   2.84  99.60
sdh               0.00     9.00    0.00   44.00     0.00 31780.00  1444.55     6.52  229.91    0.00  229.91  22.09  97.20
sdi               0.00     3.00    0.00   44.00     0.00 17208.50   782.20     6.35  359.55    0.00  359.55  22.73 100.00
sdj               0.00     4.00    0.00   17.00     0.00 10952.00  1288.47     2.27  266.59    0.00  266.59  52.00  88.40
sdk               0.00    39.00    1.00  277.00     8.00 44374.50   319.30    24.49  108.20  260.00  107.65   3.60 100.00
sdl               0.00     6.00    0.00   34.00     0.00 20824.00  1224.94     4.85  152.82    0.00  152.82  26.71  90.80
sdm               0.00    34.00    2.00   54.00    16.00 87428.00  3123.00    22.39 1550.50  278.00 1597.63  17.86 100.00
sdo               0.00    16.00    0.00   44.00     0.00 49240.00  2238.18     9.86  588.82    0.00  588.82  22.09  97.20
sdn               0.00    25.00    0.00   67.00     0.00 49164.00  1467.58     9.49  216.36    0.00  216.36  14.93 100.00
sdp               0.00    12.00    0.00   45.00     0.00 28388.00  1261.69     7.52  217.96    0.00  217.96  22.22 100.00
sdr               0.00    11.00    0.00   42.00     0.00 32988.00  1570.86     5.57  294.86    0.00  294.86  20.10  84.40
sdt               0.00    27.00    0.00   43.00     0.00 33836.00  1573.77    18.30  215.35    0.00  215.35  22.70  97.60
sdu               0.00    15.00    0.00   57.00     0.00 41344.00  1450.67     8.08  229.89    0.00  229.89  17.54 100.00
sdv               0.00    12.00    0.00  175.00     0.00  9907.00   113.22    15.30  106.90    0.00  106.90   2.61  45.60
sdw               0.00    19.00    0.00   76.00     0.00 66484.00  1749.58    10.93  288.37    0.00  288.37  13.16 100.00
sdx               0.00    11.00    0.00   42.00     0.00 29504.00  1404.95     6.50  281.05    0.00  281.05  23.14  97.20
sdy               0.00    20.00    3.00   64.00    16.00 52896.00  1579.46    10.32  199.82  388.00  191.00  14.93 100.00
sds               0.00    38.00    0.00  368.00     0.00 40728.50   221.35    32.74  305.23    0.00  305.23   2.72 100.00
sdq               0.00    13.00    0.00   47.00     0.00 43928.00  1869.28     9.47  321.70    0.00  321.70  20.85  98.00
sdz               0.00     8.00    0.00    6.00     0.00   104.00    34.67     0.07   12.00    0.00   12.00  12.00   7.20
dm-0              0.00     0.00    0.00   14.00     0.00   104.00    14.86     0.20   14.00    0.00   14.00   5.14   7.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          42.89    0.00   18.65   11.29    0.00   27.18

