Linux 3.13.0-63-generic (dss-storage-3) 	10/27/2015 	_x86_64_	(24 CPU)

11:18:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:21:48 AM  all   77.27    0.00   15.15    1.93    0.00    3.85    0.00    0.00    0.00    1.80
11:21:49 AM  all   75.21    0.00   14.92    2.37    0.00    3.47    0.00    0.00    0.00    4.03
11:21:50 AM  all   61.32    0.00   13.41    7.77    0.00    3.16    0.00    0.00    0.00   14.35
11:21:51 AM  all   73.00    0.00   14.50    2.54    0.00    2.84    0.00    0.00    0.00    7.12
11:21:52 AM  all   75.47    0.00   15.15    1.97    0.00    3.52    0.00    0.00    0.00    3.89
11:21:53 AM  all   74.34    0.00   15.21    2.82    0.00    3.29    0.00    0.00    0.00    4.34
11:21:54 AM  all   80.08    0.00   14.31    0.75    0.00    3.39    0.00    0.00    0.00    1.46
11:21:55 AM  all   79.66    0.00   14.62    0.92    0.00    3.80    0.00    0.00    0.00    1.00
11:21:56 AM  all   78.41    0.00   15.70    1.09    0.00    3.26    0.00    0.00    0.00    1.54
11:21:57 AM  all   77.06    0.00   15.44    1.68    0.00    3.69    0.00    0.00    0.00    2.14
11:21:58 AM  all   78.25    0.00   14.07    1.84    0.00    3.97    0.00    0.00    0.00    1.88
11:21:59 AM  all   80.73    0.00   13.97    1.00    0.00    3.42    0.00    0.00    0.00    0.88
11:22:00 AM  all   78.24    0.00   15.71    1.42    0.00    3.55    0.00    0.00    0.00    1.09
11:22:01 AM  all   74.62    0.00   18.28    2.21    0.00    3.67    0.00    0.00    0.00    1.21
11:22:02 AM  all   67.51    0.00   17.72    6.28    0.00    2.90    0.00    0.00    0.00    5.59
11:22:03 AM  all   70.85    0.00   19.14    2.90    0.00    2.86    0.00    0.00    0.00    4.25
11:22:04 AM  all   66.38    0.00   17.87    4.37    0.00    3.23    0.00    0.00    0.00    8.15
11:22:05 AM  all   31.18    0.00   10.13   11.69    0.00    1.82    0.00    0.00    0.00   45.17
11:22:06 AM  all   75.67    0.00   14.53    2.37    0.00    4.27    0.00    0.00    0.00    3.17
11:22:07 AM  all   77.49    0.00   14.57    2.06    0.00    3.07    0.00    0.00    0.00    2.81
11:22:08 AM  all   68.17    0.00   14.32    6.75    0.00    3.18    0.00    0.00    0.00    7.57
11:22:09 AM  all   76.84    0.00   14.31    3.06    0.00    3.44    0.00    0.00    0.00    2.35
11:22:10 AM  all   70.19    0.00   15.81    5.33    0.00    2.96    0.00    0.00    0.00    5.71
11:22:11 AM  all   75.46    0.00   14.19    3.59    0.00    3.00    0.00    0.00    0.00    3.76
11:22:12 AM  all   30.56    0.00    8.35   22.52    0.00    1.92    0.00    0.00    0.00   36.64
11:22:13 AM  all   78.69    0.00   14.44    1.51    0.00    3.52    0.00    0.00    0.00    1.84
11:22:14 AM  all   80.18    0.00   14.45    1.08    0.00    2.91    0.00    0.00    0.00    1.37
11:22:15 AM  all   80.81    0.00   13.85    0.96    0.00    3.34    0.00    0.00    0.00    1.04
11:22:16 AM  all   76.87    0.00   15.81    2.38    0.00    3.22    0.00    0.00    0.00    1.71
11:22:17 AM  all   74.45    0.00   15.45    3.54    0.00    3.07    0.00    0.00    0.00    3.49
11:22:18 AM  all   58.64    0.00   13.68   10.60    0.00    2.91    0.00    0.00    0.00   14.16
11:22:19 AM  all   74.86    0.00   14.65    3.49    0.00    3.12    0.00    0.00    0.00    3.87
11:22:20 AM  all   76.24    0.00   14.53    2.52    0.00    3.27    0.00    0.00    0.00    3.44
11:22:21 AM  all   74.24    0.00   14.72    3.64    0.00    3.13    0.00    0.00    0.00    4.27
11:22:22 AM  all   47.43    0.00   16.39   11.04    0.00    7.89    0.00    0.00    0.00   17.25
11:22:23 AM  all   80.83    0.00   14.17    0.50    0.00    3.38    0.00    0.00    0.00    1.13
11:22:24 AM  all   78.09    0.00   15.00    1.63    0.00    2.93    0.00    0.00    0.00    2.35
11:22:25 AM  all   78.53    0.00   14.78    1.42    0.00    3.68    0.00    0.00    0.00    1.59
11:22:26 AM  all   78.71    0.00   14.56    1.60    0.00    3.16    0.00    0.00    0.00    1.98
11:22:27 AM  all   76.61    0.00   14.93    2.99    0.00    3.24    0.00    0.00    0.00    2.23
