       p2p2       
 KB/s in  KB/s out
  765.63    665.47
  846.91    740.79
  836.98    733.78
  860.07    815.95
  864.41    755.30
  843.80    713.99
  969.20    816.48
 1039.07    869.21
  882.14    766.00
  807.60    691.07
 1081.33    973.72
 1067.84    884.15
  720.76    697.79
  762.26    664.94
 1067.13    970.42
  873.63    675.70
 1033.75    855.76
 1032.39    884.87
  730.04    603.41
  932.39    805.74
  817.85    726.40
 1066.76    918.55
       p2p2       
 KB/s in  KB/s out
  912.02    729.82
  894.75    734.11
 1000.86    855.27
  829.86    723.38
 1004.31    786.25
  928.30    727.55
  928.20    736.32
  928.15    844.59
  849.96    786.68
  999.92    829.56
 1027.50    823.86
  949.82    791.22
  729.90    552.43
  986.22    865.70
  977.22    684.40
  844.98    682.26
  946.07    820.92
  753.62    575.05
  835.33    613.06
 1114.59   1010.82
  793.08    607.42
  885.24    715.10
       p2p2       
 KB/s in  KB/s out
  947.96    743.55
 1068.87    885.74
 1037.29    838.82
 1087.31    847.68
  747.30    529.92
  926.88    762.12
 1141.79    863.95
  793.68    758.09
 1021.62    805.66
  942.89    792.56
  812.91    665.64
 1243.94   1008.24
 1024.71    741.71
  900.83    706.68
  762.52    565.48
  855.00    647.50
  864.53    742.29
 1044.02    874.35
 1131.07    971.67
  912.78    843.03
  933.12    868.66
  955.08    867.54
       p2p2       
 KB/s in  KB/s out
 1108.30    960.94
  903.51    814.12
  829.43    763.14
  944.63    864.79
 1058.78    928.83
 1127.83    967.76
  715.31    737.90
  995.86    876.67
 1039.37    947.90
 1123.01   1009.00
 1082.43    899.49
  817.25    762.65
  899.94    810.54
  963.46    878.99
 1363.93   1234.61
 1016.78    944.12
  896.62    812.25
  931.43    827.56
 1020.05    897.69
  759.86    651.48
 1208.28   1027.45
 1060.15    983.30
       p2p2       
 KB/s in  KB/s out
  846.81    809.74
  944.06    789.11
  951.85    839.55
 1130.24   1075.32
  871.71    815.47
  838.57    800.13
  970.10    863.27
 1064.67    958.32
  936.19    818.00
  932.25    805.73
 1016.43    982.66
 1026.49    963.46
 1007.39    913.17
  945.04    838.62
  788.05    788.25
  963.02    911.74
 1153.11   1053.68
  919.38    841.17
 1062.89    904.17
 1038.32    868.28
  879.67    773.53
  879.34    828.01
       p2p2       
 KB/s in  KB/s out
 1174.07   1066.78
 1047.66    936.64
  975.59    939.52
  751.57    769.41
  758.33    735.14
 1245.77   1137.49
 1046.99    921.44
  737.56    687.72
  964.19    912.92
  906.04    845.22
  875.13    759.32
  890.59    860.99
  969.98    804.14
  850.53    751.18
  814.82    716.52
 1124.04   1131.40
 1350.09   1345.94
 1007.49   1056.28
 1361.64   1473.45
 1226.42   1364.45
 1352.36   1485.63
 1166.31   1146.44
       p2p2       
 KB/s in  KB/s out
 1255.07   1286.09
 1370.83   1452.75
 1304.81   1371.80
 1352.92   1391.08
 1546.10   1592.65
 1243.43   1337.40
 1088.50   1289.55
 1261.58   1393.47
 1381.81   1442.05
 1263.45   1252.68
 1268.38   1324.08
 1219.46   1273.29
 1371.52   1403.86
 1219.53   1288.76
 1436.67   1486.22
 1125.20   1224.59
 1296.21   1424.16
 1060.17   1291.98
 1132.12   1221.23
 1282.33   1326.34
 1223.60   1285.05
 1228.95   1285.16
       p2p2       
 KB/s in  KB/s out
 1151.52   1280.97
 1389.08   1441.53
 1360.33   1397.05
 1168.11   1372.95
 1232.18   1339.05
 1148.38   1294.59
 1216.39   1269.68
 1552.22   1514.09
 1296.08   1347.09
 1168.23   1262.62
 1380.99   1489.08
 1337.65   1384.15
 1103.30   1092.91
 1181.55   1330.40
 1226.50   1403.13
 1348.04   1403.17
 1226.19   1275.66
 1259.64   1286.85
 1241.97   1292.88
 1319.16   1441.38
 1509.09   1608.50
 1194.89   1220.79
       p2p2       
 KB/s in  KB/s out
 1225.48   1324.34
 1144.72   1287.86
 1201.43   1378.84
 1239.27   1386.03
 1170.06   1323.27
 1210.69   1247.17
 1403.60   1509.20
 1220.40   1307.22
 1223.35   1356.43
  769.70    646.55
  887.50    737.00
  918.06    849.80
 1497.84   1670.95
 1485.89   1709.81
 1511.26   1639.90
 1029.42   1355.59
 1503.47   1702.86
 1519.96   1742.70
 1520.74   1812.15
 1574.48   1812.04
 1610.43   1692.20
 1465.98   1645.87
       p2p2       
 KB/s in  KB/s out
 1325.80   1528.62
 1587.15   1732.79
 1743.48   1930.38
 1492.54   1712.48
 1517.95   1812.33
 1493.86   1726.83
 1464.12   1688.63
 1483.79   1651.57
 1517.55   1654.68
 1414.11   1601.04
