       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    734.90    966.07
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1040.31   1404.48
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1139.09   1652.18
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    767.86   1181.48
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1270.48   1582.62
    0.00      0.00      0.00      0.00      0.00      0.00      0.78      0.00      0.00      0.00   1159.08   1525.41
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1200.46   1624.11
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    882.15   1194.56
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1068.25   1505.24
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1081.70   1422.37
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1150.51   1530.66
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1386.04   1793.35
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1444.95   2010.80
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1038.86   1378.46
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    955.15   1299.68
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1039.26   1524.90
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1232.09   1334.26
