       p2p2       
 KB/s in  KB/s out
  545.07    543.12
  387.23    384.73
  534.59    532.71
  471.07    448.89
  634.67    636.19
  665.13    622.03
  447.97    408.20
  499.29    458.82
  516.86    435.94
  813.08    730.29
  597.72    536.30
  553.49    510.53
  603.58    553.55
  453.45    420.22
  576.50    548.78
  654.84    582.99
 2231.77   1915.35
 2716.37   2228.57
 2853.91   2248.79
 2651.90   2254.21
 2387.33   2008.31
 2515.01   2146.50
       p2p2       
 KB/s in  KB/s out
 2169.39   1825.98
 2728.79   2255.07
 2678.43   2041.23
 2435.77   1979.01
 2400.07   2090.78
 2415.48   1949.84
 2508.48   1986.47
 2741.47   2149.69
 2485.14   2142.83
 2271.64   1939.36
 2700.17   2233.95
 2549.21   1940.43
 2165.95   1819.43
 2433.30   2029.68
 2440.56   2215.40
 2469.79   2010.21
 2813.49   2247.13
 2676.43   2066.97
 2374.45   2126.70
 2388.28   2156.51
 2654.60   2331.96
 2694.59   2242.84
       p2p2       
 KB/s in  KB/s out
 2403.63   1939.53
 2395.79   2151.48
 2468.42   2184.97
 2018.80   1972.26
 2721.90   2099.97
 2685.66   2154.95
 2465.13   2193.10
 2305.47   2008.48
 2468.06   2006.75
 2911.33   2338.23
 2233.39   1872.57
 2198.19   1944.22
 2509.09   1994.08
 2580.45   2176.32
 2572.05   2074.93
 2517.04   2220.46
 2346.00   2124.02
 2452.55   2227.72
 2683.52   2355.96
 2714.00   2133.01
 2051.17   1741.27
 2331.16   1973.83
       p2p2       
 KB/s in  KB/s out
 2536.28   2148.49
 2408.42   2210.23
 2418.87   1934.01
 2652.64   2352.52
 2318.63   1952.24
 2384.34   1956.24
 2382.28   1981.66
 2753.06   2350.24
 2457.31   2248.55
 2242.57   2045.59
 2594.45   2246.20
 2271.46   2105.76
 2680.99   1923.13
 2435.66   2022.44
 2463.65   2260.25
 2433.16   2027.04
 2224.96   1924.96
 2226.18   2039.71
 2600.51   2048.73
 2527.75   2062.54
 2486.48   2247.84
 2461.51   2170.73
       p2p2       
 KB/s in  KB/s out
 2864.73   2191.92
 2583.50   2153.65
 2117.97   1915.14
 2459.89   2037.60
 2494.40   2047.68
 2450.65   2067.05
 2258.97   1902.66
 2210.36   1917.98
 2317.16   2030.77
 2471.85   2290.73
 2484.85   2096.00
 2556.27   1984.26
 2428.36   2035.76
 2420.15   2094.35
 2423.43   2170.51
 2629.00   2088.08
 2632.27   2331.89
 2130.54   1858.58
 2518.43   2217.44
 2359.62   1995.74
 2645.01   2215.81
 2812.38   2319.58
       p2p2       
 KB/s in  KB/s out
 2517.99   2250.32
 2201.14   1943.46
 2422.63   2154.61
 2789.73   2285.59
 2266.34   2017.98
 2194.87   1897.62
 2419.59   2032.77
 2316.93   2012.97
 2619.40   2218.25
 2730.40   2379.85
 2228.89   2024.71
 2336.99   2019.16
 2495.37   2152.36
 2867.99   2424.88
 2620.44   2232.37
 2225.97   1992.40
 2398.76   1975.50
 2317.09   2141.95
 2448.70   2298.94
 2799.24   2363.28
 2608.08   2326.74
