       p2p2       
 KB/s in  KB/s out
  526.96    518.96
  429.31    442.51
  464.52    441.96
  560.66    541.33
  534.52    513.40
  527.50    499.87
  499.78    474.03
  569.88    587.82
  422.04    385.20
  531.10    497.76
  460.69    446.38
  596.94    568.48
  693.76    667.93
  666.34    642.14
  367.34    345.66
  587.74    595.30
  506.05    490.18
  522.13    537.53
  664.97    639.40
  740.80    713.57
  547.16    524.35
  332.95    310.37
       p2p2       
 KB/s in  KB/s out
  548.93    510.30
  482.70    465.01
  596.30    605.23
  528.63    512.72
  528.50    544.00
  543.65    523.79
  519.22    480.72
  537.43    514.53
  599.45    582.02
  341.37    320.65
  671.18    643.27
  489.85    489.12
  667.83    661.14
  426.55    399.73
  471.91    448.82
  539.25    513.19
  596.02    571.39
  313.68    310.51
  672.18    654.68
  576.75    551.51
  530.42    543.09
  621.38    599.53
       p2p2       
 KB/s in  KB/s out
  465.45    445.15
  576.10    550.07
  471.86    445.32
  461.32    438.97
  708.19    688.96
  566.83    551.48
  413.09    422.69
  443.89    441.73
  540.16    530.88
  577.95    554.73
  558.32    575.65
  617.98    599.93
  517.16    503.31
  579.92    557.31
  554.59    522.63
  601.22    581.50
  487.48    495.90
  428.70    394.96
  505.31    471.28
  575.15    574.88
  636.78    685.65
  743.80    803.96
       p2p2       
 KB/s in  KB/s out
  559.72    581.47
  735.74    744.26
  658.23    698.65
  563.62    605.31
  695.91    710.76
  494.17    541.97
  812.27    873.79
  514.98    536.32
  510.95    579.80
  475.51    523.42
  658.99    693.11
  725.04    756.21
  601.84    635.34
  652.92    680.46
  666.69    695.66
  696.14    733.51
  669.04    759.42
  571.38    612.25
  611.29    647.42
  547.53    571.58
  687.94    714.37
  605.44    629.12
       p2p2       
 KB/s in  KB/s out
  689.36    726.12
  686.60    719.26
  648.30    696.60
  544.70    604.05
  702.75    749.22
  771.95    788.75
  737.82    764.49
  591.91    627.16
  568.51    598.68
  634.98    662.01
  576.92    641.12
  773.64    819.33
  765.75    805.31
  563.65    609.01
  647.52    707.22
  502.86    521.40
  670.55    711.10
  645.76    713.67
  642.35    681.76
  701.16    747.58
  591.89    613.54
  638.03    677.29
       p2p2       
 KB/s in  KB/s out
  551.96    619.90
  599.16    638.81
  609.02    668.59
  621.43    678.76
  562.63    606.65
  735.32    767.65
  618.91    642.73
  560.92    594.98
  551.29    614.27
  656.66    712.89
  749.37    808.52
  706.96    738.21
  715.19    751.74
  407.09    449.88
  563.56    528.98
  628.75    592.32
  529.58    615.89
 1154.49   1412.75
 1050.44   1315.56
  950.84   1245.21
  892.88   1178.74
  888.60   1199.04
       p2p2       
 KB/s in  KB/s out
 1061.52   1313.36
 1105.49   1352.60
  910.64   1173.50
  881.88   1146.09
 1078.38   1335.75
 1039.66   1293.44
 1056.36   1320.80
 1051.50   1306.33
 1167.14   1413.07
  961.07   1232.04
 1032.90   1274.51
 1070.98   1333.43
  956.81   1193.37
  876.60   1157.86
  959.82   1239.81
  944.46   1254.52
 1159.01   1411.77
 1052.88   1276.52
  826.38   1148.84
  988.70   1238.60
  942.72   1171.93
 1215.36   1471.07
       p2p2       
 KB/s in  KB/s out
 1048.12   1298.21
  982.84   1269.26
  920.26   1211.32
  839.56   1089.79
  949.69   1269.47
 1046.43   1297.99
  892.60   1149.01
  896.31   1153.56
 1176.00   1459.94
 1009.93   1245.34
  896.10   1181.75
 1071.28   1365.86
 1041.85   1290.97
 1016.86   1268.74
 1133.14   1433.88
  932.42   1213.59
  946.14   1205.81
  839.47   1029.76
 1042.73   1289.71
 1155.64   1397.57
  895.31   1175.85
 1026.27   1309.93
       p2p2       
 KB/s in  KB/s out
  967.50   1208.00
 1031.76   1312.08
  963.74   1246.20
 1014.04   1252.15
  949.12   1197.82
  968.65   1209.84
 1008.85   1252.85
 1074.02   1362.36
  900.24   1174.34
 1123.51   1363.88
  940.93   1085.73
  379.07    343.11
  480.71    460.24
  757.20    966.64
 1399.90   1835.06
 1383.34   1828.91
 1313.18   1778.13
 1454.65   1890.50
 1211.50   1695.89
 1302.72   1774.03
 1239.09   1679.70
 1327.22   1774.04
       p2p2       
 KB/s in  KB/s out
 1325.10   1777.34
 1225.08   1693.39
 1313.76   1771.61
 1439.38   1844.44
 1234.60   1656.58
 1502.64   1936.77
 1222.94   1647.63
 1190.14   1630.75
 1335.60   1776.27
 1334.87   1808.41
 1228.91   1702.25
 1310.89   1719.05
 1249.03   1707.96
 1355.03   1776.82
 1303.79   1768.06
 1453.52   1884.18
 1172.58   1663.89
 1420.41   1851.95
 1303.56   1817.54
 1299.21   1722.62
