Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,146146,149653504000,262.64,252.75,487.33,499021963.99,100%
read,read,151747,155388928000,505.71,492.88,506.21,518356288.77,100%
read,read,154014,157710336000,995.77,979.47,514.16,526504550.34,100%
read,read,155159,158882816000,1973.14,1943.94,518.97,531420559.26,100%
read,read,146455,149969920000,4161.54,3866.63,492.12,503926401.39,100%
