Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,300,307200000,998.32,981.78,1,1025712.94,100%
read,read,302,309248000,993.13,976.24,1.01,1031046.62,100%
read,read,301,308224000,993.9,975.21,1.01,1030246.51,100%
read,read,301,308224000,995.22,984.19,1,1028905.25,100%
read,read,301,308224000,993.74,978.91,1.01,1030418.72,100%
read,read,301,308224000,994.9,977.96,1.01,1029235.08,100%
read,read,301,308224000,993.74,979,1.01,1030422.17,100%
read,read,301,308224000,994.46,978.58,1.01,1029675.19,100%
read,read,302,309248000,990.81,974.48,1.01,1033486.17,100%
read,read,301,308224000,994.67,978.97,1.01,1029472.28,100%
read,read,300,307200000,997.28,977.99,1,1026782.58,100%
read,read,301,308224000,994.53,980.82,1.01,1029620.15,100%
read,read,302,309248000,991.19,973.42,1.01,1033099.49,100%
read,read,301,308224000,994.69,975.47,1.01,1029458.52,100%
read,read,302,309248000,992.25,980.42,1.01,1031992.82,100%
read,read,300,307200000,997.5,979.93,1,1026545.83,100%
read,read,302,309248000,993.04,979.7,1.01,1031166.95,100%
read,read,303,310272000,988.72,975.69,1.01,1035676.14,100%
read,read,303,310272000,987.48,974.92,1.01,1036963.76,100%
read,read,302,309248000,991.39,974.25,1.01,1032868.3,100%
read,read,302,309248000,993.32,979.32,1.01,1030864.47,100%
read,read,301,308224000,993.75,977.04,1.01,1030411.83,100%
read,read,302,309248000,992.74,980.54,1.01,1031476.5,100%
read,read,299,306176000,1001.55,984.18,1,1022389.48,100%
read,read,302,309248000,993.23,979.02,1.01,1030964.13,100%
read,read,302,309248000,993,979.09,1.01,1031208.21,100%
read,read,300,307200000,999.03,977.36,1,1024990.82,100%
read,read,302,309248000,993.16,979.75,1.01,1031036.31,100%
read,read,299,306176000,1001.16,980.63,1,1022795.91,100%
read,read,299,306176000,1001.11,983.25,1,1022847.16,100%
read,read,299,306176000,1000.78,983.35,1,1023161.62,100%
read,read,302,309248000,992.34,977.73,1.01,1031889.51,100%
read,read,301,308224000,996.14,979.23,1,1027944.44,100%
read,read,300,307200000,997.63,983.96,1,1026418.93,100%
read,read,301,308224000,994.31,979.53,1.01,1029850.65,100%
read,read,301,308224000,995.18,978.36,1,1028929.29,100%
